city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)"
Milan,United States,"This asylum was supposedly shut down because the inmates were killed for no apparent reason. The types of haunting that the teenagers that enter the asylum for thrills are orbs of lights cold spots naked figures running sounds( moaning, inanimate object being dropped on the ground.) Lights flickering on and off fresh fingerprints on the inside of the lock up cell windows and "" inmate looking ou7t of the 2nd and 3rd floor windows. - November Update: Has Been torn down",Asylum on Willis and Platt Roads,Michigan,MI,,,-83.6824384,42.0853204,True,False,2025/03/02,0,Unknown,Ghost (Male),Murder,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Milan,United States,"there is said to be a little boy that roams the halls and a teacher follows him the little boy is said to be a boy named Josh, who died in the library by suffocation no one knows how he got suffocated though",Milan High School,Michigan,MI,-83.70284749999999,42.0785187,-83.6824384,42.0853204,False,False,2025/01/01,0,Unknown,"Unknown (Male, teacher)",Death,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Milan,United States,Legends have it that on Milan Oakvill Rd. In 1910 a young women about 23 got in a car accident and died when her and her newly wed husband were driving and went off the road and killed her and her husband well legends say it you go out there and shut your car off where they crashed you will hear the screeching of the tires and when you least expect it and driving down the road you can see her walking aside the road in her wedding,Milan Oakvill Rd.,Michigan,MI,-83.62685549999999,42.0841868,-83.6824384,42.0853204,True,True,1910/03/13,0,Unknown,Unknown (Male),Murder,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Millington,United States,There are also rumors about it being haunted by a little boy.,Antique mall,Michigan,MI,-83.5296099,43.2800192,-83.5296774,43.2814132,False,False,2025/05/13,0,Unknown,Ghost (Male),Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Millington,United States,"It used to be a butcher shop. When no one else is in the store, employees claim stuff has flown off the shelves and they have had felt someone breathing on the back of they're neck when they're stocking shelves. They have even seen people walking around, and then when they go to see if they need help...they are gone. No one goes in the basement, at least not alone anyway. It has strange ""vibes"" and its just creepy.",Fairway Discount Store,Michigan,MI,-83.5296403,43.28051929999999,-83.5296774,43.2814132,True,True,2025/01/01,4,Unknown,Unknown (Male),Mystery,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Millington,United States,"In the Millington hills, you leave by running because something is after you. Even during the day, a lot of the hills and lands of Millington hills has bad vibes.",Millington Hills,Michigan,MI,-83.4915575,43.2185681,-83.5296774,43.2814132,False,False,2025/01/01,0,Unknown,Unknown (Male),Unknown,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Monroe,United States,This has been removed - NO TRESPASSING – you will get ticketed or arrested by Police.,Old Paper Mill,Michigan,MI,,,-83.3977101,41.9164343,False,False,2025/01/01,0,Unknown,Unknown (Male),Unknown,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Montague,United States,The oldest Cemetery in the area. Orbs and other figures have turned out in pictures.,Mouth Cemetery,Michigan,MI,-86.4232388,43.3848517,-86.357013,43.4166772,False,True,2025/03/17,0,Unknown,Orb (Male),Unknown,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Mount Clemens,United States,on video orb to multiple orbs crossing past in front of the camera.,CHE COSA coffee house,Michigan,MI,-82.86566049999999,42.5851851,-82.8779754,42.5972563,False,True,2025/01/01,0,Unknown,Orb (Male),Unknown,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Mount Clemens,United States,There are plenty of spirits in this place. This is to include the old man caretaker to gentleman Jack Jacobie and many more.,The Crocker House Museum.,Michigan,MI,-82.8820073,42.5987361,-82.8779754,42.5972563,False,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Mount Morris,United States,"During the 1980's and through the 1990's many bodies were dumped in this junk yard. Most of them were do to professional killings. Since this place was once a hot spot to dump bodies it has become very much haunted. There have been reports of screams coming from the junkyard during the night. Also many police reports have been done on the sighting of people standing by the road. When the motorist would stop to help these people they would be gone. One wild report states that the motorist believed he hit a person but no damage was found on the car. This Junk Yard has and is becoming a smoking hot spot for ghosts and Hauntings. The owner of the yard now makes sure the place is always closed before dark and there has been a for sale sign in front of this yard for more than three years going. No one wants to buy the property. - June 2008 Update/Correction: The pervious owner reports there were never any bodies found in the junkyard, but, another previous owner was murdered by his wife's boyfriend. The murder has been featured on court TV. The new owner does claim that there is some paranormal activity in the office where he was murdered at(doors slamming and odd noises). She says she just tells him to take a seat and nothing happens after that. It is private property so there is absolutely NO TRESPASSING. There is a heavy police presence in the area. If you call or visit during business hours she is more than willing to share her stories and she seemed open to have an investigation as long as you clear it with her.",Auto City Junk Yard,Michigan,MI,-83.6948994,43.1110513,-83.6949583,43.1186374,True,True,2008/06/13,0,Night,Ghost (Male),Murder,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Mount Pleasant,United States,"Beddow Hall - Reports of hearing footsteps on the floor above you. Only to follow them up to the roof. Also throughout the hall, things have come up missing but shown up in photographs, the elevator has opened and no one has been in it. A figure of a man has been seen by many desk workers on rounds during the night. Figures of a woman and a child have been seen too.",Central Michigan University,Michigan,MI,-84.7756364,43.5819086,-84.7675139,43.59780749999999,True,True,1892/03/13,2,Night,Other (Male),Unknown,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Mount Pleasant,United States,"Carlin Alumni House - The Alumni house is the former residence of University Presidents. People working in the basement hear heavy footsteps walking up and down the hallways, toilets flush for no reason and there has been unexplained pounding coming from inside the basement walls. Each night employees yell up the stairs to make sure no one is in the building and twice their yell of "" Any one up there??"" has been answered by the ghost. Once two employees heard a man's deep laugh when closing down the building for the night and another two experienced footsteps running toward them down a stairway. Another night an employee was setting the alarm and he looked down a hallway and saw a giant white streak soar across from one office to the next.",Central Michigan University,Michigan,MI,-84.7756364,43.5819086,-84.7675139,43.59780749999999,True,True,1892/03/13,2,Night,Ghost (Male),Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Mount Pleasant,United States,"Cobb Hall - 4th Floor - Many mysterious occurrences have been witnessed by residents. In the bathroom of room 404, two materials made of glass have fallen for no reason and broke into pieces. Also, the answering machine goes off unexplainably without following a ring and the tv automatically turns on. Also, in room 405, the shower has turned on unexplainably during the middle of the night. People say that things move and fall for no reason",Central Michigan University,Michigan,MI,-84.7756364,43.5819086,-84.7675139,43.59780749999999,False,False,1892/03/13,2,Night,Unknown (Male),Accident,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Mount Pleasant,United States,"Troutman Hall - In 602 Troutman hall, Things would randomly fall in the middle of the night, including glass objects, cereal boxes, bulletin boards off the wall. Reports of the bathroom faucet turned on and then off. No matter how many times the locks where changed the new keys wouldn't work.",Central Michigan University,Michigan,MI,-84.7756364,43.5819086,-84.7675139,43.59780749999999,False,False,1892/03/13,0,Night,Unknown (Male),Suicide,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Mount Pleasant,United States,"Warriner Hall - long ago there was a young actress who frequented Warriner Hall (CMU campus). Evidently at some performance or rehearsal...she was downstairs from a friend of hers and decided to call up to this friend using the Dumbwaiter shaft that had been out of commission for some time. As she leaned her head in, the dumbwaiter came crashing down and beheaded her! Since the incident, there have been a few sightings. A mysterious blue lighting accompanies her spirit, and she has never been seen by a crowd...generally she is seen by actors or stage hands working alone. She seems a bit of a prankster, dropping lights, or gels or ladders.  December 2003 Addition or update: Some say it was a cleaning lady who died in the dumbwaiter and she was cleaning it out and people see her on the stage singing",Central Michigan University,Michigan,MI,-84.7756364,43.5819086,-84.7675139,43.59780749999999,True,True,1892/03/13,4,Unknown,"Ghost (Male, actor)",Accident,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Mount Pleasant,United States,"is a park in the north west area of town, which is well-known to be the site of weird occurrences. there have been reports of seeing dark, voiceless apparitions with red, dimly glowing eyes.",Mill Pond,Michigan,MI,-84.78974459999999,43.599784,-84.7675139,43.59780749999999,False,True,2025/01/01,0,Night,Ghost (Male),Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Mount Pleasant,United States,"This building used to be one of the most used State Mental hospitals for the criminally insane. There they would house people that would range from serial killers to rapists, but no matter the crime they were there for good...And they deserved to be. This place was never fenced in, didn't have electrical locking doors, and even let their patients wander freely on the grounds. Consequently many escaped. Nowadays the place is shut down. Too many people escaped and horrible things happened towards it's end. Such things like an orderly living in the houses provided for them just a few hundred feet away from the hospital was subject to the torture of one of the patients. She was raped and killed. Several of the escaped patients would harm civilians or stalk them....And finally the city of Mt. Pleasant closed down this hell hole. Hardly any information can be found on it now. It's really a very closed and touchy subject...but if you travers on the grounds, you'll find many disturbing things. Blood stains on the floors of the hospital, the yard for the children (eerie in and of itself becaue they housed children next to criminals)and even in broad daylight you can see and FEEL the presence of these spirits. There's a chain on the wall of one of the buildings that's completly sealed off....this is where they would chain like dogs the patients they didn't want wandering off more than the others...The place itself is imposing to visit let alone when the ghosts come out at night. Their moaning and wailing can be heard and their forms can be seen....(There are police that regularly patrol the grounds warding off college kids and protecting the other buildings on the property still running, but the state mental wards are closed)",Mt. Pleasant Center,Michigan,MI,-84.748628,43.612163,-84.7675139,43.59780749999999,True,True,2025/01/01,6,Night,Ghost (Male),Murder,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Muskegon,United States,weird noises and apparitions. Things disappear and reappear. Cold spots and various odors. The elevators have minds of their own and you just feel like you are never alone. Sometimes the feeling of being watched.,Amazon Apartments,Michigan,MI,-86.2567244,43.23364360000001,-86.24839209999999,43.2341813,True,False,1982/03/13,0,Unknown,Ghost (Male),Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Muskegon,United States,"The Northshore Hospital was once used for TB patients. Later it was converted and housed the mentally ill. After funding ran out the hospital was closed and abandoned. The eerie dwelling was a huge brick building looming on the outskirts of the quaint town of North Muskegon. Inside you could feel the evil among the dank walls which were covered in graffiti with readings such as ""the house of the dead"", ""I can see you"", and many odd pictures of creatures and eyes. The basement of the old dwelling was the most energetic place in the entire hospital. Cold drafts and unexplained noises filled the empty hallways. It was the most terrifying, strange place to experience. - September 2004 update: the hospital has been destroyed. Nothing but a flattened pile of rubble exists and is safely kept behind a high cyclone fence.",Northshore Hospital,Michigan,MI,-86.25206999999999,43.26768,-86.24839209999999,43.2341813,True,True,2004/09/13,0,Unknown,Other (Male),Death,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Muskegon,United States,"Sightings by several employees over the years of Charles Hackley. Objects moving on their own, and sounds heard.",Hackley Library,Michigan,MI,-86.251505,43.23389299999999,-86.24839209999999,43.2341813,True,False,1890/03/13,2,Unknown,Unknown (Male),Unknown,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Muskegon,United States,"Every now and then, my friend will walk past the church in her neighborhood, and hear babies crying. But when she looks back nothing is there! She knew that no one was in the church because it is not open unless there is Saturday night mass or on Sunday. To this day she still does not know where the baby had been.",St. Michaels Catholic Church,Michigan,MI,-86.2503016,43.2218223,-86.24839209999999,43.2341813,True,False,2025/03/15,0,Night,Unknown (Male),Unknown,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Nashville,United States,"Mr. Putnam had TB so he took himself out in the carriage house and shot himself in the chest and in the head and survived. The next day around 4:00 o'clock he was dead. The next suicide case was a maid of the Putnam's that had an affair with the nephew of the Putnam's but he totally denied doing that with her and later when she found out she was pregnant at 16 she took the nephew's gun and shot herself. When Mrs. Putnam had her only children they were twins but the day after they were born they died. Today they say the Maid, Mrs. Putnam, and Mr. Putnam still live hear and guard the place. They also used to hold funerals here.",Putnam District Library,Michigan,MI,-85.0937057,42.605779,-85.0930536,42.6028137,True,False,2025/03/13,0,Unknown,Unknown (Male),Murder,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Nashville,United States,At night you can see lights up on the hill. Reports of men wandering in the cemetery as well as a manly apparition pointing a gun at people. You get a very sinking feeling as you enter the cemetery and a sick to the stomach feeling.,Old Quaker Cemetery,Michigan,MI,,,-85.0930536,42.6028137,False,True,1759/03/13,0,Night,Ghost (Male),Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
New Baltimore,United States,"This house use to be an insane asylum. Many people are said to have killed themselves while there. At night you can see such called ghost in the windows. When inside you hear voices. Also if you have lights they may flicker in the presents of a so-called ghost. One girl is said of killing herself in the very top floor(bell tower). - November Update: due to tresspassing and vandals, it is heavily patrolled by police. - October 2005 Update: Due to vandals and dry rot in last weeks paper The Voice the Hathaway house will be torn down. The owner is trying to save the 50,000 bricks that make up the house to build two new houses.",Hathaway House,Michigan,MI,-82.734149,42.683873,-82.7368616,42.6811436,True,True,2025/05/13,0,Night,Ghost (Male),Murder,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Newberry,United States,"there is story about the (purple bubble). It located in the upper part of Mi, Newberry cemetery and it's on the grave of a young girl who died at about 6 yrs and 6 months of age. But when you look at the bubble which holds a picture of the child it is that of an elderly woman and supposedly it has aged through out the years much as the child would have if she had lived.",Newberry cemetery,Michigan,MI,-85.52466199999999,46.3501262,-85.50955859999999,46.3549984,False,False,2025/03/06,0,Unknown,Unknown (Male),Death,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
New Lathrup,United States,You visit it very late at night you will hear screaming back in the woods.... people have seen sighting of a figure with red eyes and swinging arms running after you....if you look in the trees and time is right you will see kkk figures in the trees...strange lights are back in the woods. people have seen car lights following you then all of a sudden disappear,Juddville cemetery,Michigan,MI,-83.9680102,43.0552178,-83.969967,43.1166949,True,True,2025/01/01,4,Night,Other (Male),Mystery,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Niles,United States,"The bond street family cemetery is across the road. A little boy who lived with his parents in the mansion died of fright in the 1800's after his bedside candle was blown out by a draft in the middle of the night. He is buried in a tomb in the cemetery. It is said that his mother had an underground pathway built under the road to her son's tomb and she would visit the tomb every night. They say to this day, you can see the woman's ghost walk across the road and weep at her son's grave and every night a mysterious light will shine in the upstairs bedroom window and then suddenly go out.",Bond Street Mansion,Michigan,MI,,,-86.2541768,41.8297694,False,True,2025/03/14,0,Night,Ghost (Male),Death,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Niles,United States,Morris Chapel road -  Legend has it that a lady named Kathryn was jilted on her wedding day and hung herself in the chapel. At night it's said you can hear her screaming and feel a VERY strong presence. Also reports of seeing a young woman & man hanging in the tree by their necks & whining and moaning.. and lights in the chapel at night.,Marris Chapel,Michigan,MI,-86.3022178,41.849098,-86.2541768,41.8297694,True,True,2025/01/01,0,Night,Ghost (Male),Unknown,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Niles,United States,If you listen between 2 and 4a.m. you will be able to hear gunshots and screams of a man that was shot while changing a flat tire in the apartments parking lot.,North Niles Villa Apartments,Michigan,MI,-86.24851609999999,41.8454187,-86.2541768,41.8297694,True,False,2025/03/13,0,Unknown,Unknown (Male),Murder,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Niles,United States,Legend states that a witch is buried in this cemetery. She is believed to have lived during the late 1800s. Many people have claimed to hear her cries throughout the cemetery at night. Sometimes it echoes through the temple that is located in the middle of the cemetery.,Silverbrook Cemetery,Michigan,MI,-86.24265380000001,41.8243461,-86.2541768,41.8297694,True,False,2025/01/01,0,Night,Unknown (Male),Unknown,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
North Street,United States,"Restaurant & Bar - The Dorsey House is located near Port Huron. It is haunted by a ghost known only as Ira. It is rumored that Ira may have been killed in a bar fight in the parking area of the original Dorsey House. That building was torn down for the constuction of a new building in the mid 1995. Water faucets turn on an off, toilets flush, doors open and close, light s go on and off. A few people have reported seeing a ghost like image in parts of the building.",Dorsey House,Michigan,MI,-82.5767839,43.0527281,-82.5300263,43.06006379999999,False,True,2025/05/13,2,Unknown,Ghost (Male),Murder,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Northville,United States,"In the old city of Northville in the 40's and 50's, were many insane asylums. They were not even a mile apart and ran through the whole town. They were all linked underneath the ground, for underground passages of very mentally ill patients and there's rumors that that's where many of the out of control patients were punished, not to alarm the others. The tunnels go all through the town, and under buildings, which are now on the place of the asylums. The tunnels are blocked off but the people who are brave enough to go in have experienced screaming, voices, moaning and orbs. Feelings of people behind you, crashes against the walls, and more. The tunnels are miles long and are tight compacted areas. There is a 200 dollar fine for anyone to go there, seeing as the late 80's and 90's brought many Satanists there trying to summon up spirits. -  Update: The buildings of the insane asylum have now been torn down and they are building a sub-division on the land. They had tried many times to get a company to come and build there and always something went wrong. They finally got some company to build expensive homes there and now there is a worry for the people who purchase their homes there. It is the whole block on the north-east corner of Sheldon and 5 mile roads.",Northville Tunnels,Michigan,MI,,,-83.4832692,42.4311464,True,True,0200/03/13,0,Unknown,Ghost (Male),Accident,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Northville,United States,"there was a man who died in the projection booth from a fatal heart-attack. He now haunts the theater and if you look down the vents on stage, you can see a picture of ""Oscer.""",Marquois Theater,Michigan,MI,-83.4821918,42.4313825,-83.4832692,42.4311464,True,True,2025/01/01,0,Unknown,Unknown (Male),Death,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Novi,United States,This warehouse has been haunted by many ghosts. There is a graveyard close by which could be the reason for many of the ghosts inside this company building. People said that the ghosts look like they were from the 1800's because they were wearing really old dresses. Other strange things happen like objects move.,Frank W. Kerr Company,Michigan,MI,-83.47172540000001,42.4503482,-83.4754913,42.48059,False,False,1800/01/01,0,Unknown,Ghost (Male),Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
Novi,United States,"formerly Home Sweet Home - A couple from the early 1800's is said to haunt their once home. There is a 12-ft oak banister right in the doorway where the man is said to appear. Also strange noises in the bathroom and dining areas. Although it is used as a restaurant, nobody ventures into the attic where lights and other sightings have been witnessed. When standing/parked directly facing the front of the house, in the attic window on the right side of the house witnesses have seen the face of a man. He looked like he was wearing a blue war outfit (with big silver buttons.) He has reddish brown hair and a thin beard. (We took a flashlight with us on the night we saw him.)The building is located at 9-and Novi road, yet it can't seem to stay open for business. - November 2003 Update: The ghost believed to be haunting the place is actually in a painting that was placed over the window to patch a break in the pane. And the picture is believed to be the “ghost” seen.",Shiro's,Michigan,MI,-83.4715322,42.4530123,-83.4754913,42.48059,True,True,2025/03/12,2,Night,Ghost (Male),Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0
