city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)",daylight_hours,Safe_Filename
St. Paul,United States,"The Marian Center in St. Paul is a nursing home located in what was once the old Mounds Park Hospital. It was closed as a hospital sometime in the 70's and reopened as a nursing home in the late 80's/early 90's. The story is that an off duty policeman who was working as a security guard was shot and killed as he was getting off the elevator in the basement, which is where the morgue was located. There are four elevators in the building, but if you get on that particular elevator, no matter what direction it is going or what floor you push, it will go straight to the basement, open, and then close again before going to where it's directed. The employee break room is in the basement but is rarely used, as you have to walk past the old morgue to get to it and there are strange noises there at night. There was also a tunnel from the basement leading to the old nurse's dormitory, which was once used for storage. The maintenance men disliked using it because they reported hearing strange noise and lights flickering off and on. The property sits across the street from a group of Indian burial mounds.",Marian Center (Old Mounds Park Hospital),Minnesota,MN,-93.0544251,44.9477904,-93.0899578,44.9537029,True,False,2025/01/01,1,Night,"Unknown (Male, nurse)",Murder,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,The_Marian_Center_in_St__Paul_is_a_nursing_home_lo.png
St. Paul,United States,"Cold spots, an apparition of a woman with brown hair and wearing a long white dress, and the sound of someone climbing the stairs when there is no one around. - March 2008 update/ additional information: The Mansion which is located across from the Schmidt Brewery which Marie’s father, Jacob, started. Her husband Adolph Bremer took over the brewery after Jacob's death. Still researching the haunting aspect - but the location is currently a halfway house for men in recovery.",Marie Schmidt-Bremer Mansion,Minnesota,MN,,,-93.0899578,44.9537029,True,False,2008/03/13,0,Unknown,Ghost (Male),Death,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Cold_spots__an_apparition_of_a_woman_with_brown_ha.png
St. Paul,United States,"The building that now houses The Noose Bar (which is over one hundred years old) was the location of a suicide by hanging (hence the name of the bar) on the East side of St. Paul on East 7th Street (formerly Michael's Bar). There have been many occurrences at this location, such as doors being held open, neon signs starting to swing and fall off walls with no one near the sign, but witnessed by people sitting at the bar. Go check it out for yourself.",The Noose Bar,Minnesota,MN,,,-93.0899578,44.9537029,False,False,2025/03/07,2,Unknown,Other (Male),Suicide,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,The_building_that_now_houses_The_Noose_Bar__which.png
St. Paul,United States,"A woman haunts the cemetery and has appeared to many people that have frequented the cemetery over the years. She is a woman in her mid twenties with shoulder length brown hair, blue eyes, Caucasian, approx 5'5"" to 5'7"" in height wearing a long white lacey style dress from about the turn of the century.",Oakland Cemetery,Minnesota,MN,-93.0968635,44.96899740000001,-93.0899578,44.9537029,False,False,2025/05/13,0,Unknown,Unknown (Male),Unknown,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,A_woman_haunts_the_cemetery_and_has_appeared_to_ma.png
St. Paul,United States,"An engine room worker decided to cool off and take a dip in the Mississippi. He climbed the stairs to the top deck and even continued on up to the roof of the pilothouse where he planned to dive into the river. Instead, he slipped and fell off the pilothouse, hit a guardrail, and fell into the river. Hitting the guardrail on the way down paralyzed him and he drown in the river, unable to swim for the surface. Footsteps are heard going up the staircase and up to the roof of the pilothouse. Then a splash in heard. But no one is there.",Paddelford Packet Boat Company-Jonathan Paddelford,Minnesota,MN,-93.0984113,44.9372958,-93.0899578,44.9537029,True,False,2025/01/01,1,Unknown,Unknown (Male),Unknown,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,An_engine_room_worker_decided_to_cool_off_and_take.png
St. Paul,United States,"Ghostly figures have been seen walking through the aisles or sitting at unoccupied data entry terminals. Tax return batches regularly flew off of the shelves and when investigated, they always had multiple returns of deceased people in the batches. Early morning noises could be heard of lockers being opened and closed. The cause was never found. We were told an electrician died while the building was being constructed.",Revenue bldg. former location at 10 River Park Plaza,Minnesota,MN,-93.095979,44.94781,-93.0899578,44.9537029,True,True,2025/12/13,2,Morning,Ghost (Male),Death,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Ghostly_figures_have_been_seen_walking_through_the.png
St. Paul,United States,Every fall the local media does stories on the sightings and hauntings. Reports that they seen people in 1920's dress walking into the walls. Sounds and voices at night and once when St. Paul Canines were called to investigate the dogs refused to enter the building past the lobby.,St. Paul City Hall,Minnesota,MN,-93.0940032,44.9441208,-93.0899578,44.9537029,True,True,2025/03/15,2,Night,Ghost (Male),Accident,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Every_fall_the_local_media_does_stories_on_the_sig.png
St. Paul,United States,A ghost of a bellboy still tries to make the guest comfortable.,St. Paul Hotel,Minnesota,MN,-93.095969,44.9450351,-93.0899578,44.9537029,False,False,1910/03/13,0,Unknown,Ghost (Male),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,A_ghost_of_a_bellboy_still_tries_to_make_the_guest.png
St. Paul,United States,It has been said that late at night Capitol employees have sited old senators and governors from the 1800s pacing the hallways and walking up and down staircases.,The State Capitol,Minnesota,MN,-93.102233,44.95515,-93.0899578,44.9537029,False,False,2025/01/01,0,Night,Unknown (Male),Unknown,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,It_has_been_said_that_late_at_night_Capitol_employ.png
St. Paul,United States,"A man is said to haunt the third on floor. A janitor claimed to see him one night while working late. The ghost is believed to be the spirit of James Rice, who died in the office in the fall of 1996.",State Office Building on State Capitol Campus,Minnesota,MN,-93.102233,44.95515,-93.0899578,44.9537029,False,True,1996/03/13,0,Night,Ghost (Male),Accident,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,A_man_is_said_to_haunt_the_third_on_floor__A_janit.png
St. Paul Park,United States,"Unimproved roads surrounding - There are two interesting haunted locations in this area.  The first is a small cemetery located about 150 yards off the main highway.  On moonlit nights, an indistinct figure can be seen leaning against a gatepost smoking a cigarette.  Another figure that can be seen is a translucent motorcyclist riding silently past late night walkers and drivers.",Grey Cloud Island,Minnesota,MN,-92.9990245,44.811906,-92.9925577,44.8348405,False,True,0283/03/13,1,Night,Ghost (Male),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Unimproved_roads_surrounding___There_are_two_inter.png
St. Peter,United States,"Most of the area around and in the state hospital has some form of haunting or another (the older buildings, the old grave yard, the underground tunnels & certain areas of the grounds) by former mistreated residence of the establishment or staff who met an untimely death there.",The State Hospital,Minnesota,MN,-93.9758361,44.3069335,-93.955691,44.3258932,False,False,2025/01/01,0,Unknown,Ghost (Male),Death,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Most_of_the_area_around_and_in_the_state_hospital.png
Stillwater,United States,The spirits of the pervious owners seem to haunt the many hallways of this old Inn.,Overlook Inn,Minnesota,MN,-92.804991,45.056458,-92.8088443,45.056004,False,True,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,The_spirits_of_the_pervious_owners_seem_to_haunt_t.png
Taunton,United States,seen a 12 year old girl sitting in the rocking chair rocking it back and forth next to her grave.,Taunton Cemetery,Minnesota,MN,-96.0634519,44.5901814,-96.0658678,44.5935731,False,True,2025/03/12,1,Unknown,Unknown (Male),Unknown,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,seen_a_12_year_old_girl_sitting_in_the_rocking_cha.png
Taylor Falls,United States,"There is a ghostly image of a little boy on the 2nd floor & third floor of the Inn on occasions, and a ghostly image of a woman on the third floor on occasion. There are two buildings involved. The Southern Building is the oldest jail in Minnesota, made with true 2"" x 4"" boards stacked flat instead of stud walls of today, has original outside wrought iron bar doors & windows (early 1900's it was turned into living quarters for guest). The Northern Building is the Main Inn with three floors.  The first floor (Addressed as ""The Tunnel"") was a funeral home when first opened in the early 1800's. Then the first floor was turned into a haberdashery, and later during the Bootleg Era, the back room opened up to a tunnel that went through a hill to the old trail for distribution (part of the tunnel is used inside, and another section can be seen in the side of the hill to this day).  The second floor used to be the living quarters and was used to prepare bodies for the funeral home in the early 1800's (old photos show a sliding door on the North Side where bodies were brought in for preparation, renovation with window is now in that location, but the original wood floor unloading area is still there today - different from the rest of the wood floor on the second floor), later 1800's to be turned into living quarters for guests. The third floor was an old stable added on the second floor in the late 1800's and renovated for guest living quarters.",The Old Jail Inn,Minnesota,MN,-92.653862,45.401756,-92.6524292,45.4019062,False,True,2025/03/02,1,Unknown,Ghost (Male),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,There_is_a_ghostly_image_of_a_little_boy_on_the_2n.png
Thief River Falls,United States,"Dead Man's Trail is an old Indian trail that runs along the river. It's been told that Indians have been seen along the trail, chilly breezes from out of nowhere, and people have mysteriously died years back on that trail. I've heard there is an old cave that had to be closed up and hidden in rocks for reasons unknown. Trails that were used by Indians many years ago can still be seen going across the river, which was much lower back then. When you walk along this trail, you can't help but notice the dead silence.",Dead Man's Trail,Minnesota,MN,,,-96.1811473,48.1191353,True,True,1952/03/13,2,Unknown,Unknown (Male),Death,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Dead_Man_s_Trail_is_an_old_Indian_trail_that_runs.png
Two Harbors,United States,"This location was an orphanage in the early 1900s. Legend is that a young orphan girl living there died when she fell down the staircase in the orphanage; that staircase remains in the restaurant today. Staff at the location report frequent occurrences of ghostly phenomena, including voices that don't belong to anyone, dishes falling off counters, and things in the storage room that move themselves from one side of the room to the other.",Black Woods Bar and Grill,Minnesota,MN,-91.671349,47.0255217,-91.6707322,47.0227111,True,False,2025/01/01,0,Unknown,Ghost (Male),Accident,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,This_location_was_an_orphanage_in_the_early_1900s_.png
Vergus,United States,it is believed that there are many spirits that hunt people who go through there. Many have died by hitting a tree. There is also a cemetery there where the headstones glow and there are candles there but the flame does not touch the wick.,Vergus Trails,Minnesota,MN,-95.8384117,46.7067455,-93.4806556,44.6709766,False,False,2025/01/01,0,Unknown,Ghost (Male),Death,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,it_is_believed_that_there_are_many_spirits_that_hu.png
Warroad,United States,many people claim to have seen a figure walking along the tree line on the 2 lane highway a night. The figure seems to be wearing a white cloth or robe. It is said that when you see the Wendigo that someone you know will die unexpectedly.,the Wendigo,Minnesota,MN,,,-95.3144041,48.9052657,False,True,2025/01/01,2,Night,Other (Male),Unknown,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,many_people_claim_to_have_seen_a_figure_walking_al.png
Washington,United States,"Carmike Cinemas Oakdale 20 - Many strange sightings have been seen in the projection booth. Workers have reported sightings of two ghosts. One is a young woman with blonde hair that smells of a perfume. A second ghost, named by workers Red Lapels, is said to be a well-dressed man with a red head. Their voices are often heard and the two ghosts are also associated with projector and film problems.",Oakdale,Minnesota,MN,-92.9649361,44.9630216,-92.8577105,44.8896877,True,True,2025/05/13,4,Unknown,Ghost (Male),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Carmike_Cinemas_Oakdale_20___Many_strange_sighting.png
Waverly,United States,"Hannah’s grave is a place aut in the country where a little girl got killed by being hung on a windmill. if you drive by your car will die, your headlights will go on or off during the night, radio stations don't come in and cell phones don't get service. it could be the calmest night and the windmill would be spinning wildly or the windiest and it wouldn't be moving at all. it also spins the opposite way of the wind.",Hannah’s grave,Minnesota,MN,,,-93.9679204,45.0643283,False,False,2025/01/01,0,Night,Other (Male),Murder,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Hannah_s_grave_is_a_place_aut_in_the_country_where.png
Waseca,United States,This is the farm that lived a family that was murdered. There was a family of three children. You can see them running through the fields and the girls can be seen running down the road. You can't always drive out of the drive with your tires all full until you hit the main road.,Shuckes,Minnesota,MN,,,-93.5083843,44.0770411,False,True,2025/01/01,1,Unknown,Unknown (Male),Murder,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,This_is_the_farm_that_lived_a_family_that_was_murd.png
White Bear Lake,United States,Students say they have seen a girl ghost walking in and out of the girls bathroom stall. And when you turn on the girl’s bathroom sinks you here a girl screaming.,Central Middle School,Minnesota,MN,-93.013079,45.0893209,-93.0081479,45.0853814,False,True,2025/05/13,2,Unknown,"Ghost (Male, student)",Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Students_say_they_have_seen_a_girl_ghost_walking_i.png
White Bear Lake,United States,"The three apparitions are often seen on the field throwing the football around after games. They are also accredited with many high school pranks that go on at the school. They are friendly spirits, not really causing any harm, just pulling pranks that any high school kid would attempt.",White Bear Lake High School South Campus,Minnesota,MN,-93.0051669,45.0478145,-93.0081479,45.0853814,False,True,2025/01/01,1,Unknown,Ghost (Male),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,The_three_apparitions_are_often_seen_on_the_field.png
White Bear Lake,United States,There are two hauntings at this school one is two boys have spotted a figure in black running along the side woods of there schools swamp and as this was happening a little girl was screaming. Another incident that happened a boy that went to this school was murdered and on the last day of school a group of kids flashed there cameras in the bathroom because the lights were out and a figure of a little boy was standing there..,Willow Lane Elementary,Minnesota,MN,-93.026432,45.044644,-93.0081479,45.0853814,False,True,2025/01/01,0,Unknown,Ghost (Male),Murder,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,There_are_two_hauntings_at_this_school_one_is_two.png
Willmar,United States,"Timberlake Road - women's children were killed in her house many years ago while she was gone. She came back to discover that they were all dead. She then hung her self. She haunts Timberlake Road looking for the killer. Her house was strangely burnt down a couple years ago. There’s been many sightings red eyes in the forest, screams, dogs barking and the barking getting closer and closer to you, moans from the women, and strange shadows. In the winter there are many piles of dead rats. There is a cemetery on the same road where she was said to be buried. Children have been seen in the cemetery. Many people in Willmar and new London / Spicer know the stories and have seen it for themselves.",Sibley State Park,Minnesota,MN,-95.0099392,45.3109208,-95.048659,45.1223711,True,True,1938/03/13,2,Unknown,Unknown (Male),Murder,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Timberlake_Road___women_s_children_were_killed_in.png
Winsted,United States,The story says that a woman named Hannah went crazy and killed her entire family. Afterward she felt so bad about it that she hung herself from a windmill. There were three windmills at her house and she hung herself from the middle one. Now whenever the wind is blowing the windmill in the middle blows the opposite way.,Hannah's Grave,Minnesota,MN,,,-94.0474725,44.9638517,False,False,2025/01/01,0,Unknown,Unknown (Male),Murder,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,The_story_says_that_a_woman_named_Hannah_went_craz.png
Winona,United States,"Heffron Hall - Bishop Heffron was killed by Father Lesches back in 1915. Heffron Hall was built in honor of Bishop Heffron. To this day, it is said to be haunted by Father Lesches. He has been seen several times on the 3rd and4th Floors.",St. Mary's College,Minnesota,MN,-91.6959211,44.0447762,-91.6663523,44.0553908,False,True,2025/01/01,1,Unknown,Ghost (Male),Murder,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Heffron_Hall___Bishop_Heffron_was_killed_by_Father.png
Winona,United States,"All of W-K is haunted, but the most haunted places is one of the forth grade classrooms. In this particular classroom a bunch of weird thing happen like, things get moved when no one was there, weird noises in the vents, and things fall when no one touches them. The students that went there before are happy to get away from the ghost of W-K.",W-K school,Minnesota,MN,-91.6195128,44.0426092,-91.6663523,44.0553908,True,False,2025/01/01,0,Unknown,"Ghost (Male, student)",Accident,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,All_of_W_K_is_haunted__but_the_most_haunted_places.png
Winona,United States,"Lourdes Hall - 3rd floor - Every one knows about the ghost on the 4th floor at Lourdes but the third floor is also haunted. People have had things taken off the wall, pictures knocked over and turned around, and posters moved from their hanging position and moved to the other side of the room on the floor. Doors will close and lock by themselves and you can hear people in the halls when no one is there",Winona State College,Minnesota,MN,-91.6432837,44.0473997,-91.6663523,44.0553908,True,True,1858/03/13,0,Unknown,Ghost (Male),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Lourdes_Hall___3rd_floor___Every_one_knows_about_t.png
Winona,United States,"Lourdes Hall - 4th floor- The fourth floor used to be an infirmary for the nuns that lived there. Many people died up here and you can still hear many of them walking, crying, or just trying to talk to you. It is rather chilling, especially if you have lived there!!!!",Winona State College,Minnesota,MN,-91.6432837,44.0473997,-91.6663523,44.0553908,True,False,1858/03/13,0,Unknown,"Unknown (Male, nun)",Death,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Lourdes_Hall___4th_floor__The_fourth_floor_used_to.png
Winona,United States,"Richards Hall -  a room is haunted by the ghost of a student who hung himself in his closet in 1978. He is often seen brushing past residents of the room, or walking around in the middle of the night.",Winona State College,Minnesota,MN,-91.6432837,44.0473997,-91.6663523,44.0553908,False,True,1858/03/13,1,Night,"Ghost (Male, student)",Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Richards_Hall____a_room_is_haunted_by_the_ghost_of.png
Winona,United States,"Everyone that has been inside of the YMCA at night agrees that it is haunted! Everyone says that it is haunted by an old janitor that loved his job and cared about everyone there. If you are inside the YMCA at night and you be very quite, sometimes you can here doors opening and a garbage can squeaking through the halls when no one else is there.",YMCA,Minnesota,MN,-91.6430437,44.0527423,-91.6663523,44.0553908,False,False,2064/03/13,0,Night,Ghost (Male),Supernatural,"2,082",24.1,4.74,21.7%,5.5,7.7,1.5,3.7,53.0%,67.3%,65.2%,34.8%,87.3%,2.31%,50092.0,3.886,5.247,2.35,13512.714285714286,106.0,148123.35714285713,115.0,110.0,Near Average,1259.0,518.0,113.0,355.0,139.0,98.0,36.0,11.83,Everyone_that_has_been_inside_of_the_YMCA_at_night.png
Abbeville,United States,"The Historical Abbeville Opera House is old enough to have a Negro balcony, which still exists. The balcony is completely cleared, save one chair, which is said to belong to the ghost of the house. Legend has it that one of the black patrons of the house was murdered in that very balcony.",Abbeville Opera House,South Carolina,SC,-82.3778701,34.1775674,-82.3790147,34.1781719,False,False,1904/03/13,0,Unknown,Ghost (Male),Murder,"2,586",25.7,6.44,16.3%,5.7,8.4,1.9,4.6,53.4%,70.8%,54.5%,45.5%,82.7%,3.21%,66458.0,3.983,5.377,2.88,30584.5,314.42857142857144,182975.7142857143,119.0,119.0,Much Above Average,502.0,235.0,31.0,41.0,42.0,129.0,23.0,11.92,The_Historical_Abbeville_Opera_House_is_old_enough.png
Aiken,United States,there has been reported sightings of a witch ghost late at night who walks through the cemetery putting flowers on little kids graves. also there has been reports of screams coming from the back of the cemetery where unmarked graves are and if you walk though and step on one the spirit of the person you step on will grab your feet. everything from gunshots to screams and laughter can be heard on cold full moon nights.,Granitville Cemetery,South Carolina,SC,-81.79476369999999,33.568624,-81.7195533,33.5604168,True,False,2025/01/01,1,Night,Ghost (Male),Murder,"2,586",25.7,6.44,16.3%,5.7,8.4,1.9,4.6,53.4%,70.8%,54.5%,45.5%,82.7%,3.21%,66458.0,3.983,5.377,2.88,30584.5,314.42857142857144,182975.7142857143,119.0,119.0,Much Above Average,502.0,235.0,31.0,41.0,42.0,129.0,23.0,11.92,there_has_been_reported_sightings_of_a_witch_ghost.png
