city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)",daylight_hours,Safe_Filename
Salem,United States,The capital was burned down twice by fire. One of the elevators shows its history when the carpeted floor mysteriously smolders. The capital has had to be evacuated once because of this unknown fire.,Capital Building,Oregon,OR,-123.030478,44.9384725,-123.0350963,44.9428975,False,False,2025/01/01,0,Unknown,Unknown (Male),Accident,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,The_capital_was_burned_down_twice_by_fire__One_of.png
Salem,United States,"Many years ago, little girl was hit and killed by a speeding care. Speeders going around that corner (near Kubler) report seeing a ball rolling into the road and a little girl chasing after it. It usually occurs on Friday nights. - October 2007 Update:  Drivers that are exceeding the speed limit have seen the boy standing on the side of the road wagging his finger at them, but when they look for the boy in the rearview mirror he is not there.  So slow down on Croisen Creek Rd in South Salem.",Croisan Creek Rd,Oregon,OR,-123.0764414,44.8940318,-123.0350963,44.9428975,False,True,2025/03/14,1,Night,Unknown (Male),Murder,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,Many_years_ago__little_girl_was_hit_and_killed_by.png
Salem,United States,Strange anomalies have been reported to be captured on film.,D Street – Cemetery,Oregon,OR,-123.010113,44.9428367,-123.0350963,44.9428975,False,False,2025/01/01,1,Unknown,Unknown,Mystery,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,Strange_anomalies_have_been_reported_to_be_capture.png
Salem,United States,an evil entity is said to haunt this location.,Denny's Restaurant,Oregon,OR,-122.9876463,44.949879,-123.0350963,44.9428975,False,False,0700/01/13,0,Unknown,Ghost (Male),Supernatural,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,an_evil_entity_is_said_to_haunt_this_location_.png
Salem,United States,They say a boy was murdered in the men’s bathroom and you can still see the blood in mirror. Also the owners daughter fell off the top balcony and haunts the area she fell.,Elsinore Theater,Oregon,OR,-123.0370522,44.93885,-123.0350963,44.9428975,False,True,0290/01/13,0,Unknown,Unknown (Male),Murder,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,They_say_a_boy_was_murdered_in_the_men_s_bathroom.png
Salem,United States,This place was home to Salem’s Developmentally Disabled. Stories of brutality and murder about from this location. Many have said to see people walking across the lawns at night even though the place has been locked up since 2000. The cemetery there was built over by a building in 1930's and the bodies were not moved when the building was torn down no one could account for the missing 12 or so bodies. Former employees have said that they have seen the walls bleed and chairs move by themselves.,Fairview Training Center,Oregon,OR,-123.0030369,44.9386901,-123.0350963,44.9428975,False,True,1907/03/13,4,Night,Other (Male),Murder,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,This_place_was_home_to_Salem_s_Developmentally_Dis.png
Salem,United States,"The footlocker in Salem center, used to be a parking lot where a little girl was killed, and now employees say that they have heard and seen her ghost back in the shoe room.",Footlocker Downtown,Oregon,OR,-123.0363038,44.9436758,-123.0350963,44.9428975,True,True,2025/01/01,2,Unknown,Ghost (Male),Murder,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,The_footlocker_in_Salem_center__used_to_be_a_parki.png
Salem,United States,Reports of a ghostly semi-truck is said to drive around here and pass you at very high speeds at night then its lights fade right before your eyes! It will also chase away hitchhikers blowing its air horn. A wraith is also seen walking in the filbert trees.,Hayesville Area,Oregon,OR,-122.9718156,44.98320589999999,-123.0350963,44.9428975,False,True,2025/01/01,1,Night,Ghost (Male),Supernatural,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,Reports_of_a_ghostly_semi_truck_is_said_to_drive_a.png
Salem,United States,"Maintenance workers report seeing the ghost of a young woman in the attic, which has been out of use for years due to students not wanting to live in it.",Lausanne Hall University Dormitory,Oregon,OR,-123.0318598,44.9359709,-123.0350963,44.9428975,False,True,2025/01/01,0,Unknown,"Ghost (Male, student)",Supernatural,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,Maintenance_workers_report_seeing_the_ghost_of_a_y.png
Salem,United States,"Believed to be haunted by the founder of the school, Mr. Leslie.",Leslie Middle School,Oregon,OR,-123.0236615,44.8999769,-123.0350963,44.9428975,False,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,Believed_to_be_haunted_by_the_founder_of_the_schoo.png
Salem,United States,"Once a thriving woolen mill, it is now a museum and home to businesses such as the Salem Art Center. Also on the grounds you can find the original home of Jason Lee, the founder of Salem, and several other historical buildings that were transplanted to the grounds. Employees have had experiences of a young woman running across the bridge (from her spouse; she was rumored to have been murdered on the bridge), meetings with Wayne the groundskeeper (who, after death, is still caring and watching over the grounds), and can sense extreme anger and pain from the turbine room, where a male employee lost his life while maintaining a turbine - while it was still on. Some people can also feel the vibrations of the old machinery running and weaving wool on the top floor of the museum; a room void of machinery and often rented for parties and receptions.",Mission Mill,Oregon,OR,-123.026427,44.934461,-123.0350963,44.9428975,False,False,2025/03/13,0,Unknown,Unknown (Male),Murder,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,Once_a_thriving_woolen_mill__it_is_now_a_museum_an.png
Salem,United States,Doors slamming and running footsteps heard in the women’s restroom. And an apparition of a woman in a pure white 50's style dress with pure white skin and pure white clothes as was her hair.,Home Town Buffet at 636 Lancaster Dr,Oregon,OR,-122.9818531,44.9383427,-123.0350963,44.9428975,True,False,2025/01/01,1,Unknown,Ghost (Male),Supernatural,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,Doors_slamming_and_running_footsteps_heard_in_the.png
Salem,United States,"Boy's dorm - many years ago 3 kids went down to the basement and were mysteriously killed. A black figure has been sighted by many students at a certain time on certain nights. A doll was found that appeared to be possessed. Ghosts have been seen in both the girl's and boy's dorms. - March 2008 Update/Correction: A former student states, there are no reports of anyone murdered. There were No basements existed back then *AND* there were NO dorms back then. They were in SAME building as the school building back then.",Oregon school for the deaf,Oregon,OR,-123.0238796,44.9666834,-123.0350963,44.9428975,False,True,2008/03/13,2,Night,"Ghost (Male, student)",Murder,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,Boy_s_dorm___many_years_ago_3_kids_went_down_to_th.png
Salem,United States,"When walking in the old sections of the tunnels that run under the various buildings, you can sense that you are not alone. On the older section of the building (Administration Building) You at times will catch a site of figures in the windows, This building is also the site of which One flew Over The Cuckoos Nest was filmed. The building is condemned, however still has tormented spirits that occupy its halls and rooms.",Oregon State Hospital,Oregon,OR,-123.0030369,44.9386901,-123.0350963,44.9428975,False,False,2014/03/13,0,Unknown,Ghost (Male),Supernatural,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,When_walking_in_the_old_sections_of_the_tunnels_th.png
Salem,United States,"Due to fact this institution is a maximum-security prison which has been standing since the 1800's, there are many stories of hauntings. One is of an deceased inmate in D Block who walks the tiers and landings at night. His footsteps can be heard on the metal stairs and floors as he walks up one side of the stairs and down the other. If you try to catch him, he only speeds up. He has also been seen standing outside of cells causing graveyard officers to rush to the cell, only to find nobody there. The furniture factory and woodshop is also a hangout for the spirit of an inmate who were murdered there. There is an intercom in one of the towers where if you listen closely you can hear the chanting of an inmate who committed suicide. He repeats the same words over and over again in almost a whisper.. the inmate bled to death in his cell.. from that day on the chanting continued through the intercom box which is outside next to the building where it happened.",Oregon state Penitentiary,Oregon,OR,-123.0073097,44.9320905,-123.0350963,44.9428975,True,True,1800/01/01,1,Night,"Ghost (Male, officer)",Murder,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,Due_to_fact_this_institution_is_a_maximum_security.png
Salem,United States,"A ghost called ""Shelia"" roams this theatre. She seems to be benevolent, and there is some disscussion as to wether or not she was one of the founders of the theatre.",Pentacle Theatre,Oregon,OR,-123.1360775,44.9364477,-123.0350963,44.9428975,False,True,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,A_ghost_called__Shelia__roams_this_theatre__She_se.png
Salem,United States,Has been removed. No Trespassing,Zena Church,Oregon,OR,-123.1285777,45.0130411,-123.0350963,44.9428975,False,False,2025/01/01,0,Unknown,Unknown,Unknown,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,Has_been_removed__No_Trespassing.png
Sheridan,United States,"There is a house on Center St. haunted by the spirit of an old woman (witch?) She is seen wearing rags. There are strange choking chemical smells. Loud metal banging crashing from the abandoned house next door in the middle night. Whimpering moaning dog sounds from the other abandoned house also next door. TV’s will turn themselves on in the middle of the night full blast. Cupboards will bang in an empty kitchen. Footsteps are heard walking around the house/in the house at night. Strange break ins with no one being seen. The front door will unlock itself at night. Game systems (Nintendo, Playstation) will lose their memory. Shadows running around the house in the day. Yard gates unlock by themselves. Earthquake like rumbling in the day. Banging on the bedroom door at night. Sound of the front door opening/closing with no one around.",NE Center St.,Oregon,OR,-123.3916332,45.1056451,-123.3948291,45.0992814,True,True,2025/01/01,1,Night,Ghost (Male),Accident,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,There_is_a_house_on_Center_St__haunted_by_the_spir.png
Sheridan,United States,a male in black cloths running between the trees and sitting on a bench on far side of park,Sheridan city park,Oregon,OR,-123.3872835,45.0996589,-123.3948291,45.0992814,False,False,2025/01/01,0,Unknown,Unknown (Male),Unknown,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,a_male_in_black_cloths_running_between_the_trees_a.png
Sherwood,United States,This 4 bedroom home built in late 1999 has been the scene of horrifying ghostly manifestations. This home is set next to the family's vineyard. The family has lived on this property for years. Up until 1998 they had lived in a older home on the same site but decided to demolish the old house and build a new one. Before the new home was built there were never any problems.,Chapman Road house,Oregon,OR,-122.9884045,44.9895205,-122.840098,45.3565074,False,False,2025/03/04,0,Unknown,Ghost (Male),Supernatural,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,This_4_bedroom_home_built_in_late_1999_has_been_th.png
St. Helens,United States,The high school auditorium is haunted with a women's ghost that died there. People have seen her in the lighting booth and sitting in the chairs.,The High School Auditorium,Oregon,OR,-122.8340793,45.8494065,-122.8158185,45.8590111,False,True,2025/01/01,2,Unknown,Ghost (Male),Death,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,The_high_school_auditorium_is_haunted_with_a_women.png
Adelaida,United States,"A ghost wearing a long white nightgown makes her appearance in this old cemetery every Friday night, between 10PM and midnight. This Mennonite ghost lays flowers on the grave on one of her children that died in the Diphtheria epidemic. She may have also committed suicide in her own life. - February 2004 Update/Correction: Was formerly posted under Palo Altos – It is actually located 20 miles outside of Paso Robles - A ghost researcher visited this cemetery in August 17, 2001 and even though they did not see any ghosts while taking photos, an apparition which may have been ""Charlotte"" showed up on their film/negative, along with another one of a large orb. They had three witnesses with them that particular day and night, to verify that there was no one else in that cemetery, except of course, the spirits.",Adelaida Cemetery,California,CA,-120.8739835,35.6565522,-120.874138,35.645397,False,True,2025/03/14,3,Evening,Ghost (Male),Suicide,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,A_ghost_wearing_a_long_white_nightgown_makes_her_a.png
Agoura,United States,"Young man killed by drunk driver on that road. Driver was convicted and committed suicide. Accident appears to recreate itself, most strongly on the anniversary of the accident. CHP has had reports of accidents at that area, caused by people swerving to miss the white car, although later investigations show that the white car was never there.",101 Freeway Near Las Virgines Road,California,CA,,,-118.7616764,34.1533395,False,False,2025/01/01,0,Unknown,Unknown (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Young_man_killed_by_drunk_driver_on_that_road__Dri.png
Anaheim,United States,"Employees report talking and laughing late at night in the back alley and in bathrooms. Upon investigation, no one is there. A bum was found dead in the back alley. Since then, the venue was converted from a Mexican restaurant to a club. It was formerly a biker bar, where there were many reported stabbings.",Chain Reaction,California,CA,-117.9394996,33.8318986,-117.9143012,33.8365932,False,False,2025/05/13,2,Night,Other (Male),Death,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Employees_report_talking_and_laughing_late_at_nigh.png
Anaheim,United States,"The area behind the mosh pit on the first floor is where the hot spot is. People have been brushed against, touched, and pushed by something, but when they look there is no one there. It happens so casually that you don't even realize it the first time.",House of Blues,California,CA,-117.9119827,33.8061819,-117.9143012,33.8365932,False,False,1980/03/13,0,Unknown,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,The_area_behind_the_mosh_pit_on_the_first_floor_is.png
Anaheim,United States,Employees have reported things falling off of shelves after closing. Some report seeing a girl. Her name is supposedly Isa or Isabel.,Kmart on Euclid,California,CA,-117.9168839,33.6554974,-117.9143012,33.8365932,False,True,2025/01/01,2,Unknown,Unknown (Male),Accident,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Employees_have_reported_things_falling_off_of_shel.png
Anaheim,United States,It is said that it is haunted by the original caretaker. When you get to the room where the children lived you feel a strange presence. In the first room at the entrance if you look at the picture while your going up the stairs you see the eyeballs on the picture of the caretaker you see them watching you. Also when you go up to the second story people mostly females get pushed at a male if they seem to be a perfect couple.,Red Cross House,California,CA,-117.928038,33.8362677,-117.9143012,33.8365932,False,True,1938/03/13,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,It_is_said_that_it_is_haunted_by_the_original_care.png
Anaheim Hills,United States,"June 2008 Removed. No Murder has happened here. A teacher was, however, dragged out of a classroom and taken away in a straight jacket in 1978 or 1979 after having a mental breakdown, climbing up a wall shouting ""There're going to kill me...""",Esperanza High School,California,CA,-117.8028299,33.869256,-117.7490656,33.8508021,False,False,2025/01/01,0,Unknown,"Unknown (Male, teacher)",Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,June_2008_Removed__No_Murder_has_happened_here__A.png
Antelope Acres,United States,"Burnt down insane asylum -  Strange feelings, weird occurrences, burnt rubbish, human remains, human sacrifice materials, and extreme temperature difference from outside.",Rosmond,California,CA,-118.2522977,34.7513712,-118.28861,34.75444,False,False,2025/01/01,0,Unknown,Unknown (Male),Mystery,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Burnt_down_insane_asylum____Strange_feelings__weir.png
Anderson,United States,The Anderson City Hall used to be a dance hall during the 1800's. An Indian woman and her child were murdered on the site. Workers have heard sounds of dance music and the cries of a child late at night.,City Hall,California,CA,-122.2977815,40.448208,-122.2977815,40.448208,True,False,2025/01/01,2,Night,Unknown (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,The_Anderson_City_Hall_used_to_be_a_dance_hall_dur.png
Antioch,United States,"These mines are haunted by the White Witch. In life, her name was Mary. She was a nanny in the 1800's when there was still coal mining in the mines. All of the children died of illnesses and she was accused of Witchcraft, then executed. She guards the mines and when people see her, she is all white.",Black Diamond Mines,California,CA,-121.861398,37.971782,-121.805789,38.0049214,False,True,0400/02/13,0,Unknown,Ghost (Male),Death,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,These_mines_are_haunted_by_the_White_Witch__In_lif.png
Antioch,United States,"The Rosehill Cemetery - haunted by Sarah Norton, also known as the ""White Witch"". She was a midwife and on her way to deliver a baby her carriage fell over and she was crushed. She is seen in the graveyard floating around the tombstones.",Black Diamond Mines,California,CA,-121.861398,37.971782,-121.805789,38.0049214,False,True,0400/02/13,1,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,The_Rosehill_Cemetery___haunted_by_Sarah_Norton__a.png
Antioch,United States,"Somersville - Sarah Norton - Sarah Norton was a midwife who died on the way to deliver a baby when her carriage over turned and killed her. Sarah was not a religious woman and told her kids that she did not want a funeral. So when she died the town s people of Somersville wanted to give her a funeral. The first time they went to give her a funeral a fierce storm struck up and cause the towns people to delay the funeral till the next day, the next time they tried to give her a funeral another storm came out of no where and the live stock started charging thru town, at that point the towns people stopped trying to give her a funeral and just brought her to Rosehill Cemetery, From that day her sprit has been seen around Somersville and the other locations where the mining towns use to be know as The Black Diamond Mines in eastern Contra Costa County and other locations off of m arsh creek rd. Her ghost has been known to be called the White Witch.",Black Diamond Mines,California,CA,-121.861398,37.971782,-121.805789,38.0049214,False,True,0400/02/13,6,Unknown,Ghost (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Somersville___Sarah_Norton___Sarah_Norton_was_a_mi.png
Antioch,United States,"Gravity Hill - In the 1950's a school bus was driving kids home from a field trip. It skidded into a wash and all the kids drowned. If you go there, put your car in neutral around the turn, you get pushed up the hill. It's supposedly by the kids who died in the bus crash and they want to keep you from the same fate.",Brentwood,California,CA,-121.6957863,37.931868,-121.805789,38.0049214,False,False,2025/05/13,0,Unknown,Unknown (Male),Accident,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Gravity_Hill___In_the_1950_s_a_school_bus_was_driv.png
Antioch,United States,"Gates of Hell - Fair warning - no trespassing you will get fined or arrested. Possibly torn down - In the middle of Empire Mine road, there is a Stuckko wall with a bunch of spray paint on it. If you like to take hikes, this is the place to go. There is a rumor of an old Insane Asylum at the very end of this road. You will come to another gate then behind their lies this old decrepit Structure of a hospital. Many people were killed brutally in this place, and it is VERY haunted by not so nice spirits. Things have been thrown at people, they have been pushed and screams have been heard from the people being tortured by themselves or another. - October 2003 update: Reports of it being a golf course now.",Empire Mine Road,California,CA,-121.7966315,37.9368191,-121.805789,38.0049214,True,True,2003/10/13,6,Unknown,Ghost (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Gates_of_Hell___Fair_warning___no_trespassing_you.png
Antioch,United States,"Rail Road Mine - Fair warning - no trespassing you will get fined or arrested. Possibly torn down - At the end of Empire mine road, there is an old railroad track tunnel that is pretty spooky inside. There are bats inside it and you can hear voices at the end of the tunnel.",Empire Mine Road,California,CA,-121.7966315,37.9368191,-121.805789,38.0049214,True,False,2003/10/13,0,Unknown,Unknown (Male),Violence,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0,11.83,Rail_Road_Mine___Fair_warning___no_trespassing_you.png
St. Helens,United States,"an old cemetery located on the north side of highway 30, in the northwestern most corner of the cemetery there is the spirit of an old man name George, when he is angry, you actually can feel the temperature drop dramatically. George has also been known to push and slap when extremely irritated.",Kinder Cemetery,Oregon,OR,-122.8254654,45.91365870000001,-122.8158185,45.8590111,False,False,2025/03/30,0,Unknown,Ghost (Male),Supernatural,"2,186",23.3,6.49,17.0%,5.5,7.4,1.7,4.1,44.2%,68.1%,68.3%,31.7%,89.3%,1.97%,50830.0,3.52,4.752,2.81,10124.07142857143,83.35714285714286,138365.5,116.0,124.0,Much Above Average,,,,,,,,11.83,an_old_cemetery_located_on_the_north_side_of_highw.png
