Filename,Detected Objects
Several_years_ago_there_was_an_old_man_worked_as_a.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Strange_white_lights__and_apparitions_seen_.png,"oscilloscope, scope, cathode-ray oscilloscope, CRO (0.40), digital clock (0.13), screw (0.10), modem (0.02), switch, electric switch, electrical switch (0.02)"
A_female_ghost_is_said_to_appear_in_the_basement_a.png,"prayer rug, prayer mat (0.65), scoreboard (0.12), digital watch (0.04), buckle (0.03), digital clock (0.02)"
There_was_a_little_boy_murdered_there_by_the_swing.png,"space heater (0.49), grille, radiator grille (0.33), prison, prison house (0.02)"
Reports_of_a_lady_in_White___many_white_figments_f.png,"crossword puzzle, crossword (0.88)"
Fordham_is_built_on_two_things___the_old_Rose_Hill.png,"beacon, lighthouse, beacon light, pharos (0.33), boathouse (0.10), flagpole, flagstaff (0.09), church, church building (0.03), picket fence, paling (0.02)"
the_spirits_of_an_unidentified_elderly_couple_have.png,"common iguana, iguana, Iguana iguana (0.33), agama (0.09), green lizard, Lacerta viridis (0.04), frilled lizard, Chlamydosaurus kingi (0.04), common newt, Triturus vulgaris (0.02)"
Fine_Arts_Building____The_Fine_Arts_building_was_o.png,"slot, one-armed bandit (0.80), cinema, movie theater, movie theatre, movie house, picture palace (0.04), theater curtain, theatre curtain (0.02)"
Auditorium___there_have_been_reports_of_footsteps.png,"space bar (0.56), typewriter keyboard (0.15), maze, labyrinth (0.11), computer keyboard, keypad (0.07), prayer rug, prayer mat (0.05)"
In_the_computer_room_on_the_third_floor_there_tend.png,"fire screen, fireguard (0.33), desktop computer (0.11), notebook, notebook computer (0.06), laptop, laptop computer (0.05), window screen (0.05)"
near_the_Pamlico_Sound__There_is_one_ghost_by_the.png,"mobile home, manufactured home (0.18), window screen (0.10), picket fence, paling (0.05), boathouse (0.05), window shade (0.04)"
one_night_in_the_Theater_a_young_girl_was_trying_o.png,"traffic light, traffic signal, stoplight (0.76), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.02)"
a_lady_spirit_has_been_reported_walking_around_the.png,"matchstick (0.19), candle, taper, wax light (0.13), spotlight, spot (0.12), goldfish, Carassius auratus (0.10), lighter, light, igniter, ignitor (0.03)"
You_can_stand_on_the_tracks_and_stare_back_to_the.png,"marimba, xylophone (0.58), grand piano, grand (0.04), radiator (0.03), church, church building (0.02)"
The_ghost_of_a_little_girl_wanders_around_this_str.png,"fire screen, fireguard (0.19), prayer rug, prayer mat (0.06), binder, ring-binder (0.02), book jacket, dust cover, dust jacket, dust wrapper (0.02), buckle (0.02)"
a_white_figure_of_a_girl_maybe_sixteen_or_so__has.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Cedar_Mountain_use_to_be_called_Spirit_Mountain_be.png,"African chameleon, Chamaeleo chamaeleon (0.14), envelope (0.08), wallet, billfold, notecase, pocketbook (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.04), tile roof (0.03)"
It_s_a_medium_security_state_prison_built_in_1932_.png,"prison, prison house (0.28), library (0.13), turnstile (0.05), binder, ring-binder (0.03), vending machine (0.03)"
The_motel_was_a_brothel_during_the_latter_part_of.png,"street sign (0.59), book jacket, dust cover, dust jacket, dust wrapper (0.07), scoreboard (0.03), packet (0.02)"
Indian_children_crying_and_roaming_about_the_campu.png,"ice lolly, lolly, lollipop, popsicle (0.09), syringe (0.09), screwdriver (0.08), microphone, mike (0.06), pinwheel (0.05)"
Apparitions_seen_and_strange_feelings_.png,"home theater, home theatre (0.29), theater curtain, theatre curtain (0.11), fire screen, fireguard (0.07), spotlight, spot (0.06), window shade (0.06)"
Round_Mound_Cemetery___A_witch_haunts_this_old_cem.png,"coil, spiral, volute, whorl, helix (0.12), plate rack (0.11), lampshade, lamp shade (0.05), dome (0.03), spotlight, spot (0.02)"
When_you_drive_by_the_bridge_on_rainy_nights_you_c.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
During_renovation_work_in_the_1980_s__workers_and.png,"prison, prison house (0.13), chime, bell, gong (0.11), combination lock (0.06), padlock (0.04), toaster (0.04)"
Very_large_facility__opened_in_1872_closed_1997__a.png,"tape player (0.21), radio, wireless (0.12), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.08), cassette player (0.07), CD player (0.05)"
Watts_creek___there_are_several_hauntings_in_the_s.png,"pool table, billiard table, snooker table (0.46), doormat, welcome mat (0.13), umbrella (0.11)"
Located_on_Main_Street__many_of_the_students_and_s.png,"scoreboard (0.10), computer keyboard, keypad (0.09), space bar (0.08), cinema, movie theater, movie theatre, movie house, picture palace (0.05), typewriter keyboard (0.04)"
A_worker_has_heard_many_strange_noises_out_in_the.png,"harmonica, mouth organ, harp, mouth harp (0.32), freight car (0.13), library (0.09), tobacco shop, tobacconist shop, tobacconist (0.07), accordion, piano accordion, squeeze box (0.03)"
It_is_said_that_back_in_the_1800_s_a_young_girl_an.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Numerous_reports_of_unexplained_happenings_from_wi.png,barn (0.91)
Fine_Arts_Building__The_elevator____they_have_comp.png,"medicine chest, medicine cabinet (0.05), switch, electric switch, electrical switch (0.04), carpenter's kit, tool kit (0.03), corkscrew, bottle screw (0.03), combination lock (0.02)"
Visions_of_Adam_Boebel__The_man_who_built_the_hote.png,"slot, one-armed bandit (0.52), accordion, piano accordion, squeeze box (0.30), cinema, movie theater, movie theatre, movie house, picture palace (0.02)"
Witnesses_report_seeing_a_frail_very_white_woman_w.png,"shield, buckler (0.24), buckle (0.09), bottlecap (0.07), racket, racquet (0.04), bolo tie, bolo, bola tie, bola (0.04)"
Cowles_Hall___Reported_sites_of_floating_lights_do.png,window screen (0.93)
This_casino_was_actually_a_farm_many_years_ago__In.png,"boathouse (0.22), carousel, carrousel, merry-go-round, roundabout, whirligig (0.06), church, church building (0.04), palace (0.03), monastery (0.03)"
The_Surrounding_Woods___a_long_dead_figure_of_a_la.png,"oxygen mask (0.52), gasmask, respirator, gas helmet (0.27)"
It_is_said_to_be_haunted__It_is_said_there_are_wei.png,"upright, upright piano (0.98)"
it_is_said_that_locker_303_is_haunted_by_a_little.png,"fire screen, fireguard (0.19), loudspeaker, speaker, speaker unit, loudspeaker system, speaker system (0.11), stove (0.08), slot, one-armed bandit (0.05), prayer rug, prayer mat (0.04)"
Pierce_Hall___located_on_Alumni_Quad_is_said_to_be.png,"palace (0.39), castle (0.12), boathouse (0.10), church, church building (0.02), lakeside, lakeshore (0.02)"
One_apartment_in_this_complex_has_been_said_to_be.png,"boathouse (0.65), picket fence, paling (0.07)"
In_the_backroom_of_the_stage_where_all_of_the_cost.png,"space heater (0.32), fire screen, fireguard (0.11), window screen (0.08), prison, prison house (0.05), grille, radiator grille (0.04)"
This_place_was_a_nice_ski_resort_which_opened_in_t.png,"comic book (0.45), book jacket, dust cover, dust jacket, dust wrapper (0.11), prison, prison house (0.06), fire screen, fireguard (0.06), bannister, banister, balustrade, balusters, handrail (0.05)"
Large__things__like_to_jump_onto_cars_that_sit_in.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
It_is_said_that_the_spirit_of_a_young_boy_roams_th.png,"scoreboard (0.42), container ship, containership, container vessel (0.28), monitor (0.06), screen, CRT screen (0.05), television, television system (0.04)"
Back_in_1997__there_was_an_off_duty_FDNY_firefight.png,"electric guitar (0.07), ski (0.04), trombone (0.03), sax, saxophone (0.03)"
There_was_a_janitor_at_GCHS__Grays_creek_high_scho.png,"menu (0.15), hand-held computer, hand-held microcomputer (0.04), comic book (0.04), pay-phone, pay-station (0.04), hard disc, hard disk, fixed disk (0.03)"
There_is_a_spot_around_Moon_Lake_that_has_a_Chiefs.png,"lakeside, lakeshore (0.28), castle (0.22), palace (0.18), book jacket, dust cover, dust jacket, dust wrapper (0.03), boathouse (0.03)"
Madison_Middle_is_very_old__first_it_was_a_civil_w.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
2_kids_were_driving_and_got_killed_on_the_front_ya.png,"church, church building (0.24), grocery store, grocery, food market, market (0.10), slot, one-armed bandit (0.08), boathouse (0.07), lakeside, lakeshore (0.05)"
An_abandoned_church__that_was_left_with_everything.png,"shield, buckler (0.23), cowboy boot (0.23), clog, geta, patten, sabot (0.06), folding chair (0.02), Christmas stocking (0.02)"
there_is_an_old_bridge_in_Goshen_said_to_be_haunte.png,"dam, dike, dyke (0.19), crate (0.19), worm fence, snake fence, snake-rail fence, Virginia fence (0.10), barn (0.07), prison, prison house (0.06)"
haunted_by_a_Ziegfeld_Follies_chorus_girl__Olive_T.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
When_the_Prestonsburg_High_School_was_built_a_man.png,"hippopotamus, hippo, river horse, Hippopotamus amphibius (0.11), planetarium (0.07), hog, pig, grunter, squealer, Sus scrofa (0.06), bannister, banister, balustrade, balusters, handrail (0.04), scoreboard (0.04)"
Being_that_West_Point_is_the_oldest_military_post.png,"palace (0.43), bell cote, bell cot (0.09), castle (0.07), monastery (0.03), church, church building (0.03)"
Located_in_sunset_park_Brooklyn__It_s_an_old_monas.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_Weaver_House__torn_down___Get_on_Trenton_road.png,"boathouse (0.28), shoji (0.21), prison, prison house (0.06), window shade (0.02), palace (0.02)"
Many_sightings_and_noises_within_the_grave_yard_.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
At_Clarksville_Station_there_is_a_Really_old_Train.png,"passenger car, coach, carriage (0.41), electric locomotive (0.17), bullet train, bullet (0.07), streetcar, tram, tramcar, trolley, trolley car (0.05), freight car (0.03)"
Lincoln_Academy_used_to_be_a_all_girls_school_one.png,"projector (0.08), grille, radiator grille (0.06), electric guitar (0.05), jeep, landrover (0.05), loudspeaker, speaker, speaker unit, loudspeaker system, speaker system (0.04)"
This_haunted_hotel_is_very_spooky_not_to_mention_v.png,"comic book (0.26), church, church building (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.04), castle (0.03), bell cote, bell cot (0.02)"
In_the_break_room_at_night_the_lockers_and_doors_o.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_main_building_was_an_old_tuberculosis_sanitari.png,"harmonica, mouth organ, harp, mouth harp (0.24), pencil box, pencil case (0.09), comic book (0.06), slot, one-armed bandit (0.05), cinema, movie theater, movie theatre, movie house, picture palace (0.05)"
When_Pictures_are_taken_a_thick_mist_will_appear_i.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
A_man_in_all_black_will_approach_you__A_very_pale.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
In_the_theater_while_your_alone_lights_will_go_off.png,"bannister, banister, balustrade, balusters, handrail (0.33), theater curtain, theatre curtain (0.09), organ, pipe organ (0.06), upright, upright piano (0.04), cinema, movie theater, movie theatre, movie house, picture palace (0.04)"
In_the_school_during_basketball_games_the_cheerlea.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Topeka_High_School_is_one_of_the_oldest_schools_in.png,"church, church building (0.58), bell cote, bell cot (0.07)"
Lady_Grey_haunts_this_building_along_with_a_ghostl.png,shoji (0.84)
Millcreek___in_1956_there_was_a_coal_mines_collaps.png,"barn (0.46), church, church building (0.16), boathouse (0.11), bell cote, bell cot (0.04)"
Catering_Hall___the_place_is_haunted_by_two_guys_a.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Previous_owner_and_painter_Ray_Fox_is_said_to_haun.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Clark_Hill___In_the_late_1960_s__there_was_said_to.png,"mobile home, manufactured home (0.09), window screen (0.09), thatch, thatched roof (0.08), picket fence, paling (0.08), boathouse (0.05)"
when_visiting_the_basement_part_where_the_prisoner.png,"picket fence, paling (0.33), abacus (0.19), digital clock (0.04), prison, prison house (0.04), crib, cot (0.02)"
The_Dartford_Cemetery_is_an_old_cemetery_located_i.png,"prayer rug, prayer mat (0.12), crossword puzzle, crossword (0.12), book jacket, dust cover, dust jacket, dust wrapper (0.09), prison, prison house (0.06), comic book (0.03)"
Smalleys_Inn_Restaurant___building_has_been_there.png,"scoreboard (0.30), digital clock (0.03), doormat, welcome mat (0.03), bullet train, bullet (0.03), cinema, movie theater, movie theatre, movie house, picture palace (0.02)"
A_Revolutionary_War_fort_rebuilt_on_its_original_s.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
A_man_often_felt_but_rarely_seen_often_likes_to_be.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
There_a_ghost_named_Tony_who_was_a_riverboat_music.png,"prayer rug, prayer mat (0.73), fire screen, fireguard (0.08), theater curtain, theatre curtain (0.03), doormat, welcome mat (0.03), wallet, billfold, notecase, pocketbook (0.02)"
an_apparition_of_a_boy_with_high_red_knee_socks__a.png,pinwheel (0.97)
An_old_cemetery_on_a_hill_near_Clay_Center_where_p.png,"church, church building (0.63), picket fence, paling (0.06), monastery (0.02), barn (0.02), beacon, lighthouse, beacon light, pharos (0.02)"
there_is_supposedly_a_witch_buried_in_this_graveya.png,"buckle (0.22), harmonica, mouth organ, harp, mouth harp (0.18), cinema, movie theater, movie theatre, movie house, picture palace (0.07), wallet, billfold, notecase, pocketbook (0.06), pencil box, pencil case (0.05)"
old_Whitesville_school___If_you_go_to_the_old_Whit.png,"boathouse (0.20), barn (0.06), mailbox, letter box (0.05), scoreboard (0.04), palace (0.03)"
Two_patients_that_were_killed_in_the_tunnel_betwee.png,"lampshade, lamp shade (0.26), lighter, light, igniter, ignitor (0.05), table lamp (0.04), perfume, essence (0.03), honeycomb (0.03)"
Numerous_reports_of__ghostly__men_upon_horseback_r.png,"park bench (0.18), Arabian camel, dromedary, Camelus dromedarius (0.17), lakeside, lakeshore (0.03), television, television system (0.03), prayer rug, prayer mat (0.02)"
Kessler_Administration_Building___3rd_and_4th_floo.png,"digital clock (0.09), crossword puzzle, crossword (0.04), street sign (0.04), remote control, remote (0.04), scoreboard (0.03)"
This_is_sort_of_covered_with_the_Bender_Park_Story.png,"slot, one-armed bandit (0.86), comic book (0.10)"
Mr__Mayo_has_been_seen_in_his_era_clothing_and_hat.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
they_say_that_if_you_go_in_the_school_s_gym_and_tu.png,"scoreboard (0.20), abacus (0.11), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.08), screw (0.05), modem (0.05)"
balls_of_light__white_lady_on_the_stage_and_the__b.png,"lampshade, lamp shade (0.29), carousel, carrousel, merry-go-round, roundabout, whirligig (0.09), palace (0.07), fountain (0.05), spotlight, spot (0.05)"
The_house_was_moved_from_Old_Lick_Creek_after_a_fa.png,"library (0.11), window screen (0.08), barracouta, snoek (0.06), palace (0.05), boathouse (0.05)"
Frisch_residence_hall___The_5th_floor___allegedly.png,"home theater, home theatre (0.37), fire screen, fireguard (0.10), shoji (0.08), cinema, movie theater, movie theatre, movie house, picture palace (0.08), stove (0.07)"
It_was_a_hospital_for_patients_with_TB__The_place.png,"boathouse (0.14), mobile home, manufactured home (0.14), tobacco shop, tobacconist shop, tobacconist (0.03), paddlewheel, paddle wheel (0.03), jinrikisha, ricksha, rickshaw (0.02)"
late_at_night_you_can_here_a_loud_whaling_and_scre.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.28), theater curtain, theatre curtain (0.13), digital clock (0.07), scoreboard (0.04), fire screen, fireguard (0.02)"
Court_Yard___well_if_you_go_out_into_the_quart_yar.png,"church, church building (0.10), window screen (0.05), monastery (0.04), shoji (0.04), vault (0.04)"
A_few_years_a_back_and_women_was_shot_and_murdered.png,"crossword puzzle, crossword (0.99)"
Gravity_hill___Stop_your_car_at_the_bottom_of_the.png,"sports car, sport car (0.40), grille, radiator grille (0.11), beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon (0.07), limousine, limo (0.06), cassette player (0.05)"
Horton_Hall___Horton_Hall_is_one_of_the_many_old_b.png,jigsaw puzzle (0.99)
Salem_College_for_Women___Gramley_Library_Building.png,"bannister, banister, balustrade, balusters, handrail (0.17), paddlewheel, paddle wheel (0.11), picket fence, paling (0.06), crib, cot (0.03), prison, prison house (0.03)"
Reported_sightings_of_little_girls_playing_and_lau.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Many_people_have_said_they_ve_seen_heard_voices_in.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Sound_of_Children_playing__The_story_is_that_these.png,"slot, one-armed bandit (0.55), carpenter's kit, tool kit (0.10), wallet, billfold, notecase, pocketbook (0.07), cinema, movie theater, movie theatre, movie house, picture palace (0.05), pencil box, pencil case (0.03)"
we_went_to_roam_around_in_our_car_about_12_30am_an.png,"palace (0.21), boathouse (0.14), patio, terrace (0.05), theater curtain, theatre curtain (0.04), church, church building (0.04)"
Rock_County_Theater___There_have_been_the_sound_of.png,"window screen (0.12), bannister, banister, balustrade, balusters, handrail (0.07), prison, prison house (0.06), solar dish, solar collector, solar furnace (0.04), window shade (0.03)"
When_Concordia_moved_from_downtown_Milwaukee_to_it.png,"cannon (0.08), traffic light, traffic signal, stoplight (0.03), binoculars, field glasses, opera glasses (0.02), pier (0.02), airliner (0.02)"
Abandoned_house_where_a_woman_in_white_can_be_seen.png,"church, church building (0.42), picket fence, paling (0.11), window screen (0.07), boathouse (0.05), beacon, lighthouse, beacon light, pharos (0.05)"
This_old_Victorian_mansion__once_owned_by_occult_w.png,"birdhouse (0.10), slot, one-armed bandit (0.07), church, church building (0.06), comic book (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.05)"
The_ghost_that_is_reputed_to_haunt_the_Hutchinson.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Now_housing_the_Sculpture_Ceramics_departments__It.png,"palace (0.37), cinema, movie theater, movie theatre, movie house, picture palace (0.08), monastery (0.06), gondola (0.05), church, church building (0.04)"
If_you_go_to_the_Jackson_plot_just_off_highway_13.png,"crane (0.36), mobile home, manufactured home (0.10), prison, prison house (0.04), monastery (0.03), beacon, lighthouse, beacon light, pharos (0.03)"
Stritch_DormsCardinal_Stritch_dorms_used_to_be_a_p.png,"accordion, piano accordion, squeeze box (0.79), harmonica, mouth organ, harp, mouth harp (0.03)"
West_Dorm___In_the_fire_of_1923__a_young_student_n.png,"dome (0.09), spotlight, spot (0.05), typewriter keyboard (0.05), theater curtain, theatre curtain (0.04), espresso maker (0.04)"
Varsity_Hall____a_stagehand_man_was_apparently_smo.png,"theater curtain, theatre curtain (0.79), cinema, movie theater, movie theatre, movie house, picture palace (0.02), home theater, home theatre (0.02), throne (0.02)"
Music_Hall___there_have_been_reports_of_a_piano_pl.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Bellefonte_is_an_Old_Catholic_hospital_and_it_is_s.png,"palace (0.71), monastery (0.06), prison, prison house (0.03)"
When_the_lights_are_out_one_can_hear_strange_noise.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
In_the_hallways_you_hear_whispers_and_where_they_h.png,"fire screen, fireguard (0.51), space heater (0.23), microwave, microwave oven (0.07)"
it_s_an_abandoned_nursing_home_that_is_closed_off.png,"bookcase (0.08), wardrobe, closet, press (0.08), bannister, banister, balustrade, balusters, handrail (0.06), fire screen, fireguard (0.05), doormat, welcome mat (0.03)"
Down_towards_the_lower_part_of_Cal_Hill_just_as_yo.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.19), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.06), slot, one-armed bandit (0.05), slide rule, slipstick (0.05), street sign (0.03)"
Pultneyville_Cemetery___Shadows_moving_in_the_tree.png,"television, television system (0.15), car mirror (0.14), prison, prison house (0.11), screen, CRT screen (0.04), monitor (0.03)"
Beams_Electric_Supply_store___is_said_by_the_now_o.png,abacus (0.94)
The_Old_Church_Parsonage__originally_built_in_1880.png,"church, church building (0.34), barn (0.23), monastery (0.15), boathouse (0.05), bell cote, bell cot (0.04)"
At_night_on_the_catwalk_you_can_see_a_woman_in_whi.png,"scoreboard (0.62), television, television system (0.06), monitor (0.06), screen, CRT screen (0.04), ping-pong ball (0.04)"
For_years__second_and_third_shift_workers_occasion.png,"bib (0.32), purse (0.20), wallet, billfold, notecase, pocketbook (0.16), pencil box, pencil case (0.08), pillow (0.08)"
It_is_said_that_a_man_was_killed_in_this_old_build.png,"boathouse (0.28), window screen (0.18), barn (0.13), birdhouse (0.08), envelope (0.03)"
There_have_been_many_stories_about_this_area__such.png,"accordion, piano accordion, squeeze box (0.90), slot, one-armed bandit (0.05)"
Witnesses_have_seen_ghosts_on_different_occasions_.png,"wardrobe, closet, press (0.37), abaya (0.11), prayer rug, prayer mat (0.07), beer bottle (0.05), wine bottle (0.04)"
There_s_a_lady_girl_that_walks_around_the_hall_way.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
There_have_been_sightings_of_a_soldier_dressed_in.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Humphrey_Hall____a_student_dormitory_for_Juniors_a.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.34), shopping cart (0.05), street sign (0.05), library (0.04), scoreboard (0.04)"
formerly_known_as_Webbers_Wayside_Inn__The_story_g.png,"tobacco shop, tobacconist shop, tobacconist (0.45), passenger car, coach, carriage (0.05), slot, one-armed bandit (0.02)"
Located_near_Early_Addition_St__There_is_a_certain.png,"prayer rug, prayer mat (0.39), slot, one-armed bandit (0.09), ski (0.07), fire screen, fireguard (0.02), gondola (0.02)"
Reports_of_David_White_s_ghost_haunting_the_carniv.png,"running shoe (0.73), buckle (0.02), wallet, billfold, notecase, pocketbook (0.02), crane (0.02)"
Blake_Hall___Steuben_Hall___Strange_Presences_have.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_Cropsey_family_moved_to_N_C__in_the_1890_s_fro.png,"boathouse (0.29), beacon, lighthouse, beacon light, pharos (0.16), barn (0.15), church, church building (0.05), picket fence, paling (0.03)"
The_old_theatre__and_church__on_Maine_Strasse_in_C.png,scoreboard (0.95)
Skipworth_Cemetery___It_is_said_that_this_cemetery.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.59), picket fence, paling (0.13), web site, website, internet site, site (0.05), church, church building (0.03), palace (0.02)"
Cortland___Degroat_Hall___This_hall_is_reported_to.png,"palace (0.23), streetcar, tram, tramcar, trolley, trolley car (0.10), prayer rug, prayer mat (0.05), slot, one-armed bandit (0.05), trolleybus, trolley coach, trackless trolley (0.03)"
A_construction_worker_was_killed_during_the_buildi.png,"crane (0.79), steel arch bridge (0.11)"
the_park_used_to_have_a_house_that_set_there_on_th.png,"jigsaw puzzle (0.88), prayer rug, prayer mat (0.02)"
_the_auditorium_ghost____someone_or_something_alwa.png,"theater curtain, theatre curtain (0.83)"
a_man_in_old_army_clothing_is_supost_to_be_seen_in.png,"pickelhaube (0.10), rifle (0.07), military uniform (0.07), crutch (0.06), ballplayer, baseball player (0.06)"
It_is_said_that_if_you_go_to_that_old_train_railro.png,"comic book (0.10), mobile home, manufactured home (0.10), fire screen, fireguard (0.07), buckle (0.05), window screen (0.04)"
Upon_a_hill_there_is_a_cemetery__It_s_unlike_any_o.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Almost_every_night_in_the_month_of_September_aroun.png,"spotlight, spot (0.96), stage (0.02)"
A_teachers_died_in_one_of_the_classrooms_so_now_if.png,"packet (0.13), comic book (0.11), book jacket, dust cover, dust jacket, dust wrapper (0.10), panpipe, pandean pipe, syrinx (0.08), web site, website, internet site, site (0.07)"
A_young_girl_named_Marwas_performing_on_stage_unti.png,"prison, prison house (0.91), slot, one-armed bandit (0.05)"
A_woman_dressed_in_gothic__translucent__white_clot.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
It_has_been_in_the_news_paper_a_lot__about_a_man_w.png,"street sign (0.17), scoreboard (0.11), book jacket, dust cover, dust jacket, dust wrapper (0.10), prison, prison house (0.03), television, television system (0.02)"
Was_an_old_Rectory_for_a_church_but_was_them_moved.png,"prayer rug, prayer mat (0.55), bib (0.03), throne (0.02), ski mask (0.02)"
At_night_behind_the_bridge__Civil_War_soldiers_hav.png,"maze, labyrinth (0.58), suspension bridge (0.06), vault (0.06), viaduct (0.05)"
Grant_Park___Seven_Bridges___It_has_be_rumored_tha.png,"suspension bridge (0.45), pier (0.33), castle (0.02), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
Founders_Hall___is_haunted_by_a_girl_whose_corpse.png,"fire screen, fireguard (0.35), prayer rug, prayer mat (0.13), slot, one-armed bandit (0.11), shoji (0.06), doormat, welcome mat (0.06)"
There_are_about_twenty_graves_in_this_cemetery_tha.png,"sandal (0.34), shoe shop, shoe-shop, shoe store (0.15), ski (0.13), parking meter (0.07), running shoe (0.07)"
Owsley_County_High_School___A_man_roams_the_halls.png,"prison, prison house (0.85), passenger car, coach, carriage (0.06)"
people_have_experience_when_they_went_there_to_inv.png,"scoreboard (0.59), crossword puzzle, crossword (0.29)"
You_can_see_a_face_in_one_of_the_top_windows__thou.png,"window screen (0.05), slot, one-armed bandit (0.05), hand-held computer, hand-held microcomputer (0.04), radio, wireless (0.03), space heater (0.03)"
One_of_the_rooms_on_the_top_floor_is_said_to_be_ha.png,"palace (0.78), monastery (0.04), dam, dike, dyke (0.02), prison, prison house (0.02), castle (0.02)"
Igoe_Hall___A_student_named_Jimmy_Igoe_was_killed.png,"menu (0.11), street sign (0.08), cassette (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.04), slide rule, slipstick (0.03)"
