Filename,Detected Objects
Dykeman_s_Pond___There_is_a_rumor_that_if_you_go_t.png,"fountain (0.29), lakeside, lakeshore (0.05), park bench (0.04), castle (0.04), submarine, pigboat, sub, U-boat (0.03)"
Early_one_morning_when_the_teachers_had_just_start.png,"barbershop (0.23), vending machine (0.21), comic book (0.17), pop bottle, soda bottle (0.06), tobacco shop, tobacconist shop, tobacconist (0.03)"
Eastern_State_is_haunted_by_hundreds_of_prisoners.png,"prison, prison house (0.97)"
Eastern_University___Diane_Hall___a_girl_hung_hers.png,"wardrobe, closet, press (0.51), sliding door (0.12), shoji (0.05)"
East_Buno_rd____This_is_the_place_were_a_killer_ki.png,"viaduct (0.73), freight car (0.07), chainlink fence (0.02)"
eerie_noises__power_outages__haunted_locker_rooms_.png,"prison, prison house (0.84), safe (0.02)"
Effort_junk_yard___20_years_ago_a_group_of_teenage.png,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon (0.91)"
Egg_Hill_is_an_old_church_where_a_reverend_murdere.png,"church, church building (0.57), picket fence, paling (0.22), dome (0.04), flagpole, flagstaff (0.04), radio telescope, radio reflector (0.03)"
elevators_open_and_close__and_spirits_come_by_dres.png,"prison, prison house (0.92)"
Emma_Guffey_Miller__the_ghost_of_Miller_Auditorium.png,"prison, prison house (0.18), tub, vat (0.14), abaya (0.10), academic gown, academic robe, judge's robe (0.09), grand piano, grand (0.07)"
Employees_have_heard_door_of_office_shut__Keys_rat.png,"sliding door (0.36), suit, suit of clothes (0.20), television, television system (0.10), groom, bridegroom (0.04), window screen (0.02)"
Employees_report_that_a_young_girl_choked_and_died.png,"prison, prison house (0.23), barbershop (0.05), bakery, bakeshop, bakehouse (0.03), restaurant, eating house, eating place, eatery (0.02), window shade (0.02)"
Everyone_in_town_knows_that_this_area_was_hit_hard.png,"street sign (0.26), mailbox, letter box (0.10), traffic light, traffic signal, stoplight (0.08), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.03), minivan (0.03)"
Every_night_at_the_evening_setting_for_dinner_you.png,"restaurant, eating house, eating place, eatery (0.86), dining table, board (0.05)"
Every_now_and_then__my_friend_will_walk_past_the_c.png,"altar (0.34), vault (0.22), organ, pipe organ (0.19), church, church building (0.13), monastery (0.02)"
every_once_in_a_while_you_can_see_the_ghost_of_a_s.png,"cloak (0.31), prison, prison house (0.14), trench coat (0.11), umbrella (0.03), fur coat (0.03)"
Every_single_time_you_go_to_the_park_you_will_see.png,"stretcher (0.16), swing (0.09), balance beam, beam (0.08), parallel bars, bars (0.06), horizontal bar, high bar (0.05)"
every_time_you_drive_past_Havel_elementary_you_can.png,"lab coat, laboratory coat (0.36), trench coat (0.33), fur coat (0.12), umbrella (0.04), cloak (0.03)"
Every_time_you_eat_there_someone_would_always_be_t.png,"saltshaker, salt shaker (0.74), ocarina, sweet potato (0.05), thimble (0.02)"
February_2_20_04__around_10_00_PM__there_were_thre.png,"comic book (0.46), book jacket, dust cover, dust jacket, dust wrapper (0.07), cinema, movie theater, movie theatre, movie house, picture palace (0.03), prayer rug, prayer mat (0.03), coffee mug (0.02)"
Feelings_of_being_followed__cold_spots__items_movi.png,"vestment (0.35), cloak (0.13), abaya (0.08), gown (0.03), vault (0.02)"
Feelings_of_being_unwanted__Haunted_by_an_old_man.png,"church, church building (0.82), picket fence, paling (0.03), monastery (0.02)"
Fenton_Community_Center___Several_pictures_taken_a.png,"sliding door (0.46), prison, prison house (0.36), radiator (0.02)"
Flower_Road_houses___A_lady_in_a_green_dress_walks.png,"cloak (0.30), hoopskirt, crinoline (0.09), picket fence, paling (0.08), lab coat, laboratory coat (0.08), vestment (0.07)"
Follow_Skyline_Trail_until_you_reach_the_town_offi.png,"obelisk (0.48), pedestal, plinth, footstall (0.42)"
Footsteps_are_often_heard_in_the_attic_when_no_one.png,"cloak (0.22), abaya (0.19), prayer rug, prayer mat (0.08), papillon (0.03), quill, quill pen (0.02)"
Footsteps_heard_in_the_basement__the_old_metal_sta.png,"bannister, banister, balustrade, balusters, handrail (0.77), coil, spiral, volute, whorl, helix (0.02), prison, prison house (0.02)"
footsteps__slamming_doors__audible_voices__missing.png,"wardrobe, closet, press (0.29), file, file cabinet, filing cabinet (0.21), refrigerator, icebox (0.13), sliding door (0.09), doormat, welcome mat (0.04)"
Foot_prints_on_the_top_of_the_girls_bathroom__nois.png,"medicine chest, medicine cabinet (0.47), wardrobe, closet, press (0.09), sliding door (0.05), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.02), prison, prison house (0.02)"
Formally_the_St__David_s_Inn__the_Radnor_Hotel_has.png,"four-poster (0.27), vault (0.10), monastery (0.05), quilt, comforter, comfort, puff (0.05), studio couch, day bed (0.04)"
formerly_Eastern_State_School_and_Hospital___Rumor.png,"prison, prison house (0.94), vault (0.02)"
formerly_Home_Sweet_Home___A_couple_from_the_early.png,"prison, prison house (0.56), vault (0.13), monastery (0.05), doormat, welcome mat (0.03)"
formerly_known_as_the_Pittsburgh_City_Tuberculosis.png,palace (0.97)
Formerly_listed_as_Blockbuster_Video___most_employ.png,"confectionery, confectionary, candy store (0.56), toyshop (0.07), bookshop, bookstore, bookstall (0.03), comic book (0.02)"
formerly_listed_as_Fairhaven_Nursing_Home___It_is.png,"lakeside, lakeshore (0.17), prison, prison house (0.15), palace (0.08), boathouse (0.04), monastery (0.04)"
Formerly_listed_as_Glass_Chapel___The_site_where_M.png,"fountain (0.60), flagpole, flagstaff (0.04), greenhouse, nursery, glasshouse (0.03), prison, prison house (0.03), window screen (0.02)"
formerly_listed_as_The_Gables___The_ghosts_of_two.png,"picket fence, paling (0.39), window shade (0.15), boathouse (0.08), prison, prison house (0.05), church, church building (0.05)"
formerly_listed_under_Van_Buren_County___this_is_w.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.48), picket fence, paling (0.11), megalith, megalithic structure (0.03), barn (0.03), hay (0.02)"
Formerly_Michigan_Bell_Telephone_Company____on_the.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.53), flagpole, flagstaff (0.22), library (0.11), window shade (0.03), traffic light, traffic signal, stoplight (0.02)"
formerly_Nankin_Mills_Middle_School___stories_say.png,"prison, prison house (0.73), guillotine (0.03), bannister, banister, balustrade, balusters, handrail (0.02), vault (0.02)"
Formerly_The_Brass_Lantern_Restaurant___The_Brass.png,"barbershop (0.15), restaurant, eating house, eating place, eatery (0.10), tobacco shop, tobacconist shop, tobacconist (0.09), bookshop, bookstore, bookstall (0.08), bakery, bakeshop, bakehouse (0.07)"
formerly_The_Evergreen_Hotel___This_is_a_really_ol.png,"barbershop (0.64), restaurant, eating house, eating place, eatery (0.12), bakery, bakeshop, bakehouse (0.11)"
formerly_Tulare_County_General_Hospital___This_set.png,"prison, prison house (0.92)"
Formerly__John_Stone_Tavern____Believed_to_be_haun.png,"restaurant, eating house, eating place, eatery (0.80), china cabinet, china closet (0.03), dining table, board (0.03)"
former_Bass_Pro_Shops___former_J_C_Penny_s___When.png,"tobacco shop, tobacconist shop, tobacconist (0.17), restaurant, eating house, eating place, eatery (0.13), bakery, bakeshop, bakehouse (0.08), flagpole, flagstaff (0.08), grocery store, grocery, food market, market (0.04)"
Former_Jefferson_Tea_House___A_ghost_is_said_to_ro.png,"palace (0.66), library (0.04), dome (0.04), flagpole, flagstaff (0.04), beacon, lighthouse, beacon light, pharos (0.03)"
Fort_Roberdeau___Legend_says_a_guard_was_guarding.png,"monastery (0.71), castle (0.14), palace (0.02), prison, prison house (0.02)"
Fort_Roberdeau___When_you_get_to_the_road_into_For.png,"harvester, reaper (0.59), beacon, lighthouse, beacon light, pharos (0.19), barn (0.09), breakwater, groin, groyne, mole, bulwark, seawall, jetty (0.02)"
For_years__city_police_and_the_homeless_have_repor.png,"tricycle, trike, velocipede (0.24), moped (0.07), park bench (0.06), unicycle, monocycle (0.06), shopping cart (0.06)"
Frat_House____Years_ago_at_this_frat_house_there_w.png,"prison, prison house (0.32), library (0.18), window shade (0.15), flagpole, flagstaff (0.10), window screen (0.03)"
Frick_House___Apparitions_of_Mrs_Frick_and_you_see.png,"picket fence, paling (0.96)"
from_the_ballroom_to_the_hall_a_figure_has_been_se.png,"theater curtain, theatre curtain (0.56), groom, bridegroom (0.07), gown (0.04), vestment (0.03), altar (0.02)"
Frost_Cemetery_Munchkin_land____There_is_an_old_ch.png,"brass, memorial tablet, plaque (0.30), pedestal, plinth, footstall (0.16), picket fence, paling (0.05), obelisk (0.04), mailbox, letter box (0.03)"
Gamma_Phi_Beta_House___Sisters_that_live_in_the__p.png,"sliding door (0.57), wardrobe, closet, press (0.09), shoji (0.06), patio, terrace (0.03), prison, prison house (0.02)"
Geek_Rd_____People_have_reported_seeing_a_bright_o.png,"unicycle, monocycle (0.14), bicycle-built-for-two, tandem bicycle, tandem (0.04), bison (0.03), mailbox, letter box (0.03), street sign (0.03)"
George_Washington_almost_drowned_in_the_icy_Allegh.png,"book jacket, dust cover, dust jacket, dust wrapper (0.08), cliff, drop, drop-off (0.05), Arabian camel, dromedary, Camelus dromedarius (0.03), lakeside, lakeshore (0.03), groenendael (0.02)"
Ghostly_woman_known_as_Elsie_seen_walking_up_and_d.png,"gown (0.40), groom, bridegroom (0.39), cloak (0.02)"
ghosts_dressed_in_white_can_be_seen_walking_throug.png,"picket fence, paling (0.81), worm fence, snake fence, snake-rail fence, Virginia fence (0.11)"
Ghosts_everywhere__You_can_hear_people_chasing_you.png,"vault (0.48), prison, prison house (0.30), monastery (0.02)"
ghosts_walk_around_in_the_woods__sometime_you_can.png,castle (0.91)
Ghost_can_be_seen_at_night_walking_around_the_lake.png,"lakeside, lakeshore (0.91), canoe (0.03)"
Ghost_mist_have_been_reported_.png,"boathouse (0.56), fountain (0.12), church, church building (0.12), picket fence, paling (0.02), lakeside, lakeshore (0.02)"
Ghost_of_an_old_man_sits_on_the_third_floor_resear.png,"prison, prison house (0.35), vault (0.08), prayer rug, prayer mat (0.07), window shade (0.04), library (0.03)"
Ghost_of_a_former_resident_of_this_old_house_now_t.png,"turnstile (0.08), tobacco shop, tobacconist shop, tobacconist (0.08), shoe shop, shoe-shop, shoe store (0.06), prison, prison house (0.04), vending machine (0.04)"
Ghost_of_a_prostitute_who_committed_suicide_haunts.png,"window shade (0.24), shoji (0.09), spotlight, spot (0.07), theater curtain, theatre curtain (0.05), sliding door (0.05)"
ghost_of_a_woman_that_died_in_childbirth_there_is.png,"abaya (0.85), cloak (0.04)"
girls_locker_room___Witnesses_report_cold_spots__a.png,"wardrobe, closet, press (0.84), sliding door (0.03), binder, ring-binder (0.02)"
Glatfelter_Hall___The_bell_tower_on_Glatfelter_Hal.png,"bell cote, bell cot (0.95)"
Glen_Haven_Memorial_Park___There_is_an_alleged_gra.png,"gas pump, gasoline pump, petrol pump, island dispenser (0.65), sundial (0.06), brass, memorial tablet, plaque (0.02)"
Glowing_lights__eerie_sounds__and_apparitions_.png,"fountain (0.21), spotlight, spot (0.20), candle, taper, wax light (0.14), vault (0.06), prison, prison house (0.02)"
Goss_is_a_very_secure_building__Five_floors__inclu.png,"prison, prison house (0.90)"
Go_all_the_way_back_Old_Shippensburg_Rd__across_fr.png,"beacon, lighthouse, beacon light, pharos (0.32), church, church building (0.22), barn (0.13), flagpole, flagstaff (0.05), bell cote, bell cot (0.04)"
Go_down_Denton_Rd__at_midnight_and_stop_when_you_s.png,"obelisk (0.18), mosque (0.17), triumphal arch (0.10), church, church building (0.10), traffic light, traffic signal, stoplight (0.03)"
Greenwood_Elementary_School___Apparitions_are_seen.png,"prison, prison house (0.91)"
Green_Point___Moonshine_church___Cemetery___Drivin.png,"church, church building (0.80), monastery (0.04)"
Guests_have_heard_voices__moving_furniture_and_org.png,"vestment (0.55), wardrobe, closet, press (0.17), upright, upright piano (0.04), cloak (0.04), grand piano, grand (0.02)"
Guests_have_reported_ghosts_crawling_into_bed_with.png,"four-poster (0.62), quilt, comforter, comfort, puff (0.11), mosquito net (0.04), studio couch, day bed (0.02)"
Haas_Center_for_the_Arts___Ghost_of_an_old_ballet.png,"balance beam, beam (0.89), stage (0.02)"
Halverson_Hall_room_304___It_has_been_rumored_that.png,"home theater, home theatre (0.73), cinema, movie theater, movie theatre, movie house, picture palace (0.12)"
Hankey_Church_Cemetery___Rumors_are_to_be_believed.png,"picket fence, paling (0.41), worm fence, snake fence, snake-rail fence, Virginia fence (0.38), pedestal, plinth, footstall (0.02)"
Harrisburg_State_Hospital_was_an_insane_asylum_for.png,"prison, prison house (0.92)"
Hartsville_Inn___The_site_is_a_very_old_building_f.png,"library (0.20), window screen (0.14), boathouse (0.10), picket fence, paling (0.09), flagpole, flagstaff (0.08)"
has_a_ghost_of_a_man_wearing_all_white__He_seems_t.png,"suit, suit of clothes (0.39), mask (0.24), lab coat, laboratory coat (0.05), pajama, pyjama, pj's, jammies (0.04), Windsor tie (0.03)"
has_a_number_of_ghosts__some_in_dormitories__some.png,"library (0.70), bookshop, bookstore, bookstall (0.13), bookcase (0.06)"
has_a_various_ghostly_activity_.png,"radiator (0.48), prison, prison house (0.12), rocking chair, rocker (0.07), bannister, banister, balustrade, balusters, handrail (0.05), cradle (0.05)"
has_been_know_to_be_the_site_of_two_ghostly_women_.png,"boathouse (0.15), picket fence, paling (0.09), mobile home, manufactured home (0.08), palace (0.06), prison, prison house (0.06)"
has_its_own_ghosts__The_children_of_the_post_comma.png,"prison, prison house (0.82), shoji (0.08)"
has_the_sound_of_bullets_fired_over_100_years_ago.png,"conch (0.15), switch, electric switch, electrical switch (0.10), candle, taper, wax light (0.10), ocarina, sweet potato (0.04), toilet tissue, toilet paper, bathroom tissue (0.02)"
haunted_by_a_lady_in_black_believed_to_be_the_wife.png,"abaya (0.10), overskirt (0.09), academic gown, academic robe, judge's robe (0.06), cloak (0.06), hoopskirt, crinoline (0.05)"
Haunted_by_a_little_girl_and_janitor_killed_in_a_f.png,"wardrobe, closet, press (0.28), medicine chest, medicine cabinet (0.24), china cabinet, china closet (0.21), file, file cabinet, filing cabinet (0.06), window screen (0.02)"
Haunted_by_a_red_headed_hitchhiker_who_terrorizes.png,"gown (0.21), cloak (0.18), abaya (0.04), pajama, pyjama, pj's, jammies (0.02), pedestal, plinth, footstall (0.02)"
Haunted_by_a_witch_that_was_hung_in_the_area_in_th.png,"mosquito net (0.54), fountain (0.08), theater curtain, theatre curtain (0.08), lampshade, lamp shade (0.02)"
haunted_by_a_woman_who_killed_her_self_in_1902__sh.png,"hoopskirt, crinoline (0.15), seashore, coast, seacoast, sea-coast (0.06), baboon (0.05), mosquito net (0.05), cliff, drop, drop-off (0.04)"
Haunted_by_children_that_died_in_a_school_bus_acci.png,"picket fence, paling (0.89)"
Haunted_by_evil_souls_who_were_buried_on_unblessed.png,"megalith, megalithic structure (0.30), cannon (0.13), lakeside, lakeshore (0.11), tractor (0.08), park bench (0.04)"
haunted_by_lighthouse_keepers_after_original_light.png,"beacon, lighthouse, beacon light, pharos (0.97)"
haunted_by_many_ghosts_in_most_of_the_homes__the_m.png,barn (0.95)
haunted_by_several_ghosts__The_library_was_built_o.png,"palace (0.47), library (0.36), triumphal arch (0.03), pedestal, plinth, footstall (0.03), flagpole, flagstaff (0.02)"
Haunted_by_several_Ghosts___One_is_an_elderly_man.png,"vault (0.22), cloak (0.15), fountain (0.13), altar (0.06), mask (0.04)"
haunted_by_the_ghosts_2_children_who_are_seen_on_t.png,"bannister, banister, balustrade, balusters, handrail (0.86), crutch (0.04), hourglass (0.02)"
haunted_by_the_ghost_of_a_woman_and_a_black_cat___.png,"cloak (0.10), ski mask (0.07), umbrella (0.04), sweatshirt (0.03), maillot, tank suit (0.03)"
Haunted_by_the_old_janitor_that_ran_the_place_a_lo.png,"prison, prison house (0.91), barbershop (0.02), sliding door (0.02)"
Haunted_by_the_spirits_of_civil_war_prisoners_who.png,"barn (0.48), church, church building (0.25), boathouse (0.06), prison, prison house (0.03), castle (0.02)"
Haunted_store___A_family_ran_the_store__It_was_rob.png,"barbershop (0.93), tobacco shop, tobacconist shop, tobacconist (0.03)"
have_been_reports_of_strange_occurrences_in_both_t.png,"turnstile (0.23), vault (0.19), library (0.10), pool table, billiard table, snooker table (0.07), prison, prison house (0.05)"
Health_South_Rehabilitation_Hospital___Used_to_be.png,"prison, prison house (0.42), shoji (0.14), library (0.04), sliding door (0.04), turnstile (0.02)"
Heard_footsteps__TV_come_on_in_the_middle_of_the_n.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
hearing_foot_steps_on_the_2nd_floor_when_no_one_th.png,"prison, prison house (0.71), window screen (0.04), fire screen, fireguard (0.03), bannister, banister, balustrade, balusters, handrail (0.02), window shade (0.02)"
Hear_and_sometimes_see_a_little_boy_in_19th_centur.png,"fur coat (0.72), cloak (0.13), trench coat (0.02)"
Hemlock_Hall___The_second_floor_and_a_room_are_rep.png,"prison, prison house (0.66), vault (0.07), sliding door (0.07), shoji (0.04), spotlight, spot (0.02)"
Henry_ford_museum____Henry_ford_museum_has_a_car_f.png,"limousine, limo (0.48), beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon (0.18), cab, hack, taxi, taxicab (0.09), grille, radiator grille (0.07), car wheel (0.03)"
Hessian_Museum___Known_to_house_Hessian_prisoners_.png,"castle (0.79), monastery (0.11)"
Hexankopf_Rock___The_ghost_of_a_headless_hunter__g.png,"mask (0.14), book jacket, dust cover, dust jacket, dust wrapper (0.07), grey fox, gray fox, Urocyon cinereoargenteus (0.07), meerkat, mierkat (0.06), cougar, puma, catamount, mountain lion, painter, panther, Felis concolor (0.03)"
Highland_Lakes_Campus_was_once_a_hospital__It_has.png,"prison, prison house (0.92)"
High_Point_was_built_in_1910__Reports_of_hearing_v.png,"palace (0.27), window screen (0.19), library (0.10), lakeside, lakeshore (0.07), church, church building (0.07)"
Hillside_Girls_Dormitory___Witnesses_report_strang.png,"wardrobe, closet, press (0.40), sliding door (0.16), prison, prison house (0.05), shoji (0.03), doormat, welcome mat (0.02)"
His_ghost_approaches_a_security_policeman_s_guard.png,"sliding door (0.16), bannister, banister, balustrade, balusters, handrail (0.13), turnstile (0.10), rocking chair, rocker (0.08), prison, prison house (0.06)"
Hogback_Road___Road_is_one_of_those_roads_that_has.png,"snowplow, snowplough (0.07), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.05), chainlink fence (0.04), alp (0.03), dam, dike, dyke (0.03)"
Hollinger_Field_House___Haunted_by_the_Ghost_of_Dr.png,"window shade (0.22), library (0.12), prison, prison house (0.06), window screen (0.05), cinema, movie theater, movie theatre, movie house, picture palace (0.04)"
Holmdene___It_is_rumored_that_this_mansion__the_fo.png,"palace (0.86), castle (0.05)"
Holmes_Hall___West___On_the_6th_floor__two_strange.png,"prison, prison house (0.86), shoji (0.02), vault (0.02)"
Holmes_Hall____On_the_sixth_floor_of_the_west_buil.png,"sliding door (0.27), shoji (0.17), wardrobe, closet, press (0.07), medicine chest, medicine cabinet (0.05), bannister, banister, balustrade, balusters, handrail (0.05)"
Holy_Cross_Cemetery___when_driving_down_Cemetery_r.png,"obelisk (0.35), park bench (0.19), lakeside, lakeshore (0.14), picket fence, paling (0.05), mailbox, letter box (0.02)"
Hotel_now_owned_by_Michigan_State_University___Ori.png,"window screen (0.32), palace (0.27), window shade (0.18), library (0.04)"
Hotel_owned_by_George_Leger_in_1880__He_met_an_unt.png,"palace (0.53), fountain (0.13), library (0.09), bookshop, bookstore, bookstall (0.02)"
Hotel_Road___In_the_current_state_game_lands_just.png,"rapeseed (0.40), barn (0.39), worm fence, snake fence, snake-rail fence, Virginia fence (0.03)"
Hot_spot_for_paranormal_activity__Many_orbs_and_ap.png,"vault (0.66), prison, prison house (0.05), shoji (0.03), spotlight, spot (0.03), sliding door (0.02)"
House_built_in_1873_by_Joshua_Stetson_Gray__former.png,"boathouse (0.39), picket fence, paling (0.22), palace (0.15), flagpole, flagstaff (0.02), church, church building (0.02)"
House_built_in_1920__Originally_inhabited_by_Marga.png,"vault (0.43), monastery (0.31)"
house_is_350_years_old_and_many_people_have_died_i.png,"barn (0.26), prison, prison house (0.25), picket fence, paling (0.20), worm fence, snake fence, snake-rail fence, Virginia fence (0.03), church, church building (0.02)"
Hubbard_Hall___on_the_12_floor_of_the_South_comple.png,"prison, prison house (0.60), sliding door (0.07), shoji (0.06)"
HWY_152_Gilroy_to_Los_Banos___Pacheo_Pass__The_Gre.png,"car mirror (0.20), rock beauty, Holocanthus tricolor (0.08), wreck (0.04), electric ray, crampfish, numbfish, torpedo (0.03), mobile home, manufactured home (0.03)"
If_you_cross_over_the_chain_blocking_the_old_drive.png,"church, church building (0.91)"
If_you_drive_by_at_night_and_look_in_the_first_win.png,"window screen (0.41), window shade (0.32), barbershop (0.02)"
IF_you_drive_into_Penny_Road__dirt_road_off_of_rou.png,"mailbox, letter box (0.21), snowplow, snowplough (0.08), racer, race car, racing car (0.07), cab, hack, taxi, taxicab (0.06), car mirror (0.05)"
if_you_follow_the_trail_to_the_back_of_the_lake__T.png,"lakeside, lakeshore (0.11), rapeseed (0.10), swing (0.05), park bench (0.04), soccer ball (0.03)"
if_you_get_out_of_your_car_and_try_to_walk_it__you.png,"lakeside, lakeshore (0.57), alp (0.15), valley, vale (0.04), beacon, lighthouse, beacon light, pharos (0.03), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
If_you_go_back_St__Johns_road_in_Slippery_Rock_and.png,"bannister, banister, balustrade, balusters, handrail (0.24), dam, dike, dyke (0.15), chainlink fence (0.14), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.04), viaduct (0.03)"
If_you_go_through_the_tunnel_late_at_night__your_s.png,"prison, prison house (0.89)"
If_you_go_to_a_place_called__the_figure_8__on_the.png,"park bench (0.14), lakeside, lakeshore (0.09), fountain (0.08), bannister, banister, balustrade, balusters, handrail (0.07), chainlink fence (0.06)"
If_you_listen_between_2_and_4a_m__you_will_be_able.png,"tricycle, trike, velocipede (0.90)"
if_you_put_your_car_in_neutral_on__Priest_Hill__th.png,"sports car, sport car (0.14), racer, race car, racing car (0.13), car wheel (0.12), minivan (0.07), parking meter (0.06)"
If_you_take_Gorman_Rd__west_towards_Sand_Creek__yo.png,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.18), worm fence, snake fence, snake-rail fence, Virginia fence (0.03), chainlink fence (0.03), alp (0.02), snowplow, snowplough (0.02)"
If_you_take_M_19__Van_Dyke_Rd___and_follow_it_thro.png,"megalith, megalithic structure (0.87)"
If_you_turn_out_the_lights_in_the_girls_bathroom_b.png,"spotlight, spot (0.93)"
If_you_walk_back_through_the_woods_far_enough__you.png,"steel arch bridge (0.93), pier (0.03)"
IMAX_theatre____there_are_reports_of_lights_turnin.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.95), restaurant, eating house, eating place, eatery (0.02)"
Indian_Rock_Park___The_story_goes_back_to_the_1980.png,"lakeside, lakeshore (0.17), valley, vale (0.15), maze, labyrinth (0.09), park bench (0.06), worm fence, snake fence, snake-rail fence, Virginia fence (0.05)"
Industrial_Solvents_and_Chemical_Company___Located.png,barn (0.96)
Inmates_experience_instant_and_shared_feelings_of.png,"wardrobe, closet, press (0.59), sliding door (0.33), shoji (0.02)"
In_1791_a_woman_named_Penelope_was_raped_and_murde.png,"crutch (0.35), cloak (0.17), pajama, pyjama, pj's, jammies (0.02), prison, prison house (0.02), kimono (0.02)"
In_1938__a_little_boy_was_crossing_the_road_in_fro.png,"cowboy hat, ten-gallon hat (0.58), picket fence, paling (0.17), trench coat (0.03), cloak (0.02), military uniform (0.02)"
in_1955_a_firefighter_was_killed_in_the_line_of_du.png,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.33), garbage truck, dustcart (0.32), moving van (0.03), mobile home, manufactured home (0.02), passenger car, coach, carriage (0.02)"
In_1968_a_young_man_died_in_the_Hahn_auditorium__S.png,"grand piano, grand (0.50), upright, upright piano (0.28), cinema, movie theater, movie theatre, movie house, picture palace (0.02)"
In_1978__a_janitor_was_killed_by_teenagers_outside.png,"web site, website, internet site, site (0.29), swab, swob, mop (0.09), book jacket, dust cover, dust jacket, dust wrapper (0.04), sliding door (0.04), shoji (0.02)"
In_1994_a_boy_hung_himself_in_the_attic_it_is_said.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
In_auditorium_there_are_reports_by_night_crews_tha.png,"grand piano, grand (0.43), microphone, mike (0.13), sax, saxophone (0.10), harmonica, mouth organ, harp, mouth harp (0.03), accordion, piano accordion, squeeze box (0.03)"
In_back_room_behind_the_dressing_rooms__is_a_stora.png,"prison, prison house (0.15), vault (0.14), theater curtain, theatre curtain (0.07), patio, terrace (0.04), worm fence, snake fence, snake-rail fence, Virginia fence (0.03)"
in_between_the_dirt_road_there_is_an_old_construct.png,"prison, prison house (0.35), bannister, banister, balustrade, balusters, handrail (0.33), sliding door (0.04), picket fence, paling (0.03), worm fence, snake fence, snake-rail fence, Virginia fence (0.03)"
In_between_the_elementary_school_and_a_house_if_yo.png,"church, church building (0.76), picket fence, paling (0.07), barn (0.04), boathouse (0.02), yawl (0.02)"
In_downtown_Rockford__there_is_an_old_building_tha.png,"library (0.72), bookshop, bookstore, bookstall (0.17), restaurant, eating house, eating place, eatery (0.04)"
In_Febuary_of_2003__a_young_man_who_attended_John.png,"prison, prison house (0.32), sliding door (0.15), switch, electric switch, electrical switch (0.12), refrigerator, icebox (0.05), radiator (0.04)"
In_Las_Flores_there_has_been_some_witch_craft_goin.png,"traffic light, traffic signal, stoplight (0.41), street sign (0.22), mosque (0.03), triumphal arch (0.03), obelisk (0.02)"
In_Moreno_Valley__off_of_Nason__there_is_the_old_h.png,"mobile home, manufactured home (0.44), picket fence, paling (0.09), church, church building (0.03), park bench (0.02)"
In_North_House_Lecture_Hall_there_is_reports_of_st.png,"prison, prison house (0.61), vault (0.26)"
In_Old_Alvarado_section_of_Union_City_there_is_a_p.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.68), restaurant, eating house, eating place, eatery (0.10)"
In_one_of_the_bathrooms_it_is_rumor_that_when_the.png,"sliding door (0.54), prison, prison house (0.21)"
in_room_17_there_is_said_to_be_a_ghost_of_a_man_na.png,"quilt, comforter, comfort, puff (0.12), four-poster (0.11), window shade (0.05), studio couch, day bed (0.04), cradle (0.03)"
In_side_the_in_many_of_worker_have_seen_strange_th.png,"dining table, board (0.43), restaurant, eating house, eating place, eatery (0.08), china cabinet, china closet (0.07), sliding door (0.07), window shade (0.02)"
in_south_side_near_Duboistown_on_Mosquito_Valley_R.png,"cloak (0.57), abaya (0.04), overskirt (0.04), gown (0.03), megalith, megalithic structure (0.03)"
In_the_1700_s_The_Everett_Theatre_on_Fairmount_Ave.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.99)"
In_the_1800s_when_the_hotel_was_open_a_boy_when_to.png,"sliding door (0.26), prison, prison house (0.14), spotlight, spot (0.07), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.06), crutch (0.04)"
In_the_1900_a_little_girl_who_didn_t_have_any_frie.png,"sliding door (0.24), wardrobe, closet, press (0.09), switch, electric switch, electrical switch (0.06), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.05), wall clock (0.04)"
In_the_1920_s_a_family_moved_to_the_Newaygo_County.png,"boathouse (0.91), picket fence, paling (0.03)"
