Filename,Caption
It_is_said_that_the_tunnels_under_the_school_have.png,a view of a river with a bridge over it .
Two_years_ago_there_was_a_fight_at_this_school__A.png,a house that has a fire hydrant in it .
in_the_park_the_girls_bathroom_is_haunted_by_a_gir.png,a black and white photo of a woman in a bathroom
A_young_ghost_Named_Amy_haunts_the_theatre_of_the.png,a man standing on a beach holding a surfboard .
The_Hower_House__currently_owned_by_the_University.png,a group of people standing in front of a building .
There_have_been_stories_of_a_woman_getting_decapit.png,a black and white photo of a clock tower .
Norton_Auditorium___Haunted_by_a_ghost_named_Georg.png,a room filled with lots of wooden furniture .
Shawnee_State_University___Vern_Riffe_Center_for_t.png,a building with a clock on the top of it .
The_backstage_of_the_auditorium_is_known_for_its_s.png,a man walking down a sidewalk next to a building .
At_night__you_can_hear_footsteps_and_eerie_whisper.png,a building with a clock on the side of it
Sounds_of_a_baby_crying_when_no_children_are_prese.png,a black and white photo of an old building .
This_department_store_used_to_be_a_Big_Bear_Food_S.png,a black and white photo of a train station
Security_guards_have_reported_seeing_a_7_foot_tall.png,a group of people standing in front of a building .
Sometimes_at_night_there_have_been_reports_of_door.png,a black and white photo of a river and a bridge
Seems_to_have_the_ghost_of_an_Indian_Policeman_tha.png,a black and white photo of a cat sitting on a bench
If_you_go_to_this_bridge__turn_off_your_car_and_fl.png,a black and white photo of an old car
There_is_said_to_be_a_ghost_of_one_of_the_Biology.png,a large building with a clock tower on top of it .
they_say_that_there_is_a_girl_that_roams_the_schoo.png,a young girl wearing a tie and a hat .
AMC_theater_20___Little_children_and_screams_have.png,a little girl standing in front of a door .
Well_known_story_still_told_by_some_of_the_theatre.png,a black and white photo of a clock tower .
Graveyard___A_town_once_buried_by_Lake_Guntersvill.png,a red fire hydrant sitting in the middle of a field .
The_elevator_in_the_center_building_is_haunted_by.png,a black and white photo of a train station
Haunted_by_the_ghost_of_the_former_owner__Mr__Davi.png,a house that has a house in the background .
The_legend_of_Anniston_High_School_s_locker_room_i.png,a man in a suit and tie standing in front of a window .
Rebuilt_after_a_fire_killed_occupants_who_were_tra.png,a train engine carrying carts down a track .
Located_near_Crystal_Tissue_Factory_the_Children_w.png,a church with a clock on the side of it .
Rumors_that_a_little_girl_had_died_on_the_land_som.png,a black and white photo of an old building
Late_at_night_or_early_in_the_morning__you_can_hea.png,a large building with a clock on it .
An_apartment_on_the_first_floor_of_the_M_building.png,a black and white photo of a brick building
the_YMCA_is_known_to_be_haunted_because_there_was.png,a black and white photo of a city street
A_young_boy_was_shot_on_the_playground__And_whenev.png,a man walking down a sidewalk next to a building .
The_back_of_this_sprawling_cemetery_faces_several.png,a house with a house in the background .
A_young_woman_who_was_beheaded_on_a_road_while_rid.png,a woman standing in front of a mirror in a room .
The_back_two_quarries_and_especially_the_tunnel_le.png,a zebra standing on top of a rocky hillside .
Employees_have_reported_that_during_late_hours__fr.png,a dog laying on a bed in a room .
Footsteps_going_up_and_down_the_stairs__feelings_o.png,a black and white photo of a park bench
Haunted_by_a_Indian_Princess_who_was_killed_during.png,a black and white photo of a group of people in a field .
The_costume_room_is_haunted_by_a_cold__un_welcomin.png,a close up of a bed with many pillows
Employees_report_talking_and_laughing_late_at_nigh.png,a group of men standing next to each other .
the_Quad___The_Quad_is_supposed_to_be_very_haunted.png,a clock tower in the middle of a city .
This_theater_is_home_to_several_playful_poltergeis.png,a very nice looking room with a big window .
In_the_girls__locker_room_there_is_a_ghost_of_a_yo.png,a black and white photo of a man in a suit
One_of_the_bathrooms_is_supposed_to_be_haunted_by.png,a black and white photo of a bathroom
The_Carstarphen_Cemetery___This_is_the_final_resti.png,a fire hydrant in the middle of a field .
the_lots_that_are_used_for_the_stage_seem_to_go_on.png,a red and white fire hydrant sitting in the middle of a field .
When_walking_in_the_old_sections_of_the_tunnels_th.png,a black and white photo of a train station .
Chi_Omega_sorority_house_is_haunted_by_a_former_pl.png,a black and white photo of a church with a clock tower .
The_people_working_the_shift_on_the_same_date_and.png,a group of young men standing next to each other .
If_you_go_out_there_late_at_night__you_get_the_fee.png,a black and white photo of a large building .
This_is_haunting_grounds_for_one_who_is_known_to_s.png,a black and white photo of a person sitting on a bench .
The_third_floor_of_the_Gadsden_Public_Library_is_h.png,a living room filled with furniture and a fire place .
Reports_of_an_apparition_that_looks_like_a_red_hea.png,a black and white photo of a boat in the water .
Student_Dorms___Officer_School_attendees_often_rep.png,a house that has a building in the background .
The_Alpha_Xi_Delta_house___is_a_historic_house_loc.png,a red brick building with a clock on it .
Beta_Theta_Pi_House___The_downstairs__house_adviso.png,a black and white photo of a building with a clock tower .
Late_at_night__presences_can_be_felt_in_surroundin.png,a red fire hydrant sitting in the middle of a forest .
In_this_small_Japanese_grocery_store_an_elderly_cu.png,a store filled with lots of fresh produce .
Witnesses_reported_sounds_of_moans_and_chains_ratt.png,a black and white photo of a street sign
The_Quad___This_is_said_to_be_haunted_by_the_ghost.png,a clock tower in the middle of a city .
In_1966_there_was_supposedly_a_family_that_farmed.png,a black and white photo of a park with a bench
This_old_building_is_haunted_by_a_few_ghosts__A_Ge.png,a black and white photo of a church with a clock tower .
Nancy_walks_up_and_down_the_hill_to_the_ferry_in_h.png,a man standing in front of a train station .
You_can_hear_a_woman_scream_as_she_jumps_off_of_th.png,a black and white photo of a bedroom
Floating_lights_can_be_seen_late_at_night_in_the_f.png,a black and white photo of a city street .
Built_on_top_on_top_of_an_Ancient_Burial_Ground__P.png,a large stone building with a clock on it
Pace_Hall___Noises_can_be_heard__as_well_as_sighti.png,a black and white photo of a man standing in a room .
This_location_used_to_be_a_train_depot__but_has_be.png,a large building with a large clock on it .
Cold_spots_felt_around_some_unmarked_graves__Foots.png,a black and white photo of a building with a clock tower .
Forney_road_is_hunted_by_want_some_say_a_ghost_tha.png,a street sign on a pole near a tree
Weird_screams_coming_from_the_coffins_along_the_no.png,a horse standing in front of a building .
People_have_claimed_to_see_the_ghost_of_Wyatt_Earp.png,a church with a clock on the top of it .
a_male_in_black_cloths_running_between_the_trees_a.png,a woman walking down a street holding a black umbrella .
The_hotel_receives_strange_calls_from_extensions_t.png,a living room filled with furniture and a fire place .
People_claim_that_a_woman_was_driving_over_this_na.png,a woman sitting on a bench next to a horse .
formerly_listed_as_St__Elizabeth_Medical_Center__.png,a building with a clock on the top of it .
June_2008_Removed_due_to_vandalism__There_have_bee.png,a building with a clock on the side of it .
Gravity_Hill___Gravity_Hill_is_on_Cheaha_Road__Whe.png,a red stop sign sitting on the side of a road .
If_you_ever_go_to_this_cemetery__you_ll_know_that.png,a house that has a tree in it
Gault_Learning_Center___Witnesses_report_to_hear_t.png,a living room filled with furniture and a flat screen tv .
YMCA___The_Third_and_Fourth_floors_of_the_YMCA_use.png,a black and white photo of a group of tennis players .
This_is_the_site_of_a_Civil_War_encampment__There.png,a black and white photo of a building with a clock tower .
Formerly_posted_as__Old_Town_Cemetery____This_was.png,a red fire hydrant sitting on the side of a road .
The_first_floor_is_haunted_primarily_by_the_guest.png,a man standing in front of a doorway .
The_back_elevator_at_Pope_John_is_certainly_very_c.png,a black and white photo of a bathroom
Has_several_haunts__It_is_said_to_have_a_tunnel_ru.png,a picture of a sign on a wall .
The_warden_s_wife_was_supposedly_killed_in_front_o.png,a black and white photo of a person on a laptop .
The_school_closed_about_10_years_ago__and_to_this.png,a horse standing in front of a building .
Old_State_Mental_Hospital___after_being_closed_in.png,a black and white photo of a train station .
Late_night_workers_and_some_day_employees_have_see.png,a black and white photo of a person on a laptop .
Apparitions_of_three_ladies_killed_by_Car_accident.png,a woman in a black shirt is holding a cellphone
The_house_is_a_three_story_house__and_is_filled_wi.png,a large building with a clock on it .
The_school_is_partly_built_in_remaining_buildings.png,a red fire hydrant sitting in front of a building .
Campers_and_counselors_have_reported_seeing_appari.png,a bus is parked on the side of the road .
Residents_of_this_house_have_reported_several_stra.png,a building with a clock on the front of it .
When_you_drive_there__your_car_will_automatically.png,a black and white photo of a building
Witnesses_have_heard_loud_footsteps_and_opening_an.png,a black and white photo of a barn and a barn
Sackett_Hall___In_one_of_the_rooms_is_the_sight_of.png,a living room filled with furniture and a flat screen tv .
Old_Widow_Hudson_can_be_seen_walking_around_as_a_g.png,a black and white photo of a church
Across_from_carousel__on_the_beach_front__It_was_a.png,a black and white photo of a city street
The_Dallas_Mill_was_built_in_1891_and_burned_down.png,a building with a clock on the top of it .
In_the_1800_s_a_man_stayed_in_the_Inn_and_in_the_m.png,a black and white photo of a building
Beaver_Creek_State_Park___Esther_Hale_has_allegedl.png,a wooden bench sitting in front of a building .
A_figure_of_a_ghost_was_seen_in_the_auditorium_of.png,a clock that is on the wall of a building .
The_store_was_robbed_and_two_of_the_employees_and.png,a group of people standing in a kitchen .
Freedlander_Theatre___People_dressed_in_clothes_fr.png,a black and white photo of people walking down a street
When_you_drive_by_the_cemetery__you_can_sometimes.png,a street sign in front of a house .
Shackelford_Hall___CONDEMNED___A_girl_named_Sally.png,a building with a clock on the front of it .
Tuskegee_Army_Airfield___During_WWII__the_army_bui.png,a black and white photo of a train track
Early_in_the_morning_strange_sounds_can_be_heard_i.png,a horse standing in front of a house .
Zech_road___half_erect_barn_that_burnt_down_in_the.png,a train is parked in a field near a building .
A_long_time_ago__a_man_was_up_on_one_of_the_racks.png,a room with a wooden floor and a window .
People_get_feelings_of_being_touched__and_there_ar.png,a couple of people that are sitting on a bench
on_Brubaker_Rd__A_lady_and_her_baby_died_on_this_c.png,a black and white photo of a train station .
Many_years_ago__the_janitor_of_Whitmer_High_School.png,a black and white photo of a building with a fire hydrant .
A_Student_was_in_the_high_school_auditorium__He_we.png,a woman standing next to a man in a field .
Supposedly__there_was_a_man_who_was_building_a_hou.png,a black and white photo of a old church .
Reported_to_be_one_of_the_most_haunted_buildings_i.png,a church with a steeple and a clock tower .
old_man_blood_killed_many_families_and_hung_there.png,a black and white photo of a baseball team
The_Ghost_of_actor_Victor_Killian__roams_the_sidew.png,a black and white photo of a man in a suit .
There_is_this_old_bridge_in_Vermilion__It_s_abando.png,a train traveling over a bridge over a river .
Reports_of_ghosts_in_theater__2_and_an_uneasy_feel.png,a black and white photo of a building
Once_a_thriving_woolen_mill__it_is_now_a_museum_an.png,a building with a clock on the top of it .
The_sutro_baths_have_quite_a_history_behind_them_.png,a black and white photo of a train station .
Several_workers_complain_to_co_workers_at_seeing_g.png,a man standing next to a woman in a kitchen .
A_house_that_a_witch_lives_in_is_said_to_attract_m.png,a large building with a clock on the wall .
Todd_Hall__For_Halloween_they_gave_a_haunted_tour.png,a large building with a clock on it .
A_woman_in_white_roams_the_halls__a_nurse_with_a_c.png,a black and white photo of a man and a woman
A_figure_can_be_seen_standing_in_the_windows__as_w.png,a black and white photo of a man in a suit
the_canal_here_in_willows_is_the_place_of_many_dea.png,a train traveling down tracks next to a forest .
It_s_said_that_years_ago__I_ve_heard_both_the_1800.png,a black and white photo of a boat in the water .
Abandoned_haunted_mansion_where_doors_creaked_and.png,a living room with a fireplace and a fireplace .
It_is_a_cemetery_about_4_miles_outside_of_the_town.png,a couple of horses standing in a field .
Passed_residents_walking_up_and_down_the_halls__st.png,a man standing on a sidewalk next to a lake .
An_apparition_of_a_blond_blue_eyed_man_has_been_se.png,a woman standing in front of a wall with a clock .
Errol_Flynn_s_Former_Estate___Residents_in_the_nei.png,a group of people sitting on a bench in front of a building .
Lights_in_the_upper_room_come_on_and_off_for_no_re.png,a black and white photo of a bedroom
Reports_of_seeing_2_people_flying_towards_cars_at.png,a church with a clock tower in the background .
On_June_24__1848_James_Marshall_found_2_nuggets__T.png,a man standing next to a woman in a park .
the_hauntings_take_place_between_11pm_and_4am__You.png,a large building with a clock on it .
Many_stories_abound_around_the_haunting_here__the.png,a black and white photo of an old church .
Students_and_coaches_have_heard_people_playing_bas.png,a group of young men playing a game of frisbee .
Hanson_Tuberculosis_Hospital___there_is_a_strong_p.png,a black and white photo of a train station .
Story_has_it_that_an_old_lady_lived_in_the_old_hom.png,a black and white photo of a building with a clock
On_night_there_were_a_few_children_playing_hide_an.png,a black and white photo of a brick building .
It_is_an_abandon_hospital_there_is_green_light_tha.png,a building with a window and a window .
This_is_the_house_of_murderer_Lizzie_Borden_s__law.png,a black and white photo of a building with a clock tower .
Upstairs_is_haunted_by_a_woman_in_a_Victorian_blac.png,a living room with a couch and a table
Stuart_Hall___This_Vacant_dorm_located_on_Kent_Sta.png,a black and white photo of a brick building .
It_s_a_very_small_library__with_rotating_librarian.png,an old church with a large tree in the background .
Located_in_Blue_Ash__a_suburb_of_Cincinnati__Satan.png,a bench sitting in front of a building .
The_whole_stretch_of_road_leading_to_this_cemetery.png,a fire hydrant in the middle of a field .
Feathers_and_Fur___Sounds_and_sightings__Shadows_t.png,a cat sitting on a chair in a room .
aka_Chateau_LaRoche__never_completed____which_is_3.png,a large building with a clock tower on top .
People_s_muffled_voices_early_morning_hours_and_th.png,a man and a woman standing in a room .
Porter_College___The_Meadow___The_third_spirit_is.png,a large wooden bench sitting in the middle of a forest .
In_the_quad_by_the_lunch_tables_there_sits_a_littl.png,a building with a clock tower in the background .
Unexplainable_things_occur_here__You_hear_chanting.png,a black and white photo of a living room
International_Restaurant__above_the_main_entrance.png,a restaurant with tables and chairs and tables
Wilson_Hall____Doors_unlock_by_themselves__Alarm_c.png,a black and white photo of a man standing in a doorway
Near_the_village___Now_abandoned_and_dilapidated_.png,a building with a clock tower in the background .
The_Bradford_Sanitarium_was_Built_in_the_late_1920.png,a black and white photo of a city street
There_is_three_ghosts_in_this_theater__One_lives_b.png,a black and white photo of a church .
A_physical_presence_has_been_felt_by_many_who_ente.png,a black and white photo of a brick building
People_often_state_they_have_seen_people_wandering.png,a black and white photo of a group of people standing in front of a building .
Girard_School_used_to_stand_on_the_south_end_of_Sa.png,a red fire hydrant sitting in the middle of a field .
the_old_department_store_is_haunted_by_a__merry__s.png,a train station with a train on the tracks .
at_this_cemetery_there_are_many_weird_and_unusual.png,a group of people standing in front of a building .
A_Dark_man_that_stalks_the_brick_buildings_on_a_ba.png,a man standing in a room with a clock .
Sounds_of_music_and_dancing_are_heard_in_the_aband.png,a woman is sitting in a chair with an umbrella .
There_is_a_ghost_here_that_was_once_a_janitor_work.png,a black and white photo of a church with a clock tower .
It_is_reported_from_several_students_that_a_teenag.png,a black and white photo of a boat in the water .
This_house_is_located_in_the_middle_of_a_strawberr.png,a house that has a house in the background .
There_is_a_small_pass_that_connects_two_graveyards.png,a house that has a tree in it
Reports_of_a_ghostly_semi_truck_is_said_to_drive_a.png,a black and white photo of a park bench
A_mother_and_her_two_children_died_here_in_Room_21.png,a man and a woman standing next to each other .
Behind_the_actual__ghost_town__the_pitted_landscap.png,a black and white photo of a house
Bathroom_towel_dispensers_are_heard_being_used_and.png,a close up of a urinal on a wall
the_light__Near_oxford_their_is_a_place_called_hue.png,a black and white photo of a church with a clock tower .
Sorority_house___Sisters_who_live_in_the_sorority.png,a group of people standing in a room .
Deb_Fennel_Auditorium___Stories_of_a_ghost_that_in.png,a row of benches sitting next to each other .
The_gym_is_haunted_by_some_children__Many_people_a.png,a room filled with lots of wooden furniture .
The_tavern_is_said_to_be_haunted_by_a_spirit_who_w.png,a building with a clock on the front of it .
Noises_heard_in_boys_locker_room__You_can_hear_loc.png,a passenger train that is pulling into a station .
In_the_50s_or_60s_a_small_plane_with_a_man__his_wi.png,a black and white photo of a building
Formerly_listed_in_Mobile__Satsuma___This_is_less.png,a group of people standing in front of a building .
a_lady_that_floats_at_night_in_the_cemetery_she_ca.png,a woman is sitting on a bench in the rain .
It_is_haunted_by_a_ghost_the_staff_calls_Hector__H.png,a large building with a large wooden door .
A_woman_name_Helen_died_around_1900_while_the_land.png,a black and white photo of a clock tower .
A_boy_was_brutally_murdered_in_the_late_70s__He_wa.png,a black and white photo of an old building
Poole_Hospital___Feelings_of_being_watched__and_an.png,a black and white photo of a kitchen .
The_Holcomb_Woods_are_located_on_Holcomb_Road__jus.png,a red fire hydrant sitting in the middle of a forest .
Noises_and_whispering_can_be_heard__When_standing.png,a park bench sitting in the middle of a forest .
A_young_man_wrecked_his_car_on_the_bend_on_this_ro.png,a black and white photo of a car parked on a dirt road .
A_cemetery_that_people_say_is_haunted_by_two_men_a.png,a green and white fire hydrant sitting in the grass .
An_apparition_of_a_boy_about_11_to_13_years_old_dr.png,a man standing next to a brick wall .
Believed_to_be_haunted_by_a_woman_that_was_murdere.png,a building with a clock tower in the middle of it .
Rail_Road_Tracks___Believed_to_be_the_site_of_wher.png,a black and white photo of a train on tracks .
at_these_apartments_there_have_been_sightings_of_g.png,a boat is parked in front of a house .
Supposedly____people_jogging_on_the_river_trail_wo.png,a group of people standing on top of a sandy beach .
Briefly_turned_into_a_hospital_during_the_Civil_Wa.png,a black and white photo of a living room
A_young_student_hung_himself_at_the_basketball_cou.png,a black and white photo of a man in a suit
If_you_stop_on_the_side_of_the_road_about_2_30am_t.png,an old black and white photo of a barn
The_Seaman_s_Bethel_Chapel_Theater___The_Seaman_s.png,a room that has a bed and a table in it
Hauntings_of_a_nun_who_killed_herself_by_hanging_h.png,a man standing in front of a bathroom mirror .
McNeale_Hall___The_main_boys_dorm_at_Idyllwild_Art.png,a black and white photo of a building with a clock tower .
It_is_located_off_the_main_highway_used_by_trucker.png,a horse standing in front of a building .
Statue_at_Mockingbird_Hill__said_to__yodel__and_gl.png,a statue of a man standing in front of a building .
In_the_courtyard__you_can_see_children_playing_aft.png,a clock tower in the middle of a city .
Toltec_Elementary_School_3_angry_dark_shadows_roam.png,a man standing in a kitchen next to a refrigerator .
Part_of_an_1830s_canal_system__known_as_Grethen_s.png,a group of people riding on top of a river .
known_as_the_sugar_shack__they_tapped_trees_for_ma.png,a black and white photo of a house
The_Lady_of_the_Lake___Believed_to_be_haunted_by_M.png,a boat floating on a river next to a forest .
Rumors_talk_of_a_spooky_spirit_within_the_walls_of.png,a black and white photo of an old church .
The_Band_Room_is_haunted_by_two_band_students_that.png,a man standing in front of a flat screen tv .
Rail_Road_Mine___Fair_warning___no_trespassing_you.png,a man is standing next to a train .
Reports_of_an_apparition_of_a_woman___hear_the_lad.png,a black and white photo of a brick building
Spotted_a_girl_in_the_hallway__Her_parents_died_in.png,a man standing in front of a doorway .
On_Prospect_Road_Off_of_Hwy_49___It_s_an_old_churc.png,a building with a clock on the top of it .
The_Langston_s_store_in_the_Stockyards_used_to_be.png,a black and white photo of a brick building
Many_years_ago__little_girl_was_hit_and_killed_by.png,a large building with a clock tower on top .
West_Toledo_Branch_Library___Odd_noises_and_bumps.png,a room filled with lots of different colored clocks .
formerly_Pic__N__Save_stores___This_is_the_BIG_LOT.png,a building that has a sign on it .
Stivers_Middle_School_is_said_to_be_haunted_by_a_t.png,a building with a clock on the front of it .
apparition_of_a_child_has_been_reported_.png,a black and white photo of a person sitting on a bench
is_said_to_be_haunted_by_the_ghost_of_Ethel_Dwyer_.png,a large building with a clock on it
The_story_goes_that_back_in_the_mid_1800s_5_men_we.png,a black and white photo of a brick building
Every_home_football_game__shimmers_of_mysterious_l.png,a crowd of people watching a tennis match .
formerly_Six_Flags_Worlds_of_Adventure___One_day_a.png,a black and white photo of a park bench .
This_road_used_to_be_a_trail_through_this_farm__th.png,a road that has some trees on it
New_Union_Center_for_the_Arts___strange_voices_whe.png,a building that has a clock on the side of it .
If_you_cross_the_church_s_gate__you_feel_a_strange.png,a large church with a clock tower on top of it .
A_short_woman_haunts_the_auditorium__rumor_is_it_i.png,a car is parked in front of a house .
during_a_trip_to_the_museum__there_were_people_the.png,a clock on the side of a building
In_the_historical_section_of_the_hotel_scents_of_w.png,a cat sitting on a chair in a room .
In_the_women_s_restroom__the_water_faucets_have_be.png,"a bathroom with a toilet , sink , and bathtub ."
Elsinore_Middle_School___March_2008_update_correct.png,a red stop sign sitting on the side of a road .
Cold_spots_reported__There_is_a_report_of_a_police.png,a tall brick building with a clock on it .
Reports_of_apparitions__bottles__keys_and_other_it.png,a black and white photo of an old church .
In_the_forest_of_the_Yardley_estates_their_is_nois.png,a black and white photo of a barn in a field .
Trumbull_County_Campus___A_man_who_worked_there_as.png,a tall building with a clock on it
A_hotel_in_an_amusement_park__It_caught_on_fire_an.png,a large building with a clock on it
On_tinkers_creek_road_there_is_a_hidden_cemetery_l.png,a red fire hydrant sitting in the middle of a field .
The_Cemetery_is_very_old_and_has_grave_stones_goin.png,a group of people sitting on a bench in a park .
Gretchen_s_Lock___Gretchen_was_the_daughter_of_a_w.png,an old black and white photo of a train
Carlisle_Hall___Believed_to_be_haunted_by_an_unkno.png,a living room with a couch and a table
The_Stage_in_the_auditorium_is_haunted_by_the_ghos.png,a room filled with lots of different types of clocks .
Typical_lighthouse_story_of_a_waiting_woman__It_ha.png,a white and black clock tower sitting in front of a building .
It_use_to_be_an_old_shoe_store__the_old_fireplace.png,a black and white photo of a building
Those_that_live_around_Millville_have_seen_many_ap.png,a black and white photo of a building
Ask_anyone_in_this_small_town_and_they_will_give_y.png,a church with a steeple and a clock .
There_are_two_tales_to_the_story__One_tale_is_that.png,a building with a sign on the side of it
A_student__Lillian__haunts_Merion_Hall__She_went_h.png,a young boy standing in a living room holding a bat .
Books_thrown_off_shelves__can_hear_an_organ_being.png,a large stack of books sitting on a table .
Formerly_part_of_Route_66___Between_the_cross_stre.png,a sign that is on the side of a building .
An_old_theater_used_to_occupy_this_site_and_was_to.png,a black and white photo of a living room
This_place_was_home_to_Salem_s_Developmentally_Dis.png,a black and white photo of a old house
James_A__Garfield_House___Witnesses_report_having.png,a vintage photo of a building with a clock tower
The_Council_Chambers_has_been_haunted_for_many_yea.png,a room filled with lots of tables and chairs .
is_haunted_by_a_man_that_was_killed_by_falling_of.png,a man is standing in front of a window .
Cortage_park_is_an_almost_empty_mall__It_once_was.png,a black and white photo of a building with a clock tower .
The_carousel_in_the_park_is_an_old_one__with_hand.png,a group of people standing in front of a building .
Fiddler_s_Green___A_pioneer_woman_who_was_said_to.png,a black and white photo of a farm
Squire_s_wife_that_died_in_the_castle_from_breakin.png,a clock on a wall in a room .
Reports_of_a_presence_felt_and_seeing_movement_in.png,a black and white photo of a church
There_have_been_sightings_of_ghosts_in_one_of_the.png,a black and white photo of a man in a suit
These_mines_are_haunted_by_the_White_Witch__In_lif.png,a room filled with lots of wooden furniture .
The_Strub_Theatre___Said_to_be_haunted_by_an_old_l.png,a room with a lot of people in it
NASA_Building_26___In_the_early_days_of_NASA_being.png,a building with a clock on the side of it
Things_move_around_the_cabin_when_no_one_was_aroun.png,a room that has a table and chairs in it
The_Adina_Indian_Mound___This_is_very_easy_to_get.png,a red fire hydrant sitting in the middle of a field .
There_is_a_cemetery_in_Olmsted_Falls_that_is_said.png,a bunch of flowers that are in a field
Black_Figures_seen_floating_around___moaning_heard.png,a group of people standing on top of a lush green field .
Highway_17___People_have_claimed_to_see_the_ghost.png,a man standing in front of a truck on a dirt road .
a_large_house_with_100_stairs__outside_and_900_sta.png,a large building with a clock on it .
The_entrance_to_the_cemetery_is_surrounded_by_noth.png,a building with a clock on the side of it
It_is_said_that_if_you_cross_the_bridge_coming_fro.png,a black and white photo of a barn and a barn
There_are_2_ghosts_one_is_of_the_owner_of_the_land.png,a black and white photo of a man standing in a doorway .
A_young_girl_worked_there_in_the_70_s_or_60_s__A_c.png,a vintage photo of a building with a clock
A_lady_dressed_in_white_and_an_old_gentleman_dress.png,a black and white photo of a clock tower .
The_grounds_of_this_old_hospital_are_believed_to_b.png,a group of people sitting on top of a wooden bench .
an_old_cemetery_located_on_the_north_side_of_highw.png,a fire hydrant sitting in the middle of a field .
It_is_in_a_small_cemetary_just_north_of_town_on_cr.png,a group of people sitting on a bench near a tree .
Legend_has_it__that_in_the_early_70_s_a_well_known.png,a church with a clock on the top of it .
numerous_ghosts_sightings_and_even_more_strange_pr.png,a large building with a clock on it
Its_haunted_by_the_guy_who_died_in_the_auditorium.png,a black and white photo of a building with a clock tower .
at_the_middle_school_it_is_said_to_be_that_there_i.png,a group of people standing in front of a building .
People_say_that_a_young_girl_haunts_Jefferson__Jef.png,a black and white photo of a man sitting on a bench .
said_to_first_be_a_Masonic_lodge_and_then_later_a.png,a black and white photo of a brick building .
Lights_turn_on_and_off_by_themselves__Cool_breezes.png,a living room with a couch and a table
Strange_growling_and_whisperings_have_been_heard_i.png,a group of people standing next to a building .
Off_Campus_Bookstore___In_the_late_30_s_or_early_4.png,a pile of books sitting on top of a shelf .
Dry_Run_pond_Creek_Road___A_small_child_with_brown.png,a black and white photo of a train
June_2008_Removed__There_have_been_ZERO_occurrence.png,a black and white photo of an old church .
Porter_College___A_Building____On_the_fifth_floor.png,a building with a window and a window .
Since_the_riot_many_correction_officers_has_seen_s.png,a black and white photo of a horse drawn carriage .
A_witness_claims_to_have_gotten_photographic_anoma.png,a black and white photo of a living room
Like_most_Civil_War_battlegrounds__Pea_Ridge_has_h.png,a group of people standing in front of a building .
The_2nd_floor__which_is_the_Call_Center__Typing_ca.png,a view of a hallway from a hallway .
If_you_stand_on_the_bridge_and_look_down_the_railr.png,a reflection of a person in a mirror
During_a_play__a_kid_fell_of_the_catwalk_over_the.png,a man and a woman standing next to each other .
Doors_slamming__objects_moving__a_man_walking_the.png,a black and white photo of a bedroom
East_of_Ada__on_the_Chickasaw_Nation_land_named_Ku.png,a horse standing in front of a building .
V_C_WareHouse___Many_Years_Ago_A_man_hung_himself.png,a black and white photo of a kitchen with a window
Due_to_fact_this_institution_is_a_maximum_security.png,a large building with a clock tower on top .
Seeing_eye_s_peering_down_on_you_from_ceiling_the_.png,a black and white photo of a wooden bench .
This_place_is_mention_in_the_book_called_Ghosts_of.png,a black and white photo of an old church .
Believed_to_be_a_passing_for_frontiers__many_say_t.png,a black and white photo of a building
a_woman_was_brutally_killed_on_her_wedding_night_a.png,a man standing in front of a wall holding a skateboard .
5_roads__all_of_which_have_some_kind_of_mysterious.png,a red fire hydrant sitting in the middle of a forest .
Many_of_these_soldiers_who_died_were_buried_in_the.png,a group of men standing next to each other .
There_are_two_parts_to_this_cemetery_on_West_River.png,an old building with a fire hydrant in front of it .
Jefferson_High_School___Following_basketball_games.png,a building with a clock on the top of it .
Salt_shakers_will_smash_against_the_wall__The_free.png,a group of people sitting around a table .
in_the_uphill_campus_for_the_boys_locker_room_is_h.png,a large building with a clock tower on top .
reports_of_seeing_a_black_shadowy_figure____eerie.png,a black and white photo of a church
near_gore_orphanage_road_there_is_another_road_nam.png,a cow standing in a field next to a tree .
A_railroad_spike_was_removed_from_a_hole_and_ever.png,a man sitting on a bench in front of a building .
The_sycamore_inn__now_a_great_steak_house_along_th.png,a building with a clock on the side of it
The_Bard_Mansion__which_resides_inside_the_Port_Hu.png,a large building with a clock tower on top .
Cold_spots_felt__apparitions_seen__slamming_doors.png,a black and white photo of a living room
The_ghost_of_the_famous_pirate_Jean_Lafitte_is_som.png,a man and a woman standing next to each other .
in_the_band_room_there_are_2_ghosts__One_of_them_h.png,a room filled with furniture and a flat screen tv .
This_building_was_closed_down_about_5_7_years_ago_.png,a black and white photo of a brick building
College_Hall___2nd_Floor___In_The_Grand_Foyer_ther.png,a black and white photo of a train station .
As_you_first_start_to_drive_down_this_road__to_you.png,a red truck is parked in a field
A_presence_has_been_reported_in_both_the_Blue_Room.png,a black and white photo of a church with a clock tower .
Used_to_be_a_Library___Haunted_by_old_Librarian_wh.png,a black and white photo of an old church .
The_Antebellum_House_sits_on_an_old_plantation__Th.png,a fire hydrant in front of a building .
January_2004_correction_and_update__A_local_parano.png,a black and white photo of an old building
Apparently_a_worker_back_in_the_70_s_committed_sui.png,a black and white photo of a man in a suit
Cry_Baby_Bridge___Same_Bridge_as_above_different_s.png,a wooden bench sitting in the middle of a forest .
one_of_the_city_s_landmark_buildings_is_so_haunted.png,a large building with a clock tower on top .
