Filename,Caption
Mixon_hall___a_student_reportedly_humg_himself_fro.png,a man holding a frisbee in his hands .
In_the_early_1900_s_their_was_a_great_fire__it_iss.png,a picture of a sign that reads `` <UNK> '' .
Legend_has_it_that_an_old_man_used_to_live_in_a_sm.png,a black and white photo of a person on a laptop .
When_you_drive_on_the_bride_stop_in_the_middle_of.png,a bus driving down a road next to a river .
A_junior_who_attended_NCHS_in_the_1940_s_rumored_t.png,a person sitting on a bench in front of a window .
There_are_rumors_that_the_school_is_haunted__slamm.png,a group of people standing on top of a bridge .
The_tunnels_were_originally_built_back_in_the_earl.png,a train station with a train on the tracks .
It_s_said_that_a_girl_mysteriously_got_pushed_in_t.png,a group of people standing around a table .
people_say_they_have_seen_lights_on_in_the_house_a.png,a close up of a train on a train track
A_man_was_killed_who_once_lived_in_the_Stoney_End_.png,a black and white photo of a person on a laptop .
two_car_links_past_the_last_turnoff_on_left_of_roa.png,a pair of scissors sitting on top of a table .
Two_twin_train_tunnels_are_haunted_by_a_man_that_g.png,a close up of a pair of scissors
Some_people_have_encountered_strange_noises__saw_.png,a collage of pictures of a man holding a skateboard .
Surveillance_cameras_seen_3_children_running_aroun.png,a close up of a pair of scissors
Rumor_has_it_that_Walter_Schoreder__Owner__was_mur.png,a sign that is on the side of a building .
Spanky_s_Dinner_has_a_long_history_of_paranormal_a.png,a black and white photo of a person on a laptop .
AKA_Lydia_s_Bridge___Just_outside_of_Greensboro__t.png,an airplane flying over a bridge over a body of water .
In_the_late_1800_s__during_a_family_well_digging_g.png,a man wearing a tie and a neck tie .
On_Ringling_Road_there_is_a_trail_that_leads_to_a.png,a close up of a cake with a train on it
a_camp_once_used_as_a_reform_ranch_for_boys__there.png,a blue and white bus parked in a field .
It_is_said_that_in_the_early_1900_s_a_teacher_went.png,a large building with a clock on top .
A_man_once_killed_himself_at_a_house_on_Lowell_rd_.png,a white house with a house in the background .
There_is_a_lake_down_in_Spotsville_Kentucky__Back.png,a boat floating on a river next to a forest .
Basement_is_said_to_be_haunted__On_a_couple_occasi.png,a black and white photo of a person on a laptop .
There_has_been_reports_of_an_old_lady_who_wonders.png,a woman is standing in front of a mirror
The_quad_area___used_to_be_a_cemetery__which_was_m.png,a wooden bench sitting in front of a tree .
Abandoned_Forestry_Compound___There_is_a_building.png,an old barn with a barn in the background .
The_original_building_in_this_location_was_constru.png,a large building with a clock on it .
A_local_merchant_was_staying_late_one_night_to_com.png,a wooden bench sitting next to a building .
you_can_drive_down_the_road_in_which_it_is_located.png,a street scene with focus on a street sign .
Long_ago_a_newlywed_bride_was_wearing_her_wedding.png,a wooden bench sitting in front of a building .
Cushing_Hall__Andersen_Science_Center__Grady_Nutt.png,a person standing in front of a mirror in a room .
The_tomb_has_the_feel_of_anger_and_often_a_large_b.png,a large building with a clock on the side of it .
When_traveling_by_the_restaurant_late_at_night_fro.png,a train that is sitting on the tracks .
In_the_evening_and_at_night_voices__laughter__whis.png,a group of stuffed animals sitting on top of a table .
Administration_Building___there_is_a_smell_of_ciga.png,a large building with a large clock tower .
The_museum_is_supposedly_haunted_by_a_former_resid.png,a large building with a clock on it .
M_R_estates___In_the_civil_war_days_the_confederat.png,a large building with a clock on it .
Village_Townhouses_and_the_Griffin_Hall___In_addit.png,a large building with a clock on it .
On_numerous_occasions_vaporous_forms_are_seen_in_t.png,a sign that says `` <UNK> '' on a street corner .
Cabin___Footsteps_heard__apparitions_seen___items.png,a large building with a clock on it .
Hughes_Hall___Hauntings_are_reported_to_happen_all.png,a view of a building with a clock on it .
a_lady_has_been_seen_walking_around_in_a_white_dre.png,a group of ties hanging from a ceiling .
Trollwood_is_currently_home_to_the_performing_arts.png,a large building with a clock on it
Witches_Grave___This_cemetery_is_located_off_of_Fo.png,a red and white fire hydrant sitting in a field .
Goody_s_Clothing_Store___Many_strange_things_have.png,a pair of scissors sitting on top of a table .
there_are_many_ghosts_in_the_old_patient_wing_buil.png,a train station with a train passing by .
Railroad_and_newspaper_man_Frank_Hammill_is_genera.png,a yellow and blue bus is parked in a lot
Westover_Mansion___Feelings_of_ghostly_presences_w.png,a large clock tower towering over a city .
Bell_Tower___From_the_bell_tower_of_the_church_peo.png,a tall building with a clock on top of it .
Room_300___While_a_Marine_was_sleeping_he_was_slap.png,a stop sign with a sign on it
formerly_Old_High_School____lights_going_on_and_of.png,a stop sign is shown in front of a building .
Activity_and_energy_surrounding_that_graveyard_.png,a group of people standing next to a train .
Said_to_be_haunted_by_a_woman_that_was_killed_by_S.png,a dog is looking out of a window .
In_the_early_1900_s_a_young_woman_named_Stella_Kin.png,a woman is holding a glass of wine .
The_Historic_Sheridan_Inn_is_haunted_by_the_spirit.png,a clock tower in the middle of a city .
Band_room___There_are_cold_spots_in_the_room__voic.png,a close up of a luggage bag on a table
This_has_been_removed_due_to_being_residential_pri.png,a bunch of suitcases are stacked on top of each other
A_teacher_who_fell_from_the_roof_and_died_has_been.png,a large group of colorful kites are in the air .
On_certain_nights_around_12_00_a_young_woman_can_b.png,a group of different colored ties hanging on a wall .
Located_1_mile_past_Zooland_Campground_on_Pisgah_C.png,a close up of a red and white vase on a table
the_ghost_of_a_conductor_named_Joe_Baldwin_is_said.png,a close up of a stop sign with a sky background
Lindbergh_elementary___Custodian_was_killed_in_a_f.png,a black and white photo of a person on a laptop .
every_morning_on_third_shift_a_meal_cart_can_be_he.png,a man in a red shirt is standing in front of a television
Several_years_ago_there_was_an_old_man_worked_as_a.png,a black and white photo of a person on a laptop .
Strange_white_lights__and_apparitions_seen_.png,a person standing in front of a mirror with a blow dryer .
A_female_ghost_is_said_to_appear_in_the_basement_a.png,a room with a bed and a table
There_was_a_little_boy_murdered_there_by_the_swing.png,a cat is looking out of a window .
Reports_of_a_lady_in_White___many_white_figments_f.png,a group of birds sitting on top of a table .
Fordham_is_built_on_two_things___the_old_Rose_Hill.png,a tall building with a clock on it .
the_spirits_of_an_unidentified_elderly_couple_have.png,a person is flying a kite in the sky .
Fine_Arts_Building____The_Fine_Arts_building_was_o.png,a train car with a train on it
Auditorium___there_have_been_reports_of_footsteps.png,a group of black and white vases sitting on top of a table .
In_the_computer_room_on_the_third_floor_there_tend.png,a microwave oven sitting on top of a counter .
near_the_Pamlico_Sound__There_is_one_ghost_by_the.png,a picture of a building with a sign on it .
one_night_in_the_Theater_a_young_girl_was_trying_o.png,a red fire hydrant in front of a building .
a_lady_spirit_has_been_reported_walking_around_the.png,a close up of a cake on a table
You_can_stand_on_the_tracks_and_stare_back_to_the.png,a group of baseball bats sitting on top of a table .
The_ghost_of_a_little_girl_wanders_around_this_str.png,a picture of an old fashioned tv in a room .
a_white_figure_of_a_girl_maybe_sixteen_or_so__has.png,a black and white photo of a person on a laptop .
Cedar_Mountain_use_to_be_called_Spirit_Mountain_be.png,a large building with a clock on it .
It_s_a_medium_security_state_prison_built_in_1932_.png,a group of people standing next to a train .
The_motel_was_a_brothel_during_the_latter_part_of.png,a street sign with a sticker on it
Indian_children_crying_and_roaming_about_the_campu.png,a close up of a pair of scissors
Apparitions_seen_and_strange_feelings_.png,a living room filled with furniture and a tv .
Round_Mound_Cemetery___A_witch_haunts_this_old_cem.png,a black and white photo of a clock
When_you_drive_by_the_bridge_on_rainy_nights_you_c.png,a black and white photo of a person on a laptop .
During_renovation_work_in_the_1980_s__workers_and.png,a black and white photo of a train station .
Very_large_facility__opened_in_1872_closed_1997__a.png,a group of people standing in front of a bus .
Watts_creek___there_are_several_hauntings_in_the_s.png,a red and white surfboard sitting on top of a table .
Located_on_Main_Street__many_of_the_students_and_s.png,a table topped with a laptop computer and a keyboard .
A_worker_has_heard_many_strange_noises_out_in_the.png,a close up of a street sign with a sky background
It_is_said_that_back_in_the_1800_s_a_young_girl_an.png,a black and white photo of a person on a laptop .
Numerous_reports_of_unexplained_happenings_from_wi.png,a church with a clock on the top of it .
Fine_Arts_Building__The_elevator____they_have_comp.png,a close up of a mirror on a wall
Visions_of_Adam_Boebel__The_man_who_built_the_hote.png,a close up of a train on a train track
Witnesses_report_seeing_a_frail_very_white_woman_w.png,a black and white photo of a street sign .
Cowles_Hall___Reported_sites_of_floating_lights_do.png,a close up of a bird on a table
This_casino_was_actually_a_farm_many_years_ago__In.png,a building with a large clock on it .
The_Surrounding_Woods___a_long_dead_figure_of_a_la.png,a group of people riding on the backs of horses .
It_is_said_to_be_haunted__It_is_said_there_are_wei.png,a statue of a man sitting on a bench .
it_is_said_that_locker_303_is_haunted_by_a_little.png,a display case filled with lots of different colored vases .
Pierce_Hall___located_on_Alumni_Quad_is_said_to_be.png,a clock tower in the middle of a park .
One_apartment_in_this_complex_has_been_said_to_be.png,a couple of people standing on top of a grass covered field .
In_the_backroom_of_the_stage_where_all_of_the_cost.png,a fire hydrant in front of a brick wall .
This_place_was_a_nice_ski_resort_which_opened_in_t.png,a group of people standing next to each other .
Large__things__like_to_jump_onto_cars_that_sit_in.png,a black and white photo of a person on a laptop .
It_is_said_that_the_spirit_of_a_young_boy_roams_th.png,a bunch of ties hanging on a wall .
Back_in_1997__there_was_an_off_duty_FDNY_firefight.png,a person holding a pair of scissors in their hands .
There_was_a_janitor_at_GCHS__Grays_creek_high_scho.png,a close up of a person holding a cell phone
There_is_a_spot_around_Moon_Lake_that_has_a_Chiefs.png,a fountain with a fountain in the middle of it .
Madison_Middle_is_very_old__first_it_was_a_civil_w.png,a black and white photo of a person on a laptop .
2_kids_were_driving_and_got_killed_on_the_front_ya.png,a group of people standing in front of a building .
An_abandoned_church__that_was_left_with_everything.png,a bunch of vases that are on a table .
there_is_an_old_bridge_in_Goshen_said_to_be_haunte.png,a train traveling down train tracks near a forest .
haunted_by_a_Ziegfeld_Follies_chorus_girl__Olive_T.png,a black and white photo of a person on a laptop .
When_the_Prestonsburg_High_School_was_built_a_man.png,a person is riding a skateboard on a ramp .
Being_that_West_Point_is_the_oldest_military_post.png,a clock tower in the middle of a city .
Located_in_sunset_park_Brooklyn__It_s_an_old_monas.png,a black and white photo of a person on a laptop .
The_Weaver_House__torn_down___Get_on_Trenton_road.png,a building with a clock on the front of it .
Many_sightings_and_noises_within_the_grave_yard_.png,a black and white photo of a person on a laptop .
At_Clarksville_Station_there_is_a_Really_old_Train.png,a black and white photo of a train
Lincoln_Academy_used_to_be_a_all_girls_school_one.png,a large building with a large clock on it .
This_haunted_hotel_is_very_spooky_not_to_mention_v.png,a man is standing in front of a large clock
In_the_break_room_at_night_the_lockers_and_doors_o.png,a black and white photo of a person on a laptop .
The_main_building_was_an_old_tuberculosis_sanitari.png,a black and white photo of a train on a track
When_Pictures_are_taken_a_thick_mist_will_appear_i.png,a black and white photo of a person on a laptop .
A_man_in_all_black_will_approach_you__A_very_pale.png,a black and white photo of a person on a laptop .
In_the_theater_while_your_alone_lights_will_go_off.png,a red suitcase sitting on top of a wooden table .
In_the_school_during_basketball_games_the_cheerlea.png,a black and white photo of a person on a laptop .
Topeka_High_School_is_one_of_the_oldest_schools_in.png,a tall building with a clock on it .
Lady_Grey_haunts_this_building_along_with_a_ghostl.png,a person sitting at a table with a laptop .
Millcreek___in_1956_there_was_a_coal_mines_collaps.png,a large building with a large clock tower .
Catering_Hall___the_place_is_haunted_by_two_guys_a.png,a black and white photo of a person on a laptop .
Previous_owner_and_painter_Ray_Fox_is_said_to_haun.png,a black and white photo of a person on a laptop .
Clark_Hill___In_the_late_1960_s__there_was_said_to.png,a red fire hydrant in front of a house .
when_visiting_the_basement_part_where_the_prisoner.png,a group of people standing next to each other .
The_Dartford_Cemetery_is_an_old_cemetery_located_i.png,a group of people standing around a wooden table .
Smalleys_Inn_Restaurant___building_has_been_there.png,a group of people standing on top of a bridge .
A_Revolutionary_War_fort_rebuilt_on_its_original_s.png,a black and white photo of a person on a laptop .
A_man_often_felt_but_rarely_seen_often_likes_to_be.png,a black and white photo of a person on a laptop .
There_a_ghost_named_Tony_who_was_a_riverboat_music.png,a close up of a cake on a table
an_apparition_of_a_boy_with_high_red_knee_socks__a.png,a person in a blue shirt is doing a trick
An_old_cemetery_on_a_hill_near_Clay_Center_where_p.png,a large building with a clock on the front of it .
there_is_supposedly_a_witch_buried_in_this_graveya.png,a close up of a pair of scissors
old_Whitesville_school___If_you_go_to_the_old_Whit.png,a group of people standing next to each other .
Two_patients_that_were_killed_in_the_tunnel_betwee.png,a close up of a vase with flowers in it
Numerous_reports_of__ghostly__men_upon_horseback_r.png,a man riding a skateboard down a street .
Kessler_Administration_Building___3rd_and_4th_floo.png,a large building with a clock on it .
This_is_sort_of_covered_with_the_Bender_Park_Story.png,a birthday cake with a train on it
Mr__Mayo_has_been_seen_in_his_era_clothing_and_hat.png,a black and white photo of a person on a laptop .
they_say_that_if_you_go_in_the_school_s_gym_and_tu.png,a group of people standing next to each other .
balls_of_light__white_lady_on_the_stage_and_the__b.png,a view of a bunch of umbrellas in the air .
The_house_was_moved_from_Old_Lick_Creek_after_a_fa.png,a large building with a clock on it .
Frisch_residence_hall___The_5th_floor___allegedly.png,a room with a large clock on the wall
It_was_a_hospital_for_patients_with_TB__The_place.png,a man standing in front of an open refrigerator .
late_at_night_you_can_here_a_loud_whaling_and_scre.png,a group of people standing in front of a building .
Court_Yard___well_if_you_go_out_into_the_quart_yar.png,a clock on the side of a building .
A_few_years_a_back_and_women_was_shot_and_murdered.png,a group of people standing in a room .
Gravity_hill___Stop_your_car_at_the_bottom_of_the.png,a car is parked on the side of the road .
Horton_Hall___Horton_Hall_is_one_of_the_many_old_b.png,a birthday cake with candles on it on a table .
Salem_College_for_Women___Gramley_Library_Building.png,a red stop sign sitting on top of a metal pole .
Reported_sightings_of_little_girls_playing_and_lau.png,a black and white photo of a person on a laptop .
Many_people_have_said_they_ve_seen_heard_voices_in.png,a black and white photo of a person on a laptop .
Sound_of_Children_playing__The_story_is_that_these.png,a close up of a cake on a table
we_went_to_roam_around_in_our_car_about_12_30am_an.png,a tall building with a clock on it
Rock_County_Theater___There_have_been_the_sound_of.png,a view of a building with a clock on it .
When_Concordia_moved_from_downtown_Milwaukee_to_it.png,a large building with a clock on it .
Abandoned_house_where_a_woman_in_white_can_be_seen.png,a house with a house in the background .
This_old_Victorian_mansion__once_owned_by_occult_w.png,a large building with a clock on it .
The_ghost_that_is_reputed_to_haunt_the_Hutchinson.png,a black and white photo of a person on a laptop .
Now_housing_the_Sculpture_Ceramics_departments__It.png,a train on a train track near a building
If_you_go_to_the_Jackson_plot_just_off_highway_13.png,a building with a clock on the top of it .
Stritch_DormsCardinal_Stritch_dorms_used_to_be_a_p.png,a group of birds standing on top of a building .
West_Dorm___In_the_fire_of_1923__a_young_student_n.png,a wooden bench sitting in front of a window .
Varsity_Hall____a_stagehand_man_was_apparently_smo.png,a large clock mounted to the side of a building .
Music_Hall___there_have_been_reports_of_a_piano_pl.png,a black and white photo of a person on a laptop .
Bellefonte_is_an_Old_Catholic_hospital_and_it_is_s.png,a group of people standing in front of a building .
When_the_lights_are_out_one_can_hear_strange_noise.png,a black and white photo of a person on a laptop .
In_the_hallways_you_hear_whispers_and_where_they_h.png,a train door is open in a train station .
it_s_an_abandoned_nursing_home_that_is_closed_off.png,a bathroom with a toilet and a shower .
Down_towards_the_lower_part_of_Cal_Hill_just_as_yo.png,a group of parking meters sitting in front of a building .
Pultneyville_Cemetery___Shadows_moving_in_the_tree.png,a car parked in front of a building .
Beams_Electric_Supply_store___is_said_by_the_now_o.png,a group of people standing next to each other .
The_Old_Church_Parsonage__originally_built_in_1880.png,a church with a steeple and a clock .
At_night_on_the_catwalk_you_can_see_a_woman_in_whi.png,a view of a city from inside a vehicle .
For_years__second_and_third_shift_workers_occasion.png,a close up of a person holding a pair of scissors
It_is_said_that_a_man_was_killed_in_this_old_build.png,a large white bird sitting on top of a building .
There_have_been_many_stories_about_this_area__such.png,a close up of a train on a train track
Witnesses_have_seen_ghosts_on_different_occasions_.png,a group of people standing next to each other .
There_s_a_lady_girl_that_walks_around_the_hall_way.png,a black and white photo of a person on a laptop .
There_have_been_sightings_of_a_soldier_dressed_in.png,a black and white photo of a person on a laptop .
Humphrey_Hall____a_student_dormitory_for_Juniors_a.png,a train station with a train on the tracks .
formerly_known_as_Webbers_Wayside_Inn__The_story_g.png,a store front with a sign on it
Located_near_Early_Addition_St__There_is_a_certain.png,a group of people standing next to each other .
Reports_of_David_White_s_ghost_haunting_the_carniv.png,a close up of a train on a train track
Blake_Hall___Steuben_Hall___Strange_Presences_have.png,a black and white photo of a person on a laptop .
The_Cropsey_family_moved_to_N_C__in_the_1890_s_fro.png,a house that is in the middle of a field .
The_old_theatre__and_church__on_Maine_Strasse_in_C.png,a red stop sign sitting on the side of a road .
Skipworth_Cemetery___It_is_said_that_this_cemetery.png,a group of people standing on top of a wooden bench .
Cortland___Degroat_Hall___This_hall_is_reported_to.png,a room filled with lots of different types of luggage .
A_construction_worker_was_killed_during_the_buildi.png,a large jetliner sitting on top of a tarmac .
the_park_used_to_have_a_house_that_set_there_on_th.png,a close up of a cake on a table
_the_auditorium_ghost____someone_or_something_alwa.png,a large building with a clock on the top of it .
a_man_in_old_army_clothing_is_supost_to_be_seen_in.png,a group of men standing next to each other .
It_is_said_that_if_you_go_to_that_old_train_railro.png,a picture of a clock on a wall .
Upon_a_hill_there_is_a_cemetery__It_s_unlike_any_o.png,a black and white photo of a person on a laptop .
Almost_every_night_in_the_month_of_September_aroun.png,a living room filled with furniture and a lamp .
A_teachers_died_in_one_of_the_classrooms_so_now_if.png,a collage of photos of a baseball game .
A_young_girl_named_Marwas_performing_on_stage_unti.png,a woman is standing in front of a train .
A_woman_dressed_in_gothic__translucent__white_clot.png,a black and white photo of a person on a laptop .
It_has_been_in_the_news_paper_a_lot__about_a_man_w.png,a close up of a person holding a cell phone
Was_an_old_Rectory_for_a_church_but_was_them_moved.png,a birthday cake with candles on top of it
At_night_behind_the_bridge__Civil_War_soldiers_hav.png,a couple of people walking down a street .
Grant_Park___Seven_Bridges___It_has_be_rumored_tha.png,a large clock tower towering over a city .
Founders_Hall___is_haunted_by_a_girl_whose_corpse.png,a living room with a couch and a table
There_are_about_twenty_graves_in_this_cemetery_tha.png,a group of people standing next to each other .
Owsley_County_High_School___A_man_roams_the_halls.png,a train station with a train on the tracks .
people_have_experience_when_they_went_there_to_inv.png,a close up of a sign on a building
You_can_see_a_face_in_one_of_the_top_windows__thou.png,a book sitting on top of a wooden table .
One_of_the_rooms_on_the_top_floor_is_said_to_be_ha.png,a large building with a clock on the front of it .
Igoe_Hall___A_student_named_Jimmy_Igoe_was_killed.png,a close up of a box of doughnuts
recently_torn_down_and_rebuilt___When_the_Zalandia.png,a black and white photo of a person on a laptop .
Every_night_at_midnight_if_you_stand_on_the_hill_b.png,a black and white photo of a person on a laptop .
Merritt_Dorm___which_is_a_girls_dorm_the_water_fac.png,a red and white train on a train track .
a_little_boy_was_drowned_in_this_well_known_to_be.png,a white toilet sitting on top of a wooden floor .
Old_Miners_Memorial_Hospital_and_ARH_Regional_Hosp.png,a building with a clock on the front of it .
There_has_been_said_and_heard_of_small_children_ru.png,a group of people standing in front of a building .
The_Gym__2nd_Auditorium___The_gym_which_seconds_as.png,a train station with a train on the tracks .
When_you_cross_cry_baby_bridge_you_hear_a_baby_s_c.png,a bird flying in the air near a building .
Radio_station_is_haunted_by_a_man_named_Cushing__H.png,a close up of a blender on a table
At_night_the_current_owner_of_the_restaurant_turns.png,a large building with a clock on it .
The_ghost_of_former_Rector__Dr__Alexander_Griswold.png,a picture of a clock on a wall .
In_about_the_1820_s_on_a_Halloween_day_this_church.png,a close up of a red and white fire hydrant .
Children_voices_have_been_heard_laughing_and_cryin.png,a man in a neon vest holding a neon sign .
Reports_of_an_apparition_of_a_pale_woman_with_no_f.png,a dog sitting in front of a microwave .
Two_nuns_can_be_seen_floating_down_the_halls__and.png,a black and white photo of a person on a laptop .
The_old_coats_Plantation___This_place_was_built_in.png,a white house with a house in the background .
In_rooms_145_148_there_are_two_ghostly_figures_of.png,a close up of a clock on a wall
footsteps_following_you_in_the_basement__music_pla.png,a table topped with lots of different colored cups .
Virginian___A_ghost_is_said_to_haunt_the_rooms_and.png,a room with a bed and a window
A_boy_who_drowned_in_the_lake_in_the_park_is_said.png,a close up of a pair of scissors
University_of_Wyoming___Knight_Hall___Third_floor_.png,a bedroom with a bed and a window
Ceres_Hall___There_have_been_many_weird_happenings.png,a group of people standing next to a train .
in_the_early_morning_hours_of_spring_and_fall_driv.png,a large building with a clock on it .
hauntings_dating_back_to_the_1950s__if_your_there.png,a black and white photo of a person on a laptop .
There_have_been_two_deaths_at_the_High_school__Sin.png,a close up of a pair of scissors
The_studio_has_been_in_the_basement_of_a_home_sinc.png,a black and white photo of a person on a laptop .
abandoned_property_that_has_remnants_of_the_semina.png,a train station with a train on the tracks
Dolly_Field___no_one_lives_up_there_and_if_you_go.png,a black and white photo of a person on a laptop .
Haskell_auditorium___is_said_to_house_a_spirit_tha.png,a bunch of different types of food on a table .
In_the_basement_a_man_dressed_in_all_black_has_bee.png,a black and white photo of a person on a laptop .
Formerly_United_Hospital___The_staff_elevator_make.png,a person holding a wii remote in their hand .
Reports_of_a_strange_figure_being_seen_.png,a red double decker bus driving down a street .
There_is_a_section_of_Jay_road_which_goes_thru_a_s.png,a group of people standing on top of a snow covered slope .
Old_Field_House___This_building_is_the_original_Fi.png,a large building with a clock tower on top of it .
Mannequins_move_on_their_own__Whispering_is_heard_.png,a bunch of different colored vases on display
at_night_you_can_hear_a_woman_screaming_up_the_hol.png,a collection of different types of scissors on display .
Brockway_Hall___Brockway_would_be_in_the_middle_of.png,a large clock tower towering over a city .
It_is_said_that_the_elevator_door_leading_to_the_m.png,a large window with a clock on it .
Clet_Hall___Clet_Hall_has_burned_down_multiple_tim.png,a laptop computer sitting on top of a window sill .
Martyr_s_Court___a_large_dormitory_on_the_campus_.png,a bunch of different colored vases on display
Boone_Tavern_Hotel___Once_a_part_of_the_under_grou.png,a building with a large window and a balcony
There_is_a_ghost_that_appears_there_often__Just_la.png,a close up of a pair of scissors
It_is_said_that_this_seminary_is_haunted_by_a_form.png,a clock tower in the middle of a city .
Sometime_back_in_the_1800_s__a_man_stole_a_horse_f.png,a group of people standing on top of a stage .
In_the_1850_s_white_lumbermen_were_welcomed_by_the.png,a baseball player holding a bat on a field .
The_RAMADA_INN_was_bulit_on_haunted_grounds_The_on.png,a group of people standing in front of a clock .
Perryville_Battlefield___Sightings_of_soldier_walk.png,a person riding a skate board on a city street
Club_Harbor_was_a_bed_and_breakfast_back_in_the_ea.png,a group of people standing in front of a clock .
Stacher_Hall__Technology_Department____Several_stu.png,a room filled with lots of wooden furniture .
the_fire_alarm_often_go_off_in_this_building__The.png,a large building with a clock on it .
The_Begjaines__long_dead__Have_haunted_this_old_ho.png,a black and white photo of a person on a laptop .
The_Children_s_Museum___The_entrance_to_a_2nd_stor.png,a picture of a man standing in front of a mirror .
It_has_been_said_that_a_long_time_ago_a_fire_was_a.png,a glass of wine is sitting on a table .
People_have_reported_loud_crashing_noises_coming_f.png,a black and white photo of a person on a laptop .
has_a_woman_wrapped_in_chains_that_frequently_haun.png,a group of stuffed animals sitting on top of a table .
Founded_at_Kansas_State_in_1957_the_Gamma_Phi_s_ar.png,a large building with a clock on it .
Back_in_the_1950_s__a_janitor_hung_himself_in_the.png,a black and white photo of a person on a laptop .
There_are_several_stories_that_go_with_this_bridge.png,a black and white photo of a tennis racket .
Shadowy__darkly_clad_individual_is_said_to_roam_th.png,a red fire hydrant in front of a building .
Witnesses_report_feeling_an_eerie_presence__They_h.png,a black and white photo of a person on a laptop .
Willard_ELemantry_School___it_is_said_at_night_you.png,a building with a clock on the front of it
A_room_in_the_local_park_police_station_is_believe.png,a view of a living room with a tv on the wall .
Purchase___There_is_a_cemetery_on_campus__If_you_h.png,a black and white photo of a person on a laptop .
The_building_is_said_to_be_haunted_by_a_disembodie.png,a red and white sign on the side of a building .
The_previous_owner_was_building_a_resort_but_was_s.png,a group of people standing in front of a building .
Classroom_111___There_was_said_to_be_a_student_ove.png,a picture of a red and white refrigerator .
There_was_a_sound_of_babyies_crying__Also_when_you.png,a group of baseball players standing on top of a field .
The_customer_bell_rings_when_there_is_no_one_there.png,a large building with a clock on it .
The_cobblestone_was_originally_built_to_be_a_hotel.png,a tall building with a clock on it
There_have_been_reports_for_years_of_a_man_dressed.png,a red and black train engine with a person on it
years_ago_a_man_is_said_to_have_found_his_wife__an.png,a man standing in front of a christmas tree .
Witnesses_report_seeing_the_apparition_of_an_old_n.png,a group of people standing in front of a building .
Ghosts_have_been_reported_as_being_seen_and_heard.png,a black and white photo of a wooden bench
An_old_farm_house_built_in_1710__used_as_a_stageco.png,a large clock mounted to the side of a building .
Lockers_slamming__The_toilet_in_the_girls_bathroom.png,a close up of a train on a train track
An_old_abandoned_building_owned_by_Al_Capone_close.png,a large building with a clock on it .
There_have_been_reports_of_4_gangsters_roaming_the.png,a red and white train on a train track
There_is_a_lady_dressed_in_pink_that_haunts_this_I.png,a black and white photo of a person on a laptop .
One_of_the_small_wooden_green_hooches_is_rumored_t.png,a wooden bench sitting in front of a building .
To_start_off__the_story_goes_that_at_the_top_of_th.png,a group of people standing in front of a building .
The_house_has_been_known_for_sounds_heard_when_no.png,a group of people standing around a table filled with food .
It_is_believed_that_in_the_1950_s_a_young_married.png,a black and white photo of a clock tower .
Eerie_things_seen_in_the_back_of_the_cemetary__a_s.png,a black and white photo of a train
Nine_ghosts_in_all__pull_your_hair__scratch_in_you.png,a black and white photo of a person on a laptop .
on_the_dock_late_at_night_an_apparition_of_an_old.png,a black and white photo of a building with a clock tower .
College_students_have_been_disappearing_from_the_a.png,a red stop sign sitting on the side of a road .
A_long_unpaved_road__said_to_hear_high_pitched_scr.png,a black and white photo of a person on a laptop .
the_former_head_of_maintenance_haunts_the_school_w.png,a group of people standing in front of a large building .
Reports_of_an_apparition_of_a_woman_in_a_white_gow.png,a room with a bed and a window
After_closing__employees_have_heard_noises__walked.png,a picture of a baseball player with a baseball bat .
Hiawatha_Hall___is_the_oldest_building_on_the_camp.png,a church with a steeple and a clock tower .
County_School_Board___a_bus_driver__and_churchman.png,a close up of a cake on a table
A_room_on_the_3rd_floor_of_the_Hotel_is_reported_t.png,a view of a building with a clock on the wall .
JFK_Prep____Reports_of_apparitions_of_nuns_and_the.png,a man wearing a hat and a tie .
Catholic_Chapel___Another_Officer_was_up_one_night.png,a laptop computer sitting on top of a desk .
School_used_to_be_a_parish_for_nuns_and_the_nuns_r.png,a statue of a baseball player holding a bat .
Alumni_Hall___A_girl_supposedly_hung_herself_in_th.png,a clock tower in the middle of a city .
Mine___Sound_of_babies_children_crying_at_cemetary.png,a black and white photo of a person on a laptop .
Numerous_cold_spots_and_ghostly_music_in_this_virt.png,a large building with a clock on it .
The_legendary_ghost_of_Dr__Jamie_Smith__who_lived.png,a black and white photo of a person on a laptop .
Reports_from_a_man_walking_home_one_night_of_an_ap.png,a group of people standing on top of a train .
Witnesses_have_seen_and_felt_many_presences__both.png,a laptop computer sitting on top of a desk .
Even_though_the_old_hospital_has_been_closed_for_m.png,a group of people standing in front of a sign .
Nashotah_House___Seminary___The_grounds_of_this_Ep.png,a large building with a clock tower on top .
In_one_particular_house_on_the_road__you_can_hear.png,a red and white kite flying in the sky .
It_is_said_that_during_some_early_renovation_work.png,a group of people standing next to a train .
A_woman_and_her_new_husband_were_traveling_home_al.png,a group of people standing on top of a sandy beach .
This_cabin_has_had_many_sightings_of_the_supernatu.png,a large building with a clock on it .
Huntley_School___There_s_a_boy_who_wanders_the_str.png,a red and white fire hydrant sitting in front of a building .
during_the_time_of_the_revolutionary_war_a_tavern.png,a clock on a wall with a picture of a bird on it .
2003___The_manager_was_sitting_in_a_chair_behind_t.png,a group of people standing in front of a building .
