Filename,Caption
Computer_number_25_is_definitely_haunted_by_an_old.png,a black and white cat sitting on a chair .
Considered_by_many_to_be_one_of_the_MOST_haunted_h.png,a tall brick building with a clock on it .
Cooler_doors_opening_and_closing_one_after_the_oth.png,an open refrigerator filled with lots of food .
Coren_apartments____Lucy_Pretty_Eagle_s_home_at_on.png,a black and white photo of a building with a clock tower .
County_Line_Road___In_the_1700_s_a_young_woman_was.png,a black and white photo of a building with a clock tower .
crashing_sounds_resounding_through_the_building__W.png,a black and white photo of a man sitting on a toilet .
Crash_Site_of_United_Flight_93______WARNING___APPR.png,a stop sign on the side of a road .
Creek_Rd_off_of_Boot_Rd_in_D_Town__Two_tunnels_con.png,a street sign on the side of a road .
Creepy_noises_come_during_the_night_.png,a white teddy bear sitting on top of a bed .
Cries_of_adults_and_children_are_heard.png,a white bath tub sitting next to a toilet .
Culmerville_Hotel___This_Spirit_has_said_that__he_.png,a black and white photo of a brick building
Customers_and_employees_have_seen_the_ghost_of_you.png,a kitchen with a table and chairs and a table
Daily_Grill_Village_Inn___At_the_restaurant_that_w.png,a dining room table with chairs and a table .
Dayton_St___top_of_the_hill___just_over_the_hill_t.png,a group of people sitting on a bench in a park .
Dead_Indians_can_be_seen_chasing_buffalo_with_spea.png,a couple of animals that are standing in the grass .
December_2007_This_submission_has_been_removed_.png,a black and white photo of a fire hydrant
Delta_Phi_Epsilon_House___There_have_been_reports.png,a building with a clock on the side of it .
Delta_Phi_Epsilon_sorority___Residents_of_the_hous.png,a building with a clock on the top of it .
Denton_Rd____There_s_an_overall_bad_feeling_in_thi.png,a fire hydrant in the middle of a field .
Destroyed_by_fire_in_1800s___Reports_of_little_gir.png,a black and white photo of a church .
Doane_Residence_Hall____which_used_to_be_part_of_t.png,a black and white photo of a building with a clock .
Dogmeadow_lights___A_mysterious_light_appears_in_t.png,a view of a snowy landscape from the sun .
Doors_and_windows_opening_and_shutting_on_their_ow.png,a black and white photo of a kitchen
Doors_open_and_close__objects_have_fallen_off_of_c.png,a man standing on a bed in a room .
Doors_unlocked_and_propped_open_slam_shut_and_lock.png,a black and white photo of a bedroom
Downstairs__where_Mrs__Moriarty_Art_Class_is__is_h.png,a man standing in a room next to a window .
Drinks_get_knocked_over_by_an_unseen_force_and_doo.png,a black and white photo of a person on a laptop .
Dudley_Rd____This_Road_has_had_very_frightening_ac.png,a red fire hydrant sitting on the side of a road .
Dunn_s_Tomb___Drahner_Road___it_is_said_that_two_t.png,a black and white photo of a park bench
During_late_night_theatre_practices__many_have_see.png,a black and white photo of a person sitting on a bench
During_the_1970_s_a_student_fell_from_the_cat_walk.png,a black and white photo of a bedroom
During_the_1980_s_and_through_the_1990_s_many_bodi.png,a truck is parked on the side of the road .
During_the_early_60_s_there_was_a_killer_loose_in.png,a black and white photo of a man holding a surfboard .
During_The_Night_Here__You_Can_See_Ghosts_Of_Peopl.png,a black and white photo of a group of horses
During_the_recent_construction_of_Holt_High_School.png,a man in a white shirt and black pants is doing a trick on a skateboard .
Dykeman_s_Pond___There_is_a_rumor_that_if_you_go_t.png,a black and white photo of a boat in the water .
Early_one_morning_when_the_teachers_had_just_start.png,a black and white photo of a man in a suit
Eastern_State_is_haunted_by_hundreds_of_prisoners.png,a black and white photo of a building with a clock .
Eastern_University___Diane_Hall___a_girl_hung_hers.png,a bathroom with a toilet and a shower .
East_Buno_rd____This_is_the_place_were_a_killer_ki.png,a black and white photo of a train track
eerie_noises__power_outages__haunted_locker_rooms_.png,a bathroom with a sink and a toilet
Effort_junk_yard___20_years_ago_a_group_of_teenage.png,a black and white photo of an old truck .
Egg_Hill_is_an_old_church_where_a_reverend_murdere.png,a black and white photo of a building with a fire hydrant .
elevators_open_and_close__and_spirits_come_by_dres.png,a large long hallway with a clock on the wall .
Emma_Guffey_Miller__the_ghost_of_Miller_Auditorium.png,a man sitting on a bench in front of a window .
Employees_have_heard_door_of_office_shut__Keys_rat.png,a man taking a picture of himself in a mirror .
Employees_report_that_a_young_girl_choked_and_died.png,a black and white photo of a cat sitting on a window sill .
Everyone_in_town_knows_that_this_area_was_hit_hard.png,a black and white photo of a street sign
Every_night_at_the_evening_setting_for_dinner_you.png,a group of people sitting around a long table .
Every_now_and_then__my_friend_will_walk_past_the_c.png,a black and white photo of a living room
every_once_in_a_while_you_can_see_the_ghost_of_a_s.png,a man standing in front of a doorway holding a camera .
Every_single_time_you_go_to_the_park_you_will_see.png,a person sitting on a bench in the grass .
every_time_you_drive_past_Havel_elementary_you_can.png,a woman is walking down the street with a suitcase .
Every_time_you_eat_there_someone_would_always_be_t.png,a couple of vases that are on a table
February_2_20_04__around_10_00_PM__there_were_thre.png,a black and white photo of a street sign
Feelings_of_being_followed__cold_spots__items_movi.png,a person holding an umbrella in a room .
Feelings_of_being_unwanted__Haunted_by_an_old_man.png,a black and white photo of a brick building
Fenton_Community_Center___Several_pictures_taken_a.png,a kitchen with a sink and a window
Flower_Road_houses___A_lady_in_a_green_dress_walks.png,a black and white photo of a man standing in front of a building .
Follow_Skyline_Trail_until_you_reach_the_town_offi.png,a green and white fire hydrant in front of a building .
Footsteps_are_often_heard_in_the_attic_when_no_one.png,a black and white photo of a cat in a window
Footsteps_heard_in_the_basement__the_old_metal_sta.png,a man sitting on a bench in front of a building .
footsteps__slamming_doors__audible_voices__missing.png,a bathroom with a toilet and a sink
Foot_prints_on_the_top_of_the_girls_bathroom__nois.png,a bathroom with a shower and a toilet .
Formally_the_St__David_s_Inn__the_Radnor_Hotel_has.png,a hotel room with two beds and a desk .
formerly_Eastern_State_School_and_Hospital___Rumor.png,a room with a bed and a window .
formerly_Home_Sweet_Home___A_couple_from_the_early.png,a room with a bed and a window
formerly_known_as_the_Pittsburgh_City_Tuberculosis.png,a clock tower in the middle of a city .
Formerly_listed_as_Blockbuster_Video___most_employ.png,a bunch of stuffed animals on a shelf .
formerly_listed_as_Fairhaven_Nursing_Home___It_is.png,a house with a house in the background .
Formerly_listed_as_Glass_Chapel___The_site_where_M.png,a black and white photo of a street sign
formerly_listed_as_The_Gables___The_ghosts_of_two.png,a black and white photo of a building with a clock tower .
formerly_listed_under_Van_Buren_County___this_is_w.png,a black and white photo of a fire hydrant .
Formerly_Michigan_Bell_Telephone_Company____on_the.png,a black and white photo of a city street .
formerly_Nankin_Mills_Middle_School___stories_say.png,a black and white photo of a kitchen
Formerly_The_Brass_Lantern_Restaurant___The_Brass.png,a black and white photo of a city street .
formerly_The_Evergreen_Hotel___This_is_a_really_ol.png,a black and white photo of a city street .
formerly_Tulare_County_General_Hospital___This_set.png,a black and white photo of a kitchen
Formerly__John_Stone_Tavern____Believed_to_be_haun.png,a living room filled with furniture and a fire place .
former_Bass_Pro_Shops___former_J_C_Penny_s___When.png,a red stop sign sitting on the side of a building .
Former_Jefferson_Tea_House___A_ghost_is_said_to_ro.png,a building with a clock on the front of it
Fort_Roberdeau___Legend_says_a_guard_was_guarding.png,a person is flying a kite in a field .
Fort_Roberdeau___When_you_get_to_the_road_into_For.png,a boat in the water with a mountain in the background .
For_years__city_police_and_the_homeless_have_repor.png,a black and white photo of a city street
Frat_House____Years_ago_at_this_frat_house_there_w.png,a black and white photo of a building with a clock tower .
Frick_House___Apparitions_of_Mrs_Frick_and_you_see.png,a person walking down a street with a clock .
from_the_ballroom_to_the_hall_a_figure_has_been_se.png,a black and white photo of a living room
Frost_Cemetery_Munchkin_land____There_is_an_old_ch.png,a park bench in the middle of a park .
Gamma_Phi_Beta_House___Sisters_that_live_in_the__p.png,a room with a bed and a window
Geek_Rd_____People_have_reported_seeing_a_bright_o.png,a person riding a motorcycle down a road .
George_Washington_almost_drowned_in_the_icy_Allegh.png,a group of people standing on top of a lush green field .
Ghostly_woman_known_as_Elsie_seen_walking_up_and_d.png,a black and white photo of a man and a woman
ghosts_dressed_in_white_can_be_seen_walking_throug.png,a group of people standing next to each other .
Ghosts_everywhere__You_can_hear_people_chasing_you.png,a room with a window and a clock on the wall .
ghosts_walk_around_in_the_woods__sometime_you_can.png,a view of a city street from a church .
Ghost_can_be_seen_at_night_walking_around_the_lake.png,a black and white photo of a boat in the water .
Ghost_mist_have_been_reported_.png,a black and white photo of a fire hydrant .
Ghost_of_an_old_man_sits_on_the_third_floor_resear.png,a black and white photo of a cat sitting on a bench .
Ghost_of_a_former_resident_of_this_old_house_now_t.png,a woman standing in a kitchen with a black hat .
Ghost_of_a_prostitute_who_committed_suicide_haunts.png,a person laying on a bed in a room .
ghost_of_a_woman_that_died_in_childbirth_there_is.png,a man taking a picture of himself in a mirror .
girls_locker_room___Witnesses_report_cold_spots__a.png,a bathroom with a shower and a toilet .
Glatfelter_Hall___The_bell_tower_on_Glatfelter_Hal.png,a large building with a clock on it .
Glen_Haven_Memorial_Park___There_is_an_alleged_gra.png,a fire hydrant in the middle of a field .
Glowing_lights__eerie_sounds__and_apparitions_.png,a person is standing in front of a mirror .
Goss_is_a_very_secure_building__Five_floors__inclu.png,a black and white photo of a kitchen .
Go_all_the_way_back_Old_Shippensburg_Rd__across_fr.png,a red and white house with a house in the background
Go_down_Denton_Rd__at_midnight_and_stop_when_you_s.png,a black and white photo of a city street
Greenwood_Elementary_School___Apparitions_are_seen.png,a bathroom with a toilet and a shower .
Green_Point___Moonshine_church___Cemetery___Drivin.png,a church steeple with a clock on it .
Guests_have_heard_voices__moving_furniture_and_org.png,a man standing in front of a mirror in a bathroom .
Guests_have_reported_ghosts_crawling_into_bed_with.png,a bedroom with a bed and a window
Haas_Center_for_the_Arts___Ghost_of_an_old_ballet.png,a man and woman are playing a video game
Halverson_Hall_room_304___It_has_been_rumored_that.png,a bathroom with a sink and a mirror
Hankey_Church_Cemetery___Rumors_are_to_be_believed.png,a row of wooden benches sitting next to each other .
Harrisburg_State_Hospital_was_an_insane_asylum_for.png,a black and white photo of a train station .
Hartsville_Inn___The_site_is_a_very_old_building_f.png,a building with a clock on the front of it .
has_a_ghost_of_a_man_wearing_all_white__He_seems_t.png,a man in a suit and tie standing in a room .
has_a_number_of_ghosts__some_in_dormitories__some.png,a room filled with lots of books and a clock .
has_a_various_ghostly_activity_.png,a bedroom with a bed and a window .
has_been_know_to_be_the_site_of_two_ghostly_women_.png,a black and white photo of a group of people .
has_its_own_ghosts__The_children_of_the_post_comma.png,a black and white photo of a room with a window
has_the_sound_of_bullets_fired_over_100_years_ago.png,a black and white photo of a street sign
haunted_by_a_lady_in_black_believed_to_be_the_wife.png,a black and white photo of a man and a woman
Haunted_by_a_little_girl_and_janitor_killed_in_a_f.png,a black and white photo of a cat looking out a window .
Haunted_by_a_red_headed_hitchhiker_who_terrorizes.png,a black and white photo of a bird flying in the sky .
Haunted_by_a_witch_that_was_hung_in_the_area_in_th.png,a black and white photo of a man in a suit
haunted_by_a_woman_who_killed_her_self_in_1902__sh.png,a woman in a black jacket is holding an umbrella
Haunted_by_children_that_died_in_a_school_bus_acci.png,a black and white photo of a group of tennis players .
Haunted_by_evil_souls_who_were_buried_on_unblessed.png,a park bench in the middle of a park .
haunted_by_lighthouse_keepers_after_original_light.png,a white and black clock tower sitting in front of a building .
haunted_by_many_ghosts_in_most_of_the_homes__the_m.png,a house that has a house in the background .
haunted_by_several_ghosts__The_library_was_built_o.png,a brick building with a clock on the side of it .
Haunted_by_several_Ghosts___One_is_an_elderly_man.png,a woman in a white dress holding a black umbrella .
haunted_by_the_ghosts_2_children_who_are_seen_on_t.png,a black and white photo of a fire hydrant
haunted_by_the_ghost_of_a_woman_and_a_black_cat___.png,a black and white photo of a cat sitting on a bench .
Haunted_by_the_old_janitor_that_ran_the_place_a_lo.png,a black and white photo of a kitchen
Haunted_by_the_spirits_of_civil_war_prisoners_who.png,a black and white photo of a barn and a barn
Haunted_store___A_family_ran_the_store__It_was_rob.png,a black and white photo of a street sign
have_been_reports_of_strange_occurrences_in_both_t.png,a man standing in a kitchen next to a counter .
Health_South_Rehabilitation_Hospital___Used_to_be.png,a kitchen with a sink and a refrigerator
Heard_footsteps__TV_come_on_in_the_middle_of_the_n.png,a black and white photo of a person on a laptop .
hearing_foot_steps_on_the_2nd_floor_when_no_one_th.png,a black and white photo of a kitchen .
Hear_and_sometimes_see_a_little_boy_in_19th_centur.png,a young boy wearing a hat and a tie .
Hemlock_Hall___The_second_floor_and_a_room_are_rep.png,a black and white photo of a living room
Henry_ford_museum____Henry_ford_museum_has_a_car_f.png,a black and white photo of a parked car
Hessian_Museum___Known_to_house_Hessian_prisoners_.png,a black and white photo of a brick building
Hexankopf_Rock___The_ghost_of_a_headless_hunter__g.png,a black and white photo of a woman holding a teddy bear .
Highland_Lakes_Campus_was_once_a_hospital__It_has.png,a black and white photo of a kitchen .
High_Point_was_built_in_1910__Reports_of_hearing_v.png,a tall building with a clock on top of it .
Hillside_Girls_Dormitory___Witnesses_report_strang.png,a black and white photo of a bedroom
His_ghost_approaches_a_security_policeman_s_guard.png,a man sitting on a bench in front of a building .
Hogback_Road___Road_is_one_of_those_roads_that_has.png,a fire hydrant in the middle of a field .
Hollinger_Field_House___Haunted_by_the_Ghost_of_Dr.png,a black and white photo of a clock tower .
Holmdene___It_is_rumored_that_this_mansion__the_fo.png,a man standing in front of a building .
Holmes_Hall___West___On_the_6th_floor__two_strange.png,a bathroom that has a sink and a toilet in it
Holmes_Hall____On_the_sixth_floor_of_the_west_buil.png,a bathroom with a shower and a toilet .
Holy_Cross_Cemetery___when_driving_down_Cemetery_r.png,a black and white photo of a city street
Hotel_now_owned_by_Michigan_State_University___Ori.png,a red brick building with a clock tower .
Hotel_owned_by_George_Leger_in_1880__He_met_an_unt.png,a large building with a clock on it .
Hotel_Road___In_the_current_state_game_lands_just.png,a red and white house sitting in the middle of a field .
Hot_spot_for_paranormal_activity__Many_orbs_and_ap.png,a living room with a fireplace and a fire place .
House_built_in_1873_by_Joshua_Stetson_Gray__former.png,a tall building with a clock on top of it .
House_built_in_1920__Originally_inhabited_by_Marga.png,a living room filled with furniture and a fire place .
house_is_350_years_old_and_many_people_have_died_i.png,a black and white photo of a barn and a barn
Hubbard_Hall___on_the_12_floor_of_the_South_comple.png,a bathroom with a sink and a mirror
HWY_152_Gilroy_to_Los_Banos___Pacheo_Pass__The_Gre.png,a truck driving down a road next to a road .
If_you_cross_over_the_chain_blocking_the_old_drive.png,a black and white photo of an old building .
If_you_drive_by_at_night_and_look_in_the_first_win.png,a black and white photo of a dog in a window .
IF_you_drive_into_Penny_Road__dirt_road_off_of_rou.png,a parking meter sitting on the side of a road .
if_you_follow_the_trail_to_the_back_of_the_lake__T.png,a man standing in a field next to a tree .
if_you_get_out_of_your_car_and_try_to_walk_it__you.png,a fire hydrant in the middle of a field .
If_you_go_back_St__Johns_road_in_Slippery_Rock_and.png,a black and white photo of a street sign
If_you_go_through_the_tunnel_late_at_night__your_s.png,a black and white photo of a train station .
If_you_go_to_a_place_called__the_figure_8__on_the.png,a black and white photo of a snow covered street .
If_you_listen_between_2_and_4a_m__you_will_be_able.png,a man sitting on a toilet in a room .
if_you_put_your_car_in_neutral_on__Priest_Hill__th.png,a black and white photo of a car parked in a parking lot .
If_you_take_Gorman_Rd__west_towards_Sand_Creek__yo.png,a train traveling down tracks next to a forest .
If_you_take_M_19__Van_Dyke_Rd___and_follow_it_thro.png,a group of people sitting on top of a park bench .
If_you_turn_out_the_lights_in_the_girls_bathroom_b.png,a person on a snowboard in the snow .
If_you_walk_back_through_the_woods_far_enough__you.png,a train traveling over a bridge over a river .
IMAX_theatre____there_are_reports_of_lights_turnin.png,a red double decker bus driving down a street .
Indian_Rock_Park___The_story_goes_back_to_the_1980.png,a forest filled with lots of trees and trees .
Industrial_Solvents_and_Chemical_Company___Located.png,a black and white photo of a barn and a house
Inmates_experience_instant_and_shared_feelings_of.png,a person laying on a bed in a room .
In_1791_a_woman_named_Penelope_was_raped_and_murde.png,a woman sitting on a bed with a laptop .
In_1938__a_little_boy_was_crossing_the_road_in_fro.png,a black and white photo of a man and a woman
in_1955_a_firefighter_was_killed_in_the_line_of_du.png,a black and white photo of a truck and a truck
In_1968_a_young_man_died_in_the_Hahn_auditorium__S.png,a black and white photo of a man in a room
In_1978__a_janitor_was_killed_by_teenagers_outside.png,a group of people standing next to each other .
In_1994_a_boy_hung_himself_in_the_attic_it_is_said.png,a black and white photo of a person on a laptop .
In_auditorium_there_are_reports_by_night_crews_tha.png,a black and white photo of a man in a suit
In_back_room_behind_the_dressing_rooms__is_a_stora.png,a bathroom with a toilet and a sink
in_between_the_dirt_road_there_is_an_old_construct.png,a view of a building from the outside of a building .
In_between_the_elementary_school_and_a_house_if_yo.png,a black and white photo of a building with a sign
In_downtown_Rockford__there_is_an_old_building_tha.png,a black and white photo of a building with a clock .
In_Febuary_of_2003__a_young_man_who_attended_John.png,a black and white photo of a bathroom
In_Las_Flores_there_has_been_some_witch_craft_goin.png,a fire hydrant on the side of the road .
In_Moreno_Valley__off_of_Nason__there_is_the_old_h.png,a black and white photo of a city street
In_North_House_Lecture_Hall_there_is_reports_of_st.png,a black and white photo of a living room
In_Old_Alvarado_section_of_Union_City_there_is_a_p.png,a black and white photo of a city street .
In_one_of_the_bathrooms_it_is_rumor_that_when_the.png,a black and white photo of a bathroom
in_room_17_there_is_said_to_be_a_ghost_of_a_man_na.png,a woman laying in bed with a laptop .
In_side_the_in_many_of_worker_have_seen_strange_th.png,a living room filled with furniture and a fire place .
in_south_side_near_Duboistown_on_Mosquito_Valley_R.png,a black and white photo of a park bench
In_the_1700_s_The_Everett_Theatre_on_Fairmount_Ave.png,a black and white photo of a street sign
In_the_1800s_when_the_hotel_was_open_a_boy_when_to.png,a man standing in front of a bathroom mirror .
In_the_1900_a_little_girl_who_didn_t_have_any_frie.png,a bathroom with a toilet and a shower .
In_the_1920_s_a_family_moved_to_the_Newaygo_County.png,a boat is sitting in the middle of a river .
in_the_1960_s_a_janitor_was_fixing_the_boys_bathro.png,a black and white photo of a bathroom
In_the_1970_s_a_student_by_the_name_of_Henry__the.png,"a bathroom with a toilet , sink and shower ."
In_the_1970_s__one_room__room_211__in_the_old_sect.png,a black and white photo of a bathroom .
In_the_1980_s_A_girl_in_a_white_dress_was_raped_an.png,a woman is standing in front of a mirror .
In_the_1980_s_a_girl_was_killed_by_a_hall_gate_sla.png,a black and white photo of a person sitting on a bench
In_the_1st_floor_girls_bathroom_about_15_girls_see.png,a black and white photo of a man in a suit .
In_the_50_s_or_60_s_a_student_drowned_while_swimmi.png,a black and white photo of a man standing in a room .
In_the_auditorium__if_you_look_up_near_the_rafters.png,a bedroom with a bed and a window .
in_the_back_part_of_the_park_towards_the_football.png,a wooden bench sitting in the middle of a field .
in_the_back_roads_off_the_right_side_of_m89_highwa.png,a black and white photo of a tree in the snow .
In_the_basement_of_the_Mellon_building_is_a_pool_a.png,a black and white photo of a train station .
In_the_cells_in_the_basement_people_have_heard_gro.png,a bathroom with a shower and a toilet .
In_the_cemetery_at_midnight_on_Woodward_between_8.png,a group of people standing in a field next to a fire hydrant .
In_the_cemetery_at_night__there_is_a_ghost_of_a_wo.png,a black and white photo of a park bench
In_the_cemetery_there_is_a_grave_known_to_locals_a.png,a black and white photo of a parking meter .
In_the_cemetery__sits_a_rocking_chair_where_a_litt.png,a black and white photo of a building with a clock tower .
In_the_Children_s_section__downs_stairs__sometimes.png,a black and white photo of a building
In_the_Corp_of_Engineers_park_in_Sault_Ste_Marie_b.png,a black and white photo of a city street
in_the_dark__you_can_feel_an_odd_presence_of_someo.png,a black and white photo of a bathroom
In_the_dining_area__the_first_booth_to_your_right.png,a living room with a couch and a table
In_the_dressing_rooms_of_the_theater_the_doors_wil.png,a black and white photo of a bathroom .
In_the_early_1900_s_every_Halloween_for_5yrs_strai.png,an old black and white photo of a church .
In_the_early_1900_s_there_was_a_cemetery_for_the_c.png,a group of people standing next to a fire hydrant .
In_the_early_1900_s_Three_out_of_work_miners_from.png,a black and white photo of a man sitting on a bench .
In_the_early_1900_s__the_house_was_built_for_an_in.png,a black and white photo of a building with a clock .
in_the_early_1940_s_there_was_a_girl_that_was_on_h.png,a black and white photo of a train
In_the_early_1970_s_the_man_of_the_house_was_going.png,a black and white photo of a person on a skateboard .
In_the_early_1980_s_the_diocese_of_Pittsburgh_orde.png,a large clock mounted to the side of a building .
In_the_early_80_s__my_family_rented_this_beautiful.png,a house that has a tree in front of it .
In_the_early_90_s_the_site_of_a_female_apparition.png,a building with a sign on the side of it
in_the_early_morning_hours_you_can_hear_chanting_.png,a bathroom with a sink and a toilet
in_the_evening_at_dusk_you_will_sometimes_see_a_wo.png,a close up of a person holding an open umbrella
In_the_forest_across_from_D_St____Norton_RD__Child.png,a black and white photo of a tree in the woods .
In_the_girls_bathroom_it_is_reported_by_female_stu.png,a woman standing in front of a mirror in a bathroom .
in_the_house_its_said_that_there_are_noises_that_c.png,a black and white photo of a bathroom
In_the_ladies_room_back_in_the_lay_away_dept__if_y.png,a woman standing in front of a bathroom mirror .
In_the_Lafayette_Lounge_objects_have_been_known_to.png,a room filled with furniture and a large window .
In_the_late_1800_a_man_was_slaughtered_off_of_what.png,a black and white photo of a park bench
In_the_late_1800_s_when_iron_ore_mining_was_in_its.png,a group of people standing in a field .
In_the_late_70_s_a_father_and_his_2_sons_where_pla.png,a young boy holding a baseball bat on a field .
In_the_little_shop_on_the_corner_of_Wyoming_and_Gr.png,a black and white photo of a city street .
In_the_lobby_there_have_been_seen_3_different_kids.png,a black and white photo of a bedroom
In_the_lower_level_of_Camp_Hill_High_School_there.png,a bathroom with a sink and a toilet
In_the_lower_level_of_the_museum__there_is_a_stain.png,a room with a large clock on the wall
In_the_middle_of_the_Stadium_there_have_been_repor.png,a group of people standing on top of a beach .
In_the_Mid_1800_s_a_family_of_four_died_in_a_tragi.png,a train traveling over a bridge over a river .
In_the_mid_1900s_a_young_orphan_boy_was_caught_try.png,a black and white photo of a woman sitting on a bed .
In_the_Millington_hills__you_leave_by_running_beca.png,a tree in the middle of a forest .
In_the_north_valley_Baptist_church__there_was_a_ma.png,a group of people sitting around a wooden table .
In_the_old_city_of_Northville_in_the_40_s_and_50_s.png,a black and white photo of a city street
In_The_Old_D_E_Jones_Building_Several_People_Claim.png,a black and white photo of a kitchen with a window
in_the_old_part__smoking_section_now___Objects_mov.png,a black and white photo of a person sitting on a bench .
In_the_park_there_is_a_cemetary__On_that_road_you.png,a fire hydrant sitting in the middle of a forest .
In_the_past_30_years__4_people_have_jumped_or_fall.png,a train traveling over a bridge over a river .
In_the_small_town_of_Lemont__in_state_college___th.png,a black and white photo of a building with a clock tower .
in_the_spring_a_ghost_ship_is_seen__It_starts_out.png,a picture of a fire hydrant in the snow .
In_the_Spring__Summer__and_sometimes_early_Fall__s.png,a person walking down a street with a dog .
In_the_TILT_arcade_doors_won_t_unlock_and_appear_t.png,a bathroom with a shower and a toilet .
In_the_unused_part_of_the_park_on_the_other_side_o.png,a black and white photo of a park bench
In_the_Valley_Forge_residential_building__there_ha.png,a red and white fire hydrant sitting in the middle of a field .
In_the_War_Memorial_Pool_Hall_there_is_ghost_in_th.png,a black and white photo of a man in a suit
In_the_women_s_restroom_a_customer_saw_an_old_Indi.png,a black and white photo of a man and a woman
In_the_woods_near_New_Ashatola_is_a_small__civil_w.png,a large building with a clock tower in the middle of it .
In_the_woods_right_off_Hayes_and_18_there_is_a_sma.png,a black and white photo of a building with a fire hydrant .
in_the_woods_you_can_hear_screams_and_see_figures.png,a horse standing in the middle of a field .
In_this_school_children_hear_eerie_evil_laughs_and.png,a man standing in front of a mirror in a bedroom .
is_about_four_miles_north_of_Paradise__Michigan__Y.png,a black and white photo of a church with a clock tower .
is_a_haunting_story_that_is_told_at_mill_creek_abo.png,a black and white photo of a man holding a camera .
Is_a_house_that_has_been_standing_since_the_Civil.png,a building with a clock tower in the background .
is_a_park_in_the_north_west_area_of_town__which_is.png,a red fire hydrant sitting in the middle of a forest .
is_a_technical_school__The_president_was_killed_se.png,a black and white photo of a building
is_haunted_by_a_former_California_senator_and_his.png,a man in a suit and tie standing in a room .
Is_haunted_by_a_woman_who_died_of_a_car_accident_t.png,a black and white photo of a snow covered road .
is_haunted_by_Sarah_Frick_.png,a church with a steeple and a clock tower .
is_haunted_by_the_ghosts_of_the_evil_Sheriff_Georg.png,a black and white photo of a living room .
is_haunted_by_the_ghost_of_an_unknown_child_.png,a woman standing in front of a mirror in a room .
is_on_a_road_out_behind_the_famous__Old_Stone_Hous.png,a black and white photo of a city street
is_rumored_to_be_haunted_by_the_ghost_of_a_woman_.png,a brick building with a clock tower on top .
Is_said_to_be_haunted_by_the_ghosts_of_a_little_gi.png,a black and white photo of a building with a clock tower .
is_said_to_be_haunted_by_two_ghosts_that_look_like.png,a woman is standing in front of a mirror .
is_said_to_have_a_ghost_walking_the_halls_on_the_s.png,a bathroom with a sink and a mirror
is_supposed_to_have_a_ghost__If_you_have_any_info.png,a dimly lit room with a large window .
its_an_old_run_down_insane_asylum__back_in_its_day.png,a black and white photo of a bedroom .
Its_been_said_to_me_that_only_sometimes_when_peopl.png,a black and white photo of a skate park
Its_closed_down_now__and_watched_heavily_by_police.png,a street sign on a pole on a city street
its_said_that_if_u_walk_around_the_brick_wall_that.png,a black and white photo of a brick building .
Its_that_a_father_and_daughter_that_were_killed_in.png,a fire hydrant in the middle of a field .
its_were_physics_tell_fortunes_and_they_say_that_a.png,a group of people standing next to each other .
It_has_been_rumored_that_the_ghost_of_Edgar_Allan.png,a building with a clock on the side of it .
It_has_been_said_and_even_that_a_woman__2_men_and.png,a large building with a clock tower on top .
It_has_been_said_that_a_ghostly_figure_wanders_the.png,a black and white photo of a woman sitting on a bench .
It_has_been_seen_by_numerous_people_that_a_woman_i.png,a row of white vases sitting next to each other .
It_has_said_to_be_haunted__it_is_not_used_for_a_pr.png,a bench sitting in the middle of a forest .
It_is_an_abandoned_hotel_that_was_once_used_by_fam.png,a large brick building with a clock on it
It_is_an_old_hotel_that_is_currently_out_of_busine.png,a black and white photo of a living room
it_is_a_18_000_sq__foot_mansion_where_4_young_girl.png,a tall building with a clock on top of it .
it_is_a_real_long__desolate__and_windy_road_that_g.png,a black and white photo of a snow covered road .
It_is_a_restaurant__Used_to_be_family_home__The_wo.png,a red brick building with a white door
It_is_a_separate_private_road_off_of_Toad_Road__Ye.png,a black and white photo of a building with a clock tower .
it_is_believed_that_a_person_on_a_bike_rides_throu.png,a man riding a bike down a dirt road .
It_is_haunted_by_the_ghost_of_the_original_owner_s.png,a black and white photo of a clock tower .
It_is_heard_that_there_are_screams__and_some_peopl.png,a black and white photo of a woman sitting on a bench .
it_is_known_that_outside_going_towards_Bakers_Cros.png,a black and white photo of a snow covered street .
It_is_known_that_when_your_in_suite_418_the_doors.png,a room that has a large window in it .
It_is_often_said_that_you_can_hear_screams_from_a.png,a car parked on the side of a road near a building .
It_is_one_of_the_oldest_covered_bridges_in_the_US.png,a red fire hydrant sitting in front of a building .
It_is_reported_by_employees_that_there_are_several.png,a building with a clock on the side of it .
It_is_reported_that_one_summer_a_janitor_mysteriou.png,a room with a bed and a window .
It_is_rumored_that_a_nun_back_in_the_early_1900_s.png,a large clock mounted to the side of a building .
IT_is_rumored_that_years_ago_that_there_was_a_fire.png,a man wearing a mask and holding a pair of scissors .
It_is_said_if_you_are_on_the_third_floor_at_2_o_cl.png,a black and white photo of a kitchen
It_is_said_that_a_boy_and_girl_got_murdered_by_the.png,a woman is holding a teddy bear in a room .
It_is_said_that_a_ghost_woman_has_been_seen_on_the.png,a large building with a clock on it
It_is_said_that_a_little_boy_was_brutally_beaten_a.png,a black and white photo of a person on a skateboard .
It_is_said_that_a_little_girl_playing_on_the_slide.png,a man standing on a skateboard in a park .
it_is_said_that_a_man_chopped_up_5_bodies_in_a_mea.png,a black and white photo of a bedroom
